fecha,semana,prediccion,ic_inferior,ic_superior
2026-05-11,18,20299.75836613497,15722.154196381032,26210.0760406494
2026-05-18,19,21761.964248472865,14809.130875455687,31978.907325817963
2026-05-25,20,22851.839136520273,14489.872572661909,36039.083437414236
2026-06-01,21,23474.209353654132,14356.644744708761,38381.7197285253
