fecha,semana,prediccion,ic_inferior,ic_superior
2026-05-11,18,10885.072532623783,8239.268438812822,14380.397410230395
2026-05-18,19,11712.11541273275,7763.540092469554,17668.697243891904
2026-05-25,20,12345.375575352109,7609.609059859114,20028.013269336545
2026-06-01,21,12758.499998295378,7562.830537933819,21523.12582355031
