fecha,fold,y_true,pred_seasonal_naive,pred_arima_fourier,lo_arima_fourier,hi_arima_fourier,pred_sarimax,lo_sarimax,hi_sarimax
2025-05-12,0,14347.0,19881.0,14417.236728971133,10926.883355688136,19022.40495466988,14298.586594070706,10839.81954956786,18860.874402242738
2025-05-19,0,15335.0,24530.0,14717.14943492979,9746.335325014408,22222.912029886375,14672.490996424858,9717.529109236311,22153.724815047724
2025-05-26,0,16398.0,23784.0,14803.853989500732,9095.954071638182,24093.185803772572,14860.597978616845,9130.383671521371,24186.691857353508
2025-06-02,0,13701.0,17984.0,14749.239211769025,8700.99567700427,25001.259812579974,14673.608162244218,8655.709632603015,24874.97873265527
2025-06-09,1,13190.0,14565.0,13077.946713777625,9916.912734237518,17246.464433854533,13220.886820166323,10028.49735841102,17429.413991652367
2025-06-16,1,13364.0,10959.0,12991.209384630733,8611.032196574824,19599.194337547993,13026.88536547575,8635.382752420337,19651.41721696641
2025-06-23,1,11294.0,7388.0,12996.477674594404,7994.993851477647,21126.383167054482,12937.003706086078,7957.590618555952,21031.862214122724
2025-06-30,1,10130.0,6533.0,12969.611306882927,7661.972810212358,21953.50275512292,13016.97904848574,7688.634446260099,22037.470058773128
2025-07-07,2,8201.0,5744.0,10198.560396175526,7737.328920389596,13442.604342162635,10233.664711526602,7766.42465836962,13484.597397394587
2025-07-14,2,7693.0,6358.0,10561.856620225553,7004.707614577921,15925.14852313743,10574.099750738698,7013.2297070984605,15942.694376717944
2025-07-21,2,8773.0,8149.0,10943.508574547977,6735.453391963983,17780.206366133887,10938.322111250303,6731.364599609136,17774.146678870813
2025-07-28,2,10936.0,11227.0,11274.607191935023,6663.328481926953,19076.588671027694,11278.719677748008,6664.452126754828,19087.288924598484
2025-08-04,3,12124.0,13472.0,11854.353957900192,8994.14489434416,15624.030960365342,11740.16600854972,8910.31312216116,15468.659448672923
2025-08-11,3,13084.0,13614.0,12213.519652276962,8095.001736015828,18427.169261890638,12277.88439837682,8138.148742263653,18523.173331026926
2025-08-18,3,13336.0,13553.0,12387.471797858258,7615.8368451871465,20148.339759496783,12429.969922833505,7641.070905956417,20219.82955314476
2025-08-25,3,13116.0,13741.0,12528.174895992814,7394.794486938253,21224.60650537546,12397.404457110746,7316.4160861615765,21006.474670302534
