fecha,residuo
2014-01-06,8.214006186340905
2014-01-13,-2.191244126604742
2014-01-20,-0.17970298451528688
2014-01-27,-0.03349516946538067
2014-02-03,-0.06872132291871047
2014-02-10,-0.044441012004301506
2014-02-17,0.00491731556101449
2014-02-24,-0.03753161970941399
2014-03-03,-0.008783301046228154
2014-03-10,-0.07306269344461302
2014-03-17,0.28669145106816174
2014-03-24,0.1333374912908969
2014-03-31,-0.20196923678235734
2014-04-07,-0.06962410020318544
2014-04-14,-0.09766609434153217
2014-04-21,-0.05644698983435603
2014-04-28,-0.1302816128491049
2014-05-05,-0.22610545886554867
2014-05-12,-0.07126385555009662
2014-05-19,-0.055951508550343476
2014-05-26,0.012694591136474642
2014-06-02,0.00013187121987456862
2014-06-09,-0.1639004450418664
2014-06-16,0.3204360369834589
2014-06-23,0.14315931633080403
2014-06-30,0.15470895582067534
2014-07-07,-0.02516865830041759
2014-07-14,-0.05041603990066079
2014-07-21,-0.03968587414671987
2014-07-28,-0.12075430854928015
2014-08-04,-0.24340206455396185
2014-08-11,0.08861326713606132
2014-08-18,0.1923324041502248
2014-08-25,-0.04379633976174446
2014-09-01,0.033389512576080804
2014-09-08,-0.16155938615153076
2014-09-15,-0.010436863655185036
2014-09-22,-0.04214098988164494
2014-09-29,-0.021003944334557545
2014-10-06,-0.12486054693759918
2014-10-13,0.023580968581825346
2014-10-20,-0.10119522222429467
2014-10-27,-0.0982018750790612
2014-11-03,-0.07868614355684578
2014-11-10,-0.04150543715549837
2014-11-17,-0.05043174867046041
2014-11-24,0.0016566792800212227
2014-12-01,0.08956662546748717
2014-12-08,-0.027187969226869058
2014-12-15,0.04801986841790118
2014-12-22,0.046812190642100404
2014-12-29,0.07429281349060268
2015-01-05,-0.5949225802258669
2015-01-12,0.5399579032688724
2015-01-19,-0.27657467902889454
2015-01-26,-0.09041458746664865
2015-02-02,0.03154372964043528
2015-02-09,-0.014210691987350366
2015-02-16,0.017544349497741862
2015-02-23,-0.04636005959295275
2015-03-02,0.014509906129001493
2015-03-09,-0.0968429188282407
2015-03-16,0.2618362035946262
2015-03-23,0.12771455993970982
2015-03-30,-0.07563231489143085
2015-04-06,-0.005600156629279596
2015-04-13,-0.015962269455455314
2015-04-20,-0.1061837968015098
2015-04-27,0.06981444590821617
2015-05-04,-0.04836669565256102
2015-05-11,-0.07643820709093596
2015-05-18,-0.0016529510298788352
2015-05-25,-0.09311762564472659
2015-06-01,-0.10494510922381828
2015-06-08,-0.1415698444905047
2015-06-15,-0.0424015317405928
2015-06-22,-0.0833757192934712
2015-06-29,0.02778974210855445
2015-07-06,0.011098817090392288
2015-07-13,-0.10688777291540319
2015-07-20,0.0618284851962958
2015-07-27,-0.07872829536504256
2015-08-03,-0.13105046296766076
2015-08-10,0.19449462462242373
2015-08-17,0.18344276752424094
2015-08-24,0.09514778305952554
2015-08-31,-0.0812881646740351
2015-09-07,-0.005028756776896515
2015-09-14,0.038958647252865575
2015-09-21,0.017702834416949642
2015-09-28,0.08935836286294219
2015-10-05,-0.059982949861630885
2015-10-12,0.06937201954138139
2015-10-19,-0.006294699941223669
2015-10-26,-0.06429932613161427
2015-11-02,-0.022155988888755473
2015-11-09,-0.02894479070073075
2015-11-16,0.020381689527908975
2015-11-23,0.037529269628544526
2015-11-30,0.05949368604070138
2015-12-07,-0.004207734279031428
2015-12-14,0.0812298148352113
2015-12-21,-0.03781016394801817
2015-12-28,-0.027783191842669197
2016-01-04,-0.24124769994967377
2016-01-11,-0.42152840294453586
2016-01-18,0.7027343563811934
2016-01-25,-0.21545775525040867
2016-02-01,-0.07459252061828003
2016-02-08,-0.005985852246309875
2016-02-15,-0.16166649536042055
2016-02-22,0.11215643733029967
2016-02-29,-0.04100403472001091
2016-03-07,-0.032754587817946934
2016-03-14,-0.16165446260785643
2016-03-21,0.184129135680263
2016-03-28,0.2550269119764099
2016-04-04,-0.04232521574686565
2016-04-11,-0.1692602287282643
2016-04-18,-0.14205357439443667
2016-04-25,-0.06624803057379758
2016-05-02,-0.07110165852939332
2016-05-09,0.04087143030575646
2016-05-16,-0.1296488436771348
2016-05-23,-0.02348005354813587
2016-05-30,-0.10252254905637237
2016-06-06,0.0130954623714441
2016-06-13,-0.10920908196227153
2016-06-20,0.07249949203090367
2016-06-27,-0.02072494722680851
2016-07-04,0.027162699035402582
2016-07-11,0.042925269475832195
2016-07-18,0.09408307591083442
2016-07-25,-0.009337179577260102
2016-08-01,-0.07674677981690436
2016-08-08,0.022487004522952603
2016-08-15,-0.03599134448384511
2016-08-22,0.23907093226383402
2016-08-29,0.05822334830191522
2016-09-05,0.07286630528666294
2016-09-12,0.031285400507524486
2016-09-19,0.009880437228579453
2016-09-26,-0.11517647277339904
2016-10-03,0.13378101045574198
2016-10-10,-0.07092302843278908
2016-10-17,-0.08547858262940977
2016-10-24,-0.1280169950341019
2016-10-31,-0.001888471797984792
2016-11-07,-0.09498819055099794
2016-11-14,-0.02477914654888025
2016-11-21,-0.09252133677643926
2016-11-28,0.019540803433056197
2016-12-05,-0.1011059198540476
2016-12-12,-0.061254737819725236
2016-12-19,0.08572368272738728
2016-12-26,-0.13260722004889658
2017-01-02,-0.10177378116096847
2017-01-09,0.3415698798813498
2017-01-16,-0.21091587360937147
2017-01-23,-0.09959958222692755
2017-01-30,-0.03860406587313747
2017-02-06,-0.025591654538604125
2017-02-13,-0.14882022117470495
2017-02-20,0.07036557729012216
2017-02-27,-0.08440085669364805
2017-03-06,-0.14275584067456126
2017-03-13,-0.13429013705836024
2017-03-20,0.1298049110737356
2017-03-27,0.3183673197802044
2017-04-03,-0.06417334372498118
2017-04-10,-0.10140266131315911
2017-04-17,0.014672704079131904
2017-04-24,-0.06145096372054404
2017-05-01,-0.11436366397525433
2017-05-08,-0.07235713136921085
2017-05-15,0.0720770915641662
2017-05-22,-0.047957272757166436
2017-05-29,0.1824800965796438
2017-06-05,0.21531067564957596
2017-06-12,0.0622621006212416
2017-06-19,0.08937227899897593
2017-06-26,-0.013026023123101638
2017-07-03,0.05151200902070663
2017-07-10,0.0866967814454469
2017-07-17,-0.10476253908445088
2017-07-24,-0.032352505711314095
2017-07-31,-0.1573019659042334
2017-08-07,-0.0890346560973807
2017-08-14,-0.06849555002949437
2017-08-21,0.1399459165122785
2017-08-28,0.042531689853769095
2017-09-04,-0.05908962643339599
2017-09-11,-0.05777806014907583
2017-09-18,-0.01556124297585626
2017-09-25,-0.04727941359119825
2017-10-02,0.06403183666355439
2017-10-09,-0.22291661751676095
2017-10-16,-0.07741003674595603
2017-10-23,-0.03203680896853811
2017-10-30,-0.1216607464110755
2017-11-06,-0.05529017034308481
2017-11-13,-0.07047930243409262
2017-11-20,-0.008700681295980672
2017-11-27,0.017045726751575785
2017-12-04,0.01454783721877817
2017-12-11,-0.04524202160111379
2017-12-18,-0.024079230777214633
2017-12-25,-0.02499551574634218
2018-01-01,-0.01861299351424428
2018-01-08,-0.02040216521167615
2018-01-15,0.1817742240496445
2018-01-22,-0.368909287318842
2018-01-29,0.21651851403602151
2018-02-05,-0.15284075548510323
2018-02-12,0.012073516899318903
2018-02-19,0.01928137619537207
2018-02-26,0.006917206338355797
2018-03-05,-0.057717190046656874
2018-03-12,-0.04439354474956847
2018-03-19,0.08339063939744218
2018-03-26,0.4953399133189933
2018-04-02,0.021996351620964916
2018-04-09,-0.1624379239204874
2018-04-16,-0.18160673025986895
2018-04-23,-0.10087739914538218
2018-04-30,-0.018774202868062417
2018-05-07,-0.12657771358658998
