fecha,fold,y_true,pred_seasonal_naive,pred_arima_fourier,lo_arima_fourier,hi_arima_fourier,pred_sarimax,lo_sarimax,hi_sarimax
2025-05-12,0,6695.0,10988.0,6878.3176504690855,5289.115498333269,8944.931587120538,6918.229975319565,5325.620416425156,8987.014859052326
2025-05-19,0,7246.0,13324.0,6810.142498121613,4606.218609656877,10068.342494944765,6899.804590196042,4676.705690236018,10179.440400829919
2025-05-26,0,8275.0,11721.0,6624.881194084653,4202.392935604032,10443.491455047815,6694.010691296799,4256.23772149113,10527.697500330989
2025-06-02,0,6861.0,7513.0,6422.376856117905,3961.745424896828,10410.915430268993,6459.053290957267,3992.740339644802,10448.424592716368
2025-06-09,1,6840.0,5098.0,6242.978951003886,4801.858468779223,8116.514474768454,6251.662891870736,4813.2647407082895,8119.823291829484
2025-06-16,1,5974.0,3464.0,5923.873043327103,4021.746703977676,8725.405901926004,5925.433277504217,4017.985891848836,8738.172601711241
2025-06-23,1,5898.0,3047.0,5723.088809977529,3649.1669768723095,8975.354482442122,5827.050476000955,3706.181160187992,9161.263963677602
2025-06-30,1,5132.0,2820.0,5574.440435033364,3455.208222660164,8993.115528340248,5735.275270364062,3545.3200633500824,9277.591156351025
2025-07-07,2,3977.0,2622.0,4972.101174294313,3829.9219685587423,6454.818075321427,4932.269423509135,3798.982731665462,6403.541526498893
2025-07-14,2,3829.0,2883.0,5015.162619468513,3407.700416905121,7380.665839615961,5006.971588299801,3400.545225431677,7372.054822763748
2025-07-21,2,4231.0,3804.0,5121.818096378689,3267.7101854987577,8027.630181106322,5107.82942754038,3258.516248993329,8006.365549339827
2025-07-28,2,5268.0,5565.0,5246.462536839643,3254.528474058922,8457.185297702044,5266.97519728212,3269.599085930703,8484.161877088467
2025-08-04,3,5613.0,6183.0,5744.903408576888,4425.805081911998,7457.0663412529775,5664.830150549037,4362.876001182663,7355.219857340264
2025-08-11,3,5955.0,5923.0,5926.084596087188,4020.698422835976,8734.197947637562,5892.301706324493,3998.2079328154828,8683.470921549757
2025-08-18,3,6412.0,6418.0,6008.101422886945,3824.1330488678013,9439.011484366507,5945.256925209349,3786.5700360828682,9334.265376945374
2025-08-25,3,6582.0,6766.0,6087.413603044375,3767.009637464751,9836.761515566865,6036.75142806149,3739.7110169825137,9744.324389282801
2025-09-01,4,6358.0,6446.0,6635.0562471446065,5111.657792655804,8612.375723782116,6634.430416997993,5114.900431438412,8605.292755084518
2025-09-08,4,6192.0,6703.0,6684.4982846063585,4540.735516387204,9840.147101632332,6691.961519653244,4546.841796049097,9848.888345385061
2025-09-15,4,6505.0,7292.0,6756.866602215776,4310.168448659306,10592.128419174978,6702.612271172733,4275.48770604108,10507.253635041778
2025-09-22,4,7075.0,7770.0,6839.820755489722,4244.224605526124,11022.404638666767,6827.8080196952615,4237.072594354617,11002.261018221338
2025-09-29,5,6672.0,7335.0,7251.629852725695,5592.77814198437,9402.419021189151,7256.612972616659,5598.990863517979,9404.898570913714
2025-10-06,5,6283.0,6558.0,7229.017193365667,4914.207693563012,10633.982665090716,7241.89225892616,4927.0664599099655,10644.044806350059
2025-10-13,5,6649.0,6901.0,7099.0464163547085,4529.055460617475,11127.04457972796,7074.815647925822,4520.447216941954,11072.261431832985
2025-10-20,5,6670.0,7612.0,6893.788419235017,4276.345213119877,11112.928144074956,6894.050511690396,4286.026488602186,11088.672920183726
2025-10-27,6,6810.0,7371.0,6522.673580807459,5033.699846292905,8451.99983876125,6545.637000610606,5052.977835163724,8479.143248664532
2025-11-03,6,7004.0,7520.0,6250.72959916331,4254.052054287139,9184.345439352684,6274.979241829313,4273.896948856222,9212.769575056293
2025-11-10,6,7037.0,7348.0,5891.062764174411,3765.3692013432233,9216.47225539904,5888.61948723398,3768.611089368226,9200.908865940804
