fecha,semana,prediccion,ic_inferior,ic_superior
2026-05-11,18,5367.470964392389,4126.203399135434,6982.053101177775
2026-05-18,19,5722.772615003904,3885.1407037232475,8429.362008478054
2026-05-25,20,5960.558912113769,3805.0427912670616,9336.831078554822
2026-06-01,21,6110.952389151673,3796.875597146579,9835.015175253011
