EstablecimientoCodigo,RegionCodigo,ComunaCodigo,ServicioSaludCodigo,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,NumTotal,Causa
118814,8,8103,18,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2020,22,35,0,"COVID-19, virus identificado (U07.1)"
200077,8,8106,18,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2026,18,35,0,"COVID-19, virus identificado (U07.1)"
102803,1,1401,2,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2019,45,7,3,Bronquitis/Bronquiolitis aguda (J20-J21)
101100,15,15101,1,Hospital ,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2016,24,6,29,Neumonía (J12-J18)
107108,5,5107,7,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2016,33,6,18,Neumonía (J12-J18)
115109,6,6305,15,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2025,10,6,2,Neumonía (J12-J18)
109890,13,13127,9,Servicio de Atención Primaria de Urgencia (SAPU),Otra Institución,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2024,22,34,0,"COVID-19, virus no identificado (U07.2)"
116831,7,7101,16,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2022,10,4,267,IRA alta (J00-J06)
133155,10,10202,33,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Mediana Complejidad,2019,33,8,20,Crisis obstructiva bronquial (J40-J46)
200145,6,6301,15,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2024,21,35,0,"COVID-19, virus identificado (U07.1)"
117101,16,16101,17,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2020,45,7,6,Bronquitis/Bronquiolitis aguda (J20-J21)
116105,7,7101,16,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2018,36,5,13,Influenza (J09-J11)
200154,9,9101,21,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2023,45,6,0,Neumonía (J12-J18)
125104,11,11202,25,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2015,52,9,0,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
109102,13,13127,9,Hospital,Servicio de Salud,TERCIARIO,URGENCIA ESPECIALIZADA,Alta Complejidad,2025,40,9,0,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
117828,16,16103,17,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2025,50,8,0,Crisis obstructiva bronquial (J40-J46)
111809,13,13119,11,Servicio de Atención Primaria de Urgencia (SAPU),Servicio de Salud,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2021,23,34,0,"COVID-19, virus no identificado (U07.2)"
200782,7,7402,16,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2021,22,4,21,IRA alta (J00-J06)
105826,4,4101,5,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2025,46,4,92,IRA alta (J00-J06)
200121,13,13117,10,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2017,8,8,2,Crisis obstructiva bronquial (J40-J46)
114805,13,13110,14,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2025,43,8,15,Crisis obstructiva bronquial (J40-J46)
114801,13,13201,14,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2023,2,7,15,Bronquitis/Bronquiolitis aguda (J20-J21)
201085,5,5801,7,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2026,17,7,28,Bronquitis/Bronquiolitis aguda (J20-J21)
200110,5,5109,7,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2022,11,5,0,Influenza (J09-J11)
102803,1,1401,2,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2024,21,5,1,Influenza (J09-J11)
109100,13,13108,9,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2017,36,6,55,Neumonía (J12-J18)
110150,13,13501,10,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2022,16,35,0,"COVID-19, virus identificado (U07.1)"
103101,2,2201,3,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2023,10,35,0,"COVID-19, virus identificado (U07.1)"
109811,13,13302,9,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2022,49,34,0,"COVID-19, virus no identificado (U07.2)"
119803,8,8110,19,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2019,35,7,50,Bronquitis/Bronquiolitis aguda (J20-J21)
104101,3,3201,4,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2020,42,7,0,Bronquitis/Bronquiolitis aguda (J20-J21)
200132,13,13504,10,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2025,28,5,8,Influenza (J09-J11)
128112,8,8204,28,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2023,38,9,1,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
113832,13,13401,13,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2026,18,9,2,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
109805,13,13107,9,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2024,41,4,171,IRA alta (J00-J06)
113190,13,13401,13,Hospital,Delegados ,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2014,39,7,4,Bronquitis/Bronquiolitis aguda (J20-J21)
201045,5,5301,8,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2024,3,7,9,Bronquitis/Bronquiolitis aguda (J20-J21)
114805,13,13110,14,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2022,22,5,0,Influenza (J09-J11)
114821,13,13201,14,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2025,10,6,2,Neumonía (J12-J18)
133160,10,10210,33,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2025,27,9,0,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
200105,4,4101,5,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2020,18,35,0,"COVID-19, virus identificado (U07.1)"
107108,5,5107,7,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2022,34,35,0,"COVID-19, virus identificado (U07.1)"
116823,7,7401,16,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2025,20,4,110,IRA alta (J00-J06)
200849,15,15201,1,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2025,3,8,0,Crisis obstructiva bronquial (J40-J46)
106103,5,5601,6,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2022,27,7,17,Bronquitis/Bronquiolitis aguda (J20-J21)
119809,8,8112,19,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2017,1,5,0,Influenza (J09-J11)
105103,4,4201,5,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Mediana Complejidad,2016,43,9,3,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
201043,7,7302,16,Servicio de Urgencia Rural (SUR),Servicio de Salud,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2022,19,9,0,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
116100,7,7301,16,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2025,53,9,8,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
200858,6,6202,15,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2020,9,35,0,"COVID-19, virus identificado (U07.1)"
200129,13,13117,10,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2023,46,35,0,"COVID-19, virus identificado (U07.1)"
114809,13,13112,14,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2020,52,34,0,"COVID-19, virus no identificado (U07.2)"
113190,13,13401,13,Hospital,Delegados ,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2023,3,8,3,Crisis obstructiva bronquial (J40-J46)
200154,9,9101,21,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2025,16,8,3,Crisis obstructiva bronquial (J40-J46)
200754,1,1404,2,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2020,36,5,0,Influenza (J09-J11)
126100,12,12101,26,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2025,35,6,24,Neumonía (J12-J18)
126704,12,12201,26,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2018,47,9,1,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
200759,7,7308,16,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2021,45,35,0,"COVID-19, virus identificado (U07.1)"
200781,7,7406,16,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2023,33,35,0,"COVID-19, virus identificado (U07.1)"
124805,10,10101,24,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2025,40,35,0,"COVID-19, virus identificado (U07.1)"
103103,2,2104,3,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2020,46,9,0,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
200106,5,5601,6,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2022,37,8,3,Crisis obstructiva bronquial (J40-J46)
121806,9,9101,21,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2022,46,8,6,Crisis obstructiva bronquial (J40-J46)
200854,6,6104,15,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2020,10,7,0,Bronquitis/Bronquiolitis aguda (J20-J21)
200098,2,2101,3,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2024,46,7,36,Bronquitis/Bronquiolitis aguda (J20-J21)
