EstablecimientoCodigo,EstablecimientoGlosa,RegionCodigo,RegionGlosa,ComunaCodigo,ComunaGlosa,ServicioSaludCodigo,ServicioSaludGlosa,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,Latitud,Longitud,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,Causa,NumTotal,NumMenor1Anio,Num1a4Anios,Num5a14Anios,Num15a64Anios,Num65oMas
,,,,,,,,,,,,,,,2025,43,7,Bronquitis/bronquiolitis aguda (J20-J21),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,39,8,Crisis obstructiva bronquial (J40-J46),3,0,0,1,2,0
,,,,,,,,,,,,,,,2025,4,7,Bronquitis/bronquiolitis aguda (J20-J21),17,1,5,3,7,1
,,,,,,,,,,,,,,,2024,24,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,24,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,5,8,Crisis obstructiva bronquial (J40-J46),1,0,0,0,0,1
,,,,,,,,,,,,,,,2024,32,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,24,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",15,0,4,1,3,7
,,,,,,,,,,,,,,,2025,38,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,6,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,36,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,45,8,Crisis obstructiva bronquial (J40-J46),8,0,0,2,4,2
,,,,,,,,,,,,,,,2025,1,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,39,4,IRA Alta (J00-J06),4,0,1,0,3,0
,,,,,,,,,,,,,,,2025,8,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),95,4,11,15,46,19
,,,,,,,,,,,,,,,2026,8,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,9,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,16,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2023,35,6,Neumonía (J12-J18),14,0,1,1,3,9
,,,,,,,,,,,,,,,2024,40,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,32,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",1,0,0,1,0,0
,,,,,,,,,,,,,,,2025,47,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,20,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),400,4,37,135,197,27
,,,,,,,,,,,,,,,2025,4,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),69,3,6,11,37,12
,,,,,,,,,,,,,,,2021,46,4,IRA Alta (J00-J06),153,6,43,26,76,2
,,,,,,,,,,,,,,,2026,6,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,8,8,Crisis obstructiva bronquial (J40-J46),7,1,0,0,5,1
,,,,,,,,,,,,,,,2025,42,6,Neumonía (J12-J18),7,0,0,2,2,3
,,,,,,,,,,,,,,,2025,10,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,50,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,14,4,IRA Alta (J00-J06),185,6,29,35,102,13
,,,,,,,,,,,,,,,2025,38,8,Crisis obstructiva bronquial (J40-J46),3,0,0,0,2,1
,,,,,,,,,,,,,,,2026,12,5,Influenza (J09-J11),2,0,0,0,2,0
,,,,,,,,,,,,,,,2023,16,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,11,2,0,4,5,0
,,,,,,,,,,,,,,,2026,5,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,51,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,42,7,Bronquitis/bronquiolitis aguda (J20-J21),45,3,5,8,17,12
,,,,,,,,,,,,,,,2026,12,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,37,7,Bronquitis/bronquiolitis aguda (J20-J21),26,0,6,2,16,2
,,,,,,,,,,,,,,,2023,1,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,15,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,6,8,Crisis obstructiva bronquial (J40-J46),2,0,0,0,2,0
,,,,,,,,,,,,,,,2026,10,8,Crisis obstructiva bronquial (J40-J46),5,0,0,1,3,1
,,,,,,,,,,,,,,,2024,11,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,22,4,IRA Alta (J00-J06),53,1,3,20,24,5
,,,,,,,,,,,,,,,2026,14,8,Crisis obstructiva bronquial (J40-J46),3,0,0,1,2,0
,,,,,,,,,,,,,,,2025,9,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,50,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,45,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,16,6,Neumonía (J12-J18),1,0,0,0,0,1
,,,,,,,,,,,,,,,2026,16,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,2,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2023,28,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,52,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,46,5,Influenza (J09-J11),1,0,0,0,1,0
,,,,,,,,,,,,,,,2022,50,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,40,4,IRA Alta (J00-J06),59,2,9,18,24,6
,,,,,,,,,,,,,,,2026,8,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,10,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,7,6,Neumonía (J12-J18),1,0,0,0,1,0
,,,,,,,,,,,,,,,2024,49,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),121,3,10,33,70,5
,,,,,,,,,,,,,,,2025,35,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",13,1,0,1,3,8
,,,,,,,,,,,,,,,2025,45,8,Crisis obstructiva bronquial (J40-J46),2,0,0,1,0,1
,,,,,,,,,,,,,,,2024,1,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,12,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,8,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),55,1,6,10,31,7
,,,,,,,,,,,,,,,2025,50,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,9,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,2,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,20,4,IRA Alta (J00-J06),109,4,5,43,54,3
,,,,,,,,,,,,,,,2023,43,7,Bronquitis/bronquiolitis aguda (J20-J21),72,4,6,16,40,6
,,,,,,,,,,,,,,,2026,10,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,46,7,Bronquitis/bronquiolitis aguda (J20-J21),5,0,1,1,3,0
,,,,,,,,,,,,,,,2025,45,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,37,8,Crisis obstructiva bronquial (J40-J46),3,0,0,0,1,2
,,,,,,,,,,,,,,,2025,25,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2023,34,5,Influenza (J09-J11),1,0,0,0,1,0
,,,,,,,,,,,,,,,2025,10,4,IRA Alta (J00-J06),98,3,10,25,51,9
,,,,,,,,,,,,,,,2026,5,7,Bronquitis/bronquiolitis aguda (J20-J21),3,0,0,1,2,0
,,,,,,,,,,,,,,,2025,40,5,Influenza (J09-J11),3,0,1,1,1,0
,,,,,,,,,,,,,,,2024,48,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,11,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,27,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",1,0,1,0,0,0
,,,,,,,,,,,,,,,2025,48,4,IRA Alta (J00-J06),170,7,21,44,82,16
,,,,,,,,,,,,,,,2025,2,4,IRA Alta (J00-J06),18,1,0,2,15,0
,,,,,,,,,,,,,,,2025,27,7,Bronquitis/bronquiolitis aguda (J20-J21),48,2,6,9,26,5
,,,,,,,,,,,,,,,2024,50,8,Crisis obstructiva bronquial (J40-J46),3,0,0,0,1,2
,,,,,,,,,,,,,,,2022,1,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,12,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2021,39,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2021,37,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),48,3,11,11,19,4
,,,,,,,,,,,,,,,2025,20,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),52,1,2,14,32,3
,,,,,,,,,,,,,,,2026,5,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,16,7,Bronquitis/bronquiolitis aguda (J20-J21),1,0,1,0,0,0
,,,,,,,,,,,,,,,2025,49,8,Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,2,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",2,0,0,0,1,1
,,,,,,,,,,,,,,,2022,39,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,10,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,23,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,1,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,4,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,7,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),13,1,0,0,8,4
,,,,,,,,,,,,,,,2025,26,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2023,46,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,11,7,Bronquitis/bronquiolitis aguda (J20-J21),2,0,0,0,1,1
,,,,,,,,,,,,,,,2025,45,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,2,4,IRA Alta (J00-J06),15,0,3,3,7,2
,,,,,,,,,,,,,,,2025,50,7,Bronquitis/bronquiolitis aguda (J20-J21),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,30,7,Bronquitis/bronquiolitis aguda (J20-J21),13,0,3,4,2,4
,,,,,,,,,,,,,,,2025,35,7,Bronquitis/bronquiolitis aguda (J20-J21),70,3,10,13,31,13
,,,,,,,,,,,,,,,2025,7,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,21,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,27,7,Bronquitis/bronquiolitis aguda (J20-J21),32,0,5,4,17,6
,,,,,,,,,,,,,,,2021,12,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",1,0,0,1,0,0
,,,,,,,,,,,,,,,2026,17,5,Influenza (J09-J11),1,0,0,1,0,0
,,,,,,,,,,,,,,,2026,11,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2023,10,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2021,50,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",1,0,0,0,1,0
,,,,,,,,,,,,,,,2023,48,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2021,39,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,29,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,11,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",1,0,0,0,1,0
,,,,,,,,,,,,,,,2025,32,6,Neumonía (J12-J18),14,0,1,1,5,7
,,,,,,,,,,,,,,,2024,8,7,Bronquitis/bronquiolitis aguda (J20-J21),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,5,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",1,0,0,1,0,0
,,,,,,,,,,,,,,,2025,17,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,4,4,IRA Alta (J00-J06),48,1,6,6,31,4
,,,,,,,,,,,,,,,2023,51,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",1,0,0,1,0,0
,,,,,,,,,,,,,,,2026,2,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,51,8,Crisis obstructiva bronquial (J40-J46),3,0,0,0,1,2
,,,,,,,,,,,,,,,2023,36,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,18,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),302,4,30,88,144,36
,,,,,,,,,,,,,,,2024,26,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,16,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,52,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,9,4,IRA Alta (J00-J06),67,2,4,7,48,6
,,,,,,,,,,,,,,,2025,24,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2023,17,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,11,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,16,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,36,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,20,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,51,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,1,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,49,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,16,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,21,7,Bronquitis/bronquiolitis aguda (J20-J21),99,2,8,18,53,18
,,,,,,,,,,,,,,,2024,43,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,2,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",1,0,0,0,1,0
,,,,,,,,,,,,,,,2025,7,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,43,8,Crisis obstructiva bronquial (J40-J46),5,0,0,1,2,2
,,,,,,,,,,,,,,,2026,12,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,42,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,46,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),55,1,0,23,25,6
,,,,,,,,,,,,,,,2026,9,4,IRA Alta (J00-J06),19,1,1,2,11,4
,,,,,,,,,,,,,,,2025,49,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),181,6,29,48,82,16
,,,,,,,,,,,,,,,2025,5,7,Bronquitis/bronquiolitis aguda (J20-J21),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,28,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,12,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,17,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,30,5,Influenza (J09-J11),2,0,0,0,2,0
,,,,,,,,,,,,,,,2026,12,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,18,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,10,6,Neumonía (J12-J18),3,0,0,0,1,2
,,,,,,,,,,,,,,,2025,39,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,43,4,IRA Alta (J00-J06),26,2,2,8,14,0
,,,,,,,,,,,,,,,2024,13,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,39,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,24,5,Influenza (J09-J11),4,0,0,1,3,0
,,,,,,,,,,,,,,,2025,25,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2023,27,5,Influenza (J09-J11),1,0,0,0,1,0
,,,,,,,,,,,,,,,2026,18,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,20,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,1,7,Bronquitis/bronquiolitis aguda (J20-J21),8,0,2,0,6,0
,,,,,,,,,,,,,,,2025,31,8,Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,5,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,11,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,34,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,48,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,20,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,53,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,13,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,3,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2021,30,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),72,2,11,10,43,6
,,,,,,,,,,,,,,,2026,12,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,6,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,43,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),65,3,8,20,31,3
,,,,,,,,,,,,,,,2025,53,7,Bronquitis/bronquiolitis aguda (J20-J21),1,0,0,0,0,1
,,,,,,,,,,,,,,,2025,33,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,44,8,Crisis obstructiva bronquial (J40-J46),15,0,0,5,8,2
,,,,,,,,,,,,,,,2025,20,7,Bronquitis/bronquiolitis aguda (J20-J21),32,1,4,7,19,1
,,,,,,,,,,,,,,,2026,16,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",1,0,0,1,0,0
,,,,,,,,,,,,,,,2024,17,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2021,15,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,1,5,Influenza (J09-J11),1,0,0,0,1,0
,,,,,,,,,,,,,,,2025,26,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,47,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,9,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,53,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,13,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,22,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,53,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2021,32,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,9,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,1,7,Bronquitis/bronquiolitis aguda (J20-J21),27,2,2,8,14,1
,,,,,,,,,,,,,,,2025,34,7,Bronquitis/bronquiolitis aguda (J20-J21),39,1,2,15,19,2
,,,,,,,,,,,,,,,2026,4,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,14,8,Crisis obstructiva bronquial (J40-J46),2,0,0,0,2,0
,,,,,,,,,,,,,,,2021,19,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",4,1,1,0,1,1
,,,,,,,,,,,,,,,2026,3,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,9,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,47,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",6,0,0,2,3,1
,,,,,,,,,,,,,,,2025,36,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,44,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,16,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,11,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,14,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),20,2,2,4,9,3
,,,,,,,,,,,,,,,2026,14,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,6,8,Crisis obstructiva bronquial (J40-J46),1,0,1,0,0,0
,,,,,,,,,,,,,,,2026,14,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,24,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2021,33,7,Bronquitis/bronquiolitis aguda (J20-J21),7,0,1,1,5,0
,,,,,,,,,,,,,,,2023,28,6,Neumonía (J12-J18),5,0,0,0,2,3
,,,,,,,,,,,,,,,2026,9,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,14,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2023,52,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,11,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,14,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,15,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),198,4,31,56,80,27
,,,,,,,,,,,,,,,2023,43,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,32,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,39,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,30,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),14,1,2,3,8,0
,,,,,,,,,,,,,,,2025,49,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2023,5,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,20,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",1,0,0,0,0,1
,,,,,,,,,,,,,,,2026,17,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,1,6,Neumonía (J12-J18),10,0,3,0,5,2
