EstablecimientoCodigo,Cluster,Volumen_Total,Promedio_Semanal,Max_Semanal,Semanas_Con_Datos,RegionCodigo,ServicioSaludCodigo,NivelAtencion,NivelComplejidad,RegionNombre
119809,0,140100.0,214.54823889739663,568.0,653,8,19,1,1.0,Biobío
119802,0,138802.0,212.5604900459418,565.0,653,8,19,1,1.0,Biobío
114808,0,138418.0,211.97243491577336,619.0,653,13,14,1,1.0,Metropolitana
119804,0,137739.0,210.93261868300152,567.0,653,8,19,1,1.0,Biobío
110160,0,137497.0,210.56202143950995,1176.0,653,13,10,1,1.0,Metropolitana
118813,0,137076.0,209.91730474732006,515.0,653,8,18,1,1.0,Biobío
122201,0,137015.0,209.8238897396631,626.0,653,14,22,1,1.0,Los Ríos
116100,0,136861.0,209.58805513016844,543.0,653,7,16,3,3.0,Maule
200141,0,136747.0,209.4134762633997,576.0,653,13,11,1,1.0,Metropolitana
107805,0,136685.0,209.31852986217459,591.0,586,5,7,1,1.0,Valparaíso
107800,0,135789.0,207.94640122511484,793.0,583,5,7,1,1.0,Valparaíso
117811,0,135523.0,207.53905053598774,734.0,653,16,17,1,1.0,Ñuble
109802,0,135041.0,206.80091883614088,610.0,653,13,9,1,1.0,Metropolitana
200011,0,134366.0,205.76722817764164,669.0,653,13,13,1,1.0,Metropolitana
107101,0,134252.0,205.5926493108729,651.0,653,5,7,3,3.0,Valparaíso
103802,0,134001.0,205.20826952526798,509.0,651,2,3,1,1.0,Antofagasta
200107,0,133992.0,205.19448698315466,497.0,652,5,6,1,1.0,Valparaíso
113814,0,133878.0,205.01990811638592,648.0,653,13,13,1,1.0,Metropolitana
200086,0,131825.0,201.8759571209801,576.0,598,8,19,1,1.0,Biobío
200175,0,131805.0,201.84532924961715,595.0,616,9,29,1,1.0,Araucanía
104100,0,131014.0,200.63399693721286,735.0,653,3,4,3,3.0,Atacama
116805,0,130978.0,200.57886676875958,575.0,653,7,16,1,1.0,Maule
113820,0,130872.0,200.416539050536,621.0,653,13,13,1,1.0,Metropolitana
200131,0,130301.0,199.54211332312406,565.0,652,13,10,1,1.0,Metropolitana
112806,0,129626.0,198.50842266462482,646.0,653,13,12,1,1.0,Metropolitana
200458,0,129241.0,197.9188361408882,945.0,421,14,22,1,1.0,Los Ríos
113831,0,127762.0,195.65390505359878,524.0,653,13,13,1,1.0,Metropolitana
113832,0,127747.0,195.63093415007657,578.0,653,13,13,1,1.0,Metropolitana
200094,0,125481.0,192.16079632465545,454.0,653,15,1,1,1.0,Arica y Parinacota
113822,0,125277.0,191.84839203675344,512.0,653,13,13,1,1.0,Metropolitana
115850,0,125061.0,191.51761102603368,591.0,651,6,15,1,1.0,O'Higgins
200103,0,124235.0,190.25267993874425,582.0,653,3,4,1,1.0,Atacama
113808,0,124184.0,190.17457886676877,548.0,653,13,13,1,1.0,Metropolitana
107102,0,123434.0,189.0260336906585,597.0,650,5,7,3,3.0,Valparaíso
107828,0,122247.0,187.20826952526798,673.0,586,5,7,1,1.0,Valparaíso
105822,0,121771.0,186.47932618683,577.0,651,4,5,1,1.0,Coquimbo
200102,0,120967.0,185.24808575803982,756.0,573,3,4,1,1.0,Atacama
102100,0,119354.0,182.77794793261867,507.0,653,1,2,3,3.0,Tarapacá
105100,0,118677.0,181.74119448698315,561.0,651,4,5,3,3.0,Coquimbo
200580,0,118179.0,180.97856049004594,937.0,370,8,18,1,1.0,Biobío
200137,0,117762.0,180.33996937212865,547.0,653,13,10,1,1.0,Metropolitana
200348,0,116575.0,178.52220520673814,760.0,466,2,3,1,1.0,Antofagasta
115800,0,114698.0,175.64777947932618,570.0,653,6,15,1,1.0,O'Higgins
200178,1,127125.0,194.67840735068913,710.0,651,8,20,1,1.0,Biobío
200139,1,124800.0,191.11791730474732,684.0,653,13,10,1,1.0,Metropolitana
111800,1,122577.0,187.7136294027565,616.0,653,13,11,1,1.0,Metropolitana
115110,1,120913.0,185.16539050535988,659.0,653,6,15,3,2.0,O'Higgins
129103,1,120493.0,184.52220520673814,4460.0,653,9,29,1,1.0,Araucanía
200128,1,120044.0,183.83460949464012,665.0,653,13,10,1,1.0,Metropolitana
114814,1,119857.0,183.54823889739663,619.0,653,13,14,1,1.0,Metropolitana
200127,1,119853.0,183.54211332312406,629.0,653,13,10,1,1.0,Metropolitana
124805,1,119774.0,183.42113323124042,536.0,651,10,24,1,1.0,Los Lagos
112814,1,119708.0,183.32006125574273,533.0,652,13,12,1,1.0,Metropolitana
200179,1,119385.0,182.82542113323123,534.0,623,8,20,1,1.0,Biobío
116832,1,118755.0,181.8606431852986,762.0,652,7,16,1,1.0,Maule
116823,1,118617.0,181.64931087289435,552.0,649,7,16,1,1.0,Maule
118809,1,118296.0,181.15773353751914,485.0,653,8,18,1,1.0,Biobío
200097,1,117656.0,180.17764165390506,1021.0,653,2,3,1,1.0,Antofagasta
200010,1,117207.0,179.49004594180704,472.0,653,13,13,1,1.0,Metropolitana
116807,1,116818.0,178.89433384379785,467.0,653,7,16,1,1.0,Maule
200077,1,116620.0,178.59111791730476,573.0,615,8,18,1,1.0,Biobío
113818,1,115417.0,176.7488514548239,531.0,653,13,13,1,1.0,Metropolitana
109804,1,114646.0,175.56814701378255,577.0,620,13,9,1,1.0,Metropolitana
200106,1,114612.0,175.51607963246553,435.0,653,5,6,1,1.0,Valparaíso
108101,1,114526.0,175.3843797856049,576.0,653,5,8,3,3.0,Valparaíso
124806,1,114426.0,175.2312404287902,459.0,652,10,24,1,1.0,Los Lagos
106811,1,114217.0,174.9111791730475,474.0,652,5,6,1,1.0,Valparaíso
105802,1,113983.0,174.55283307810106,503.0,653,4,5,1,1.0,Coquimbo
107808,1,113135.0,173.2542113323124,709.0,587,5,7,1,1.0,Valparaíso
200176,1,112960.0,172.98621745788668,527.0,628,10,33,1,1.0,Los Lagos
105823,1,111850.0,171.2863705972435,541.0,624,4,5,1,1.0,Coquimbo
119808,1,111837.0,171.26646248085757,715.0,391,8,19,1,1.0,Biobío
113806,1,111496.0,170.74425727411946,492.0,653,13,13,1,1.0,Metropolitana
200167,1,111475.0,170.71209800918837,660.0,653,10,24,1,1.0,Los Lagos
110140,1,111227.0,170.3323124042879,544.0,653,13,10,3,2.0,Metropolitana
200142,1,110270.0,168.86676875957122,517.0,638,13,12,1,1.0,Metropolitana
122104,1,109948.0,168.37366003062786,520.0,653,14,22,1,1.0,Los Ríos
200177,1,109665.0,167.94027565084227,1310.0,623,8,20,1,1.0,Biobío
108100,1,109427.0,167.57580398162327,533.0,653,5,8,3,3.0,Valparaíso
128111,1,109252.0,167.30781010719755,640.0,653,8,28,1,1.0,Biobío
113807,1,109028.0,166.96477794793262,521.0,653,13,13,1,1.0,Metropolitana
119803,1,108723.0,166.49770290964778,451.0,652,8,19,1,1.0,Biobío
112813,1,108718.0,166.49004594180704,503.0,653,13,12,1,1.0,Metropolitana
114802,1,108648.0,166.38284839203675,460.0,652,13,14,1,1.0,Metropolitana
200173,1,108362.0,165.9448698315467,529.0,653,8,28,1,1.0,Biobío
200148,1,108253.0,165.77794793261867,425.0,648,7,16,1,1.0,Maule
103801,1,108246.0,165.76722817764164,399.0,647,2,3,1,1.0,Antofagasta
122200,1,108206.0,165.70597243491576,516.0,650,14,22,1,1.0,Los Ríos
129106,1,107362.0,164.4134762633997,655.0,549,9,29,3,3.0,Araucanía
105819,1,107156.0,164.0980091883614,637.0,649,4,5,1,1.0,Coquimbo
200113,1,106637.0,163.3032159264931,557.0,586,5,7,1,1.0,Valparaíso
200101,1,105879.0,162.14241960183767,553.0,653,3,4,1,1.0,Atacama
128110,1,105688.0,161.84992343032158,515.0,653,8,28,1,1.0,Biobío
114824,1,105444.0,161.47626339969372,538.0,653,13,14,1,1.0,Metropolitana
105804,1,105120.0,160.98009188361408,576.0,646,4,5,1,1.0,Coquimbo
122810,1,104090.0,159.40275650842267,493.0,653,14,22,1,1.0,Los Ríos
117103,1,102805.0,157.43491577335377,533.0,653,16,17,1,1.0,Ñuble
200129,1,102797.0,157.4226646248086,483.0,652,13,10,1,1.0,Metropolitana
106827,1,102792.0,157.41500765696784,425.0,653,5,6,1,1.0,Valparaíso
107108,1,102129.0,156.39969372128638,534.0,652,5,7,1,1.0,Valparaíso
106103,1,102087.0,156.3353751914242,799.0,653,5,6,3,3.0,Valparaíso
121121,1,101485.0,155.4134762633997,858.0,647,9,21,3,2.0,Araucanía
119805,1,100960.0,154.6094946401225,510.0,653,8,19,1,1.0,Biobío
126800,1,100825.0,154.40275650842267,489.0,652,12,26,1,1.0,Magallanes
200955,1,100339.0,153.6584992343032,918.0,382,13,9,1,1.0,Metropolitana
200136,1,100217.0,153.4716692189893,452.0,653,13,10,1,1.0,Metropolitana
113150,1,99914.0,153.00765696784075,681.0,653,13,13,3,2.0,Metropolitana
129104,1,99630.0,152.57274119448698,453.0,652,9,29,3,2.0,Araucanía
105803,1,99612.0,152.54517611026034,531.0,652,4,5,1,1.0,Coquimbo
200105,1,99168.0,151.86523736600307,507.0,651,4,5,1,1.0,Coquimbo
128113,1,98465.0,150.7886676875957,509.0,653,8,28,1,1.0,Biobío
200100,1,98157.0,150.31699846860644,482.0,653,3,4,1,1.0,Atacama
116109,1,97978.0,150.04287901990813,540.0,653,7,16,3,2.0,Maule
114831,1,97667.0,149.5666156202144,496.0,652,13,14,1,1.0,Metropolitana
200051,1,97323.0,149.0398162327718,460.0,649,13,14,1,1.0,Metropolitana
105817,1,96671.0,148.04134762633996,523.0,651,4,5,1,1.0,Coquimbo
114828,1,96332.0,147.52220520673814,474.0,644,13,14,1,1.0,Metropolitana
200174,1,96171.0,147.27565084226646,477.0,653,9,29,1,1.0,Araucanía
108811,1,96126.0,147.20673813169984,411.0,652,5,8,1,1.0,Valparaíso
115101,1,96095.0,147.15926493108728,509.0,653,6,15,1,1.0,O'Higgins
104103,1,95947.0,146.93261868300152,455.0,653,3,4,3,2.0,Atacama
122106,1,95480.0,146.21745788667687,457.0,653,14,22,1,1.0,Los Ríos
102802,1,95155.0,145.71975497702908,346.0,653,1,2,1,1.0,Tarapacá
122802,1,94998.0,145.47932618683,416.0,652,14,22,1,1.0,Los Ríos
105102,1,94658.0,144.95865237366004,528.0,653,4,5,3,3.0,Coquimbo
200159,1,94066.0,144.052067381317,476.0,650,9,21,1,1.0,Araucanía
116108,1,94036.0,144.0061255742726,496.0,653,7,16,3,3.0,Maule
113826,1,93599.0,143.33690658499233,466.0,653,13,13,1,1.0,Metropolitana
200140,1,93588.0,143.32006125574273,432.0,652,13,10,1,1.0,Metropolitana
110891,1,93400.0,143.0321592649311,549.0,628,13,10,1,1.0,Metropolitana
200166,1,93197.0,142.72128637059726,418.0,651,14,22,1,1.0,Los Ríos
200743,1,92905.0,142.27411944869831,379.0,652,13,9,1,1.0,Metropolitana
200581,1,92295.0,141.33996937212865,956.0,370,8,18,1,1.0,Biobío
200098,1,91385.0,139.94640122511484,344.0,650,2,3,1,1.0,Antofagasta
200952,1,91326.0,139.85604900459418,486.0,583,3,4,1,1.0,Atacama
200134,1,91281.0,139.78713629402756,377.0,653,13,10,1,1.0,Metropolitana
200108,1,91102.0,139.51301684532925,351.0,653,5,6,1,1.0,Valparaíso
102803,1,90770.0,139.00459418070443,469.0,650,1,2,1,1.0,Tarapacá
106804,1,90592.0,138.73200612557426,350.0,653,5,6,1,1.0,Valparaíso
115803,1,90301.0,138.2863705972435,399.0,653,6,15,1,1.0,O'Higgins
200268,1,90064.0,137.92343032159266,566.0,529,5,6,1,1.0,Valparaíso
125101,1,89654.0,137.29555895865238,532.0,652,11,25,3,2.0,Aysén
200144,1,89490.0,137.04441041347627,401.0,630,13,14,1,1.0,Metropolitana
200120,1,89258.0,136.68912710566616,476.0,651,13,10,1,1.0,Metropolitana
200121,1,88519.0,135.55742725880552,415.0,652,13,10,1,1.0,Metropolitana
200151,1,88402.0,135.37825421133232,490.0,653,8,19,1,1.0,Biobío
120103,1,88293.0,135.2113323124043,540.0,651,8,20,1,1.0,Biobío
109821,1,87903.0,134.61408882082696,437.0,643,13,9,1,1.0,Metropolitana
201036,1,87512.0,134.01531393568146,708.0,276,1,2,1,1.0,Tarapacá
115805,1,87320.0,133.72128637059726,486.0,653,6,15,1,1.0,O'Higgins
103101,1,86006.0,131.70903522205208,446.0,653,2,3,3,3.0,Antofagasta
119102,1,85961.0,131.64012251148546,377.0,652,8,19,3,2.0,Biobío
200104,1,85899.0,131.54517611026034,419.0,653,3,4,1,1.0,Atacama
106800,1,85891.0,131.53292496171517,398.0,653,5,6,1,1.0,Valparaíso
200924,1,85677.0,131.2052067381317,722.0,302,9,21,1,1.0,Araucanía
123102,1,85608.0,131.09954058192955,441.0,653,10,23,2,1.0,Los Lagos
123101,1,84708.0,129.72128637059726,375.0,653,10,23,3,2.0,Los Lagos
118810,1,84665.0,129.65543644716692,361.0,653,8,18,1,1.0,Biobío
110150,1,84262.0,129.03828483920367,474.0,653,13,10,3,3.0,Metropolitana
200110,1,83755.0,128.26186830015314,584.0,582,5,7,1,1.0,Valparaíso
120104,1,83570.0,127.97856049004594,304.0,653,8,20,1,1.0,Biobío
122814,1,83125.0,127.29709035222052,393.0,653,14,22,1,1.0,Los Ríos
200132,1,82992.0,127.09341500765697,422.0,648,13,10,1,1.0,Metropolitana
114816,1,82669.0,126.59877488514549,458.0,653,13,14,1,1.0,Metropolitana
200171,1,82313.0,126.05359877488515,388.0,651,12,26,1,1.0,Magallanes
121806,1,82183.0,125.85451761102604,353.0,642,9,21,1,1.0,Araucanía
122105,1,81389.0,124.6385911179173,437.0,653,14,22,1,1.0,Los Ríos
126101,1,80837.0,123.79326186830015,387.0,653,12,26,3,2.0,Magallanes
122801,1,80417.0,123.1500765696784,355.0,652,14,22,1,1.0,Los Ríos
133155,1,80112.0,122.68300153139357,401.0,653,10,33,3,2.0,Los Lagos
200169,1,79959.0,122.44869831546707,363.0,653,10,24,1,1.0,Los Lagos
200099,1,79692.0,122.03981623277183,451.0,587,3,4,1,1.0,Atacama
200522,1,79669.0,122.00459418070444,589.0,401,7,16,1,1.0,Maule
200925,1,79095.0,121.12557427258805,403.0,493,5,6,1,1.0,Valparaíso
121114,1,78919.0,120.85604900459418,331.0,651,9,21,3,2.0,Araucanía
201140,1,78619.0,120.39663093415008,780.0,233,8,18,1,1.0,Biobío
105826,1,78611.0,120.3843797856049,583.0,634,4,5,1,1.0,Coquimbo
115108,1,78407.0,120.07197549770291,369.0,653,6,15,1,1.0,O'Higgins
200933,1,78170.0,119.70903522205207,413.0,534,13,11,1,1.0,Metropolitana
200109,1,78064.0,119.54670750382849,345.0,652,5,6,1,1.0,Valparaíso
133150,1,78011.0,119.46554364471669,343.0,653,10,33,3,3.0,Los Lagos
200146,1,77190.0,118.208269525268,448.0,653,6,15,1,1.0,O'Higgins
200733,1,76728.0,117.50076569678407,367.0,653,10,33,1,1.0,Los Lagos
200172,1,76620.0,117.33537519142419,325.0,653,8,28,1,1.0,Biobío
115105,1,76245.0,116.76110260336907,488.0,653,6,15,1,1.0,O'Higgins
116110,1,76070.0,116.49310872894334,369.0,652,7,16,3,2.0,Maule
105825,1,75838.0,116.13782542113323,442.0,618,4,5,1,1.0,Coquimbo
200145,1,75767.0,116.0290964777948,453.0,653,6,15,1,1.0,O'Higgins
200168,1,75760.0,116.01837672281776,353.0,622,10,24,1,1.0,Los Lagos
120106,1,75691.0,115.91271056661562,387.0,653,8,20,1,1.0,Biobío
200479,1,75618.0,115.8009188361409,885.0,392,13,10,1,1.0,Metropolitana
124110,1,75357.0,115.40122511485451,367.0,645,10,24,1,1.0,Los Lagos
117828,1,75219.0,115.18989280245023,435.0,653,16,17,1,1.0,Ñuble
109890,1,74697.0,114.3905053598775,461.0,637,13,9,1,1.0,Metropolitana
114105,1,74688.0,114.37672281776416,383.0,652,13,14,3,3.0,Metropolitana
200562,1,74584.0,114.21745788667688,537.0,384,6,15,1,1.0,O'Higgins
121117,1,74022.0,113.35681470137825,354.0,653,9,21,3,2.0,Araucanía
106105,1,73871.0,113.12557427258805,330.0,653,5,6,1,1.0,Valparaíso
200776,1,72715.0,111.35528330781011,632.0,318,7,16,1,1.0,Maule
117108,1,72316.0,110.74425727411945,335.0,652,16,17,1,1.0,Ñuble
200860,1,72149.0,110.4885145482389,316.0,653,6,15,1,1.0,O'Higgins
107821,1,71283.0,109.16232771822358,379.0,585,5,7,1,1.0,Valparaíso
117104,1,70641.0,108.1791730474732,525.0,653,16,17,1,1.0,Ñuble
200932,1,70578.0,108.08269525267994,356.0,651,13,14,1,1.0,Metropolitana
115106,1,70145.0,107.41960183767227,362.0,653,6,15,1,1.0,O'Higgins
103102,1,69968.0,107.14854517611026,418.0,653,2,3,1,1.0,Antofagasta
116102,1,69724.0,106.77488514548239,333.0,653,7,16,1,1.0,Maule
117824,1,69629.0,106.62940275650843,283.0,653,16,17,1,1.0,Ñuble
129101,1,69137.0,105.87595712098009,347.0,652,9,29,1,1.0,Araucanía
122102,1,68737.0,105.26339969372128,304.0,653,14,22,1,1.0,Los Ríos
103807,1,67825.0,103.86676875957122,340.0,645,2,3,1,1.0,Antofagasta
115823,1,67563.0,103.46554364471669,450.0,653,6,15,1,1.0,O'Higgins
128109,1,67493.0,103.3583460949464,354.0,653,8,28,3,2.0,Biobío
200156,1,67226.0,102.94946401225116,589.0,308,9,21,1,1.0,Araucanía
105801,1,67082.0,102.72894333843797,397.0,495,4,5,1,1.0,Coquimbo
112810,1,66740.0,102.2052067381317,327.0,653,13,12,1,1.0,Metropolitana
122812,1,66166.0,101.32618683001532,319.0,642,14,22,1,1.0,Los Ríos
119101,1,65889.0,100.9019908116386,310.0,653,8,19,3,3.0,Biobío
102807,1,65856.0,100.85145482388974,325.0,652,1,2,1,1.0,Tarapacá
200863,1,65675.0,100.57427258805512,410.0,653,6,15,1,1.0,O'Higgins
103806,1,64322.0,98.50229709035222,308.0,649,2,3,1,1.0,Antofagasta
105101,1,64103.0,98.16692189892802,321.0,652,4,5,3,3.0,Coquimbo
200041,1,63908.0,97.86830015313936,295.0,626,13,9,1,1.0,Metropolitana
200780,1,63573.0,97.35528330781011,510.0,320,7,16,1,1.0,Maule
133165,1,63536.0,97.29862174578867,350.0,653,10,33,1,1.0,Los Lagos
200855,1,63484.0,97.21898928024503,361.0,652,6,15,1,1.0,O'Higgins
129107,1,63296.0,96.93108728943338,1395.0,650,9,29,1,1.0,Araucanía
120105,1,63165.0,96.73047473200613,325.0,653,8,20,1,1.0,Biobío
200851,1,63111.0,96.64777947932619,327.0,652,6,15,1,1.0,O'Higgins
107105,1,63057.0,96.56508422664625,477.0,590,5,7,1,1.0,Valparaíso
200495,1,62884.0,96.30015313935681,660.0,325,8,20,1,1.0,Biobío
109104,1,62432.0,95.60796324655436,311.0,647,13,9,1,1.0,Metropolitana
200876,1,62378.0,95.52526799387442,544.0,391,13,10,1,1.0,Metropolitana
122103,1,62306.0,95.41500765696784,335.0,653,14,22,1,1.0,Los Ríos
105107,1,61052.0,93.49464012251148,397.0,618,4,5,1,1.0,Coquimbo
201147,1,60861.0,93.2021439509954,644.0,229,1,2,1,1.0,Tarapacá
200852,1,60510.0,92.66462480857581,270.0,653,6,15,1,1.0,O'Higgins
113100,1,59950.0,91.80704441041348,272.0,653,13,13,3,3.0,Metropolitana
115112,1,59872.0,91.68759571209802,291.0,652,6,15,1,1.0,O'Higgins
200623,1,59760.0,91.51607963246555,585.0,347,6,15,1,1.0,O'Higgins
200718,1,59507.0,91.12863705972435,712.0,325,16,17,1,1.0,Ñuble
105104,1,59290.0,90.79632465543645,294.0,653,4,5,1,1.0,Coquimbo
120107,1,59223.0,90.6937212863706,326.0,653,8,20,1,1.0,Biobío
105108,1,58888.0,90.18070444104134,374.0,650,4,5,1,1.0,Coquimbo
118107,1,58631.0,89.78713629402756,295.0,653,8,18,1,1.0,Biobío
200782,1,58540.0,89.64777947932619,511.0,319,7,16,1,1.0,Maule
117107,1,57853.0,88.59571209800919,321.0,653,16,17,1,1.0,Ñuble
115109,1,57742.0,88.42572741194488,300.0,652,6,15,1,1.0,O'Higgins
109100,1,57439.0,87.96171516079633,333.0,653,13,9,3,3.0,Metropolitana
116101,1,57144.0,87.50995405819296,344.0,652,7,16,1,1.0,Maule
103100,1,56666.0,86.77794793261869,286.0,653,2,3,3,3.0,Antofagasta
200163,1,56581.0,86.64777947932619,245.0,640,14,22,1,1.0,Los Ríos
111195,1,56185.0,86.04134762633997,380.0,653,13,11,3,3.0,Metropolitana
103104,1,55599.0,85.14395099540582,361.0,651,2,3,1,1.0,Antofagasta
116107,1,55491.0,84.97856049004594,335.0,653,7,16,3,2.0,Maule
121120,1,54993.0,84.21592649310873,383.0,533,9,21,1,1.0,Araucanía
200508,1,54921.0,84.10566615620215,407.0,391,2,3,2,3.0,Antofagasta
116111,1,54383.0,83.28177641653905,290.0,653,7,16,3,2.0,Maule
121808,1,52116.0,79.81010719754977,362.0,452,9,21,1,1.0,Araucanía
106100,2,365292.0,559.405819295559,2290.0,653,5,6,3,3.0,Valparaíso
118105,2,329859.0,505.1439509954058,1577.0,653,8,18,3,3.0,Biobío
110860,2,311282.0,476.69525267993873,1426.0,653,13,10,1,1.0,Metropolitana
114806,2,304131.0,465.74425727411943,1437.0,653,13,14,1,1.0,Metropolitana
107802,2,292642.0,448.1500765696784,1444.0,591,5,7,1,1.0,Valparaíso
110120,2,288712.0,442.13169984686067,1198.0,653,13,10,3,3.0,Metropolitana
113130,2,281297.0,430.77641653905056,1132.0,653,13,13,3,3.0,Metropolitana
116813,2,279048.0,427.3323124042879,1152.0,653,7,16,1,1.0,Maule
109815,2,278978.0,427.2251148545176,1229.0,653,13,9,1,1.0,Metropolitana
109810,2,278342.0,426.25114854517614,1569.0,653,13,9,1,1.0,Metropolitana
116831,2,276166.0,422.91883614088823,1252.0,653,7,16,1,1.0,Maule
101100,2,273951.0,419.52679938744257,1273.0,653,15,1,3,3.0,Arica y Parinacota
124881,2,272356.0,417.0842266462481,1109.0,653,10,24,1,1.0,Los Lagos
116801,2,259873.0,397.96784073506893,1015.0,653,7,16,1,1.0,Maule
114103,2,257531.0,394.3813169984686,1047.0,653,13,14,3,3.0,Metropolitana
114811,2,256138.0,392.2480857580398,1074.0,653,13,14,1,1.0,Metropolitana
114801,2,251216.0,384.7105666156202,1031.0,653,13,14,1,1.0,Metropolitana
110867,2,250182.0,383.1271056661562,1235.0,653,13,10,1,1.0,Metropolitana
124895,2,247244.0,378.62787136294025,992.0,653,10,24,1,1.0,Los Lagos
116806,2,244055.0,373.74425727411943,1126.0,653,7,16,1,1.0,Maule
114820,2,240863.0,368.8560490045942,937.0,653,13,14,1,1.0,Metropolitana
109801,2,240777.0,368.7243491577335,1082.0,653,13,9,1,1.0,Metropolitana
109809,2,239911.0,367.39816232771824,1316.0,652,13,9,1,1.0,Metropolitana
114812,2,238476.0,365.20061255742723,998.0,636,13,14,1,1.0,Metropolitana
109101,2,237942.0,364.38284839203675,1164.0,653,13,9,3,3.0,Metropolitana
114821,2,236071.0,361.5176110260337,962.0,653,13,14,1,1.0,Metropolitana
103804,2,232945.0,356.73047473200614,741.0,652,2,3,1,1.0,Antofagasta
113809,2,230657.0,353.2266462480858,1030.0,652,13,13,1,1.0,Metropolitana
114826,2,228178.0,349.4303215926493,1005.0,632,13,14,1,1.0,Metropolitana
200135,2,224929.0,344.45482388973966,1051.0,648,13,10,1,1.0,Metropolitana
109811,2,224622.0,343.9846860643185,978.0,653,13,9,1,1.0,Metropolitana
113830,2,224096.0,343.1791730474732,814.0,653,13,13,1,1.0,Metropolitana
107100,2,224027.0,343.07350689127105,1027.0,653,5,7,3,3.0,Valparaíso
117101,2,219453.0,336.0689127105666,1041.0,653,16,17,3,3.0,Ñuble
111809,2,218310.0,334.31852986217456,976.0,653,13,11,1,1.0,Metropolitana
118812,2,217713.0,333.4042879019908,787.0,653,8,18,1,1.0,Biobío
102801,2,216704.0,331.85911179173047,760.0,653,1,2,1,1.0,Tarapacá
123100,2,216631.0,331.7473200612557,886.0,653,10,23,3,3.0,Los Lagos
116809,2,215422.0,329.895865237366,980.0,651,7,16,1,1.0,Maule
200920,2,206840.0,316.75344563552835,858.0,653,8,18,1,1.0,Biobío
120101,2,206237.0,315.8300153139357,995.0,653,8,20,3,3.0,Biobío
114822,2,205033.0,313.98621745788665,1213.0,653,13,14,1,1.0,Metropolitana
114101,2,204716.0,313.5007656967841,917.0,653,13,14,3,3.0,Metropolitana
119801,2,196409.0,300.77947932618684,722.0,653,8,19,1,1.0,Biobío
115103,3,54701.0,83.7687595712098,326.0,653,6,15,1,1.0,O'Higgins
115801,3,54379.0,83.27565084226646,297.0,653,6,15,1,1.0,O'Higgins
114102,3,53305.0,81.63093415007657,330.0,651,13,14,3,2.0,Metropolitana
