EstablecimientoCodigo,RegionCodigo,ComunaCodigo,ServicioSaludCodigo,NivelAtencion,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,NumTotal,TipoEstablecimiento_Centro de Diagnóstico y Terapeútico (CDT),TipoEstablecimiento_Centro de Salud Familiar (CESFAM),TipoEstablecimiento_Hospital,TipoEstablecimiento_Hospital ,TipoEstablecimiento_Servicio de Atención Primaria de Urgencia (SAPU),TipoEstablecimiento_Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),TipoEstablecimiento_Servicio de Urgencia Rural (SUR),DependenciaAdministrativa_Delegados ,DependenciaAdministrativa_Municipal,DependenciaAdministrativa_Municipal ,DependenciaAdministrativa_Otra Institución,DependenciaAdministrativa_Servicio de Salud,TipoUrgencia_NO APLICA,TipoUrgencia_PENDIENTE,TipoUrgencia_URGENCIA AMBULATORIA,TipoUrgencia_URGENCIA AMBULATORIA (SAPU),TipoUrgencia_URGENCIA AMBULATORIA (SAR),TipoUrgencia_URGENCIA AMBULATORIA (SUR),TipoUrgencia_URGENCIA ESPECIALIZADA,TipoUrgencia_URGENCIA HOSPITALARIA (UEH),Causa_Bronquitis/Bronquiolitis aguda (J20-J21),"Causa_COVID-19, virus identificado (U07.1)","Causa_COVID-19, virus no identificado (U07.2)",Causa_Crisis obstructiva bronquial (J40-J46),Causa_IRA alta (J00-J06),Causa_Influenza (J09-J11),Causa_Neumonía (J12-J18),"Causa_Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
107802,5,5109,7,1,1.0,2019,51,7,56,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
116840,7,7101,16,1,1.0,2014,11,9,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
106829,5,5601,6,1,1.0,2016,47,9,4,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
200741,4,4301,5,1,1.0,2026,18,9,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
200777,7,7104,16,1,1.0,2023,42,35,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
123801,10,10301,23,1,1.0,2021,21,7,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
200051,13,13110,14,1,1.0,2024,8,7,4,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
113150,13,13402,13,3,2.0,2016,8,5,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
112810,13,13120,12,1,1.0,2018,39,5,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
200148,7,7401,16,1,1.0,2026,16,34,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
200110,5,5109,7,1,1.0,2016,28,8,12,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
124120,10,10104,24,1,1.0,2017,16,8,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
117108,16,16203,17,1,1.0,2025,41,8,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
109808,13,13104,9,1,1.0,2020,14,34,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
116110,7,7404,16,3,2.0,2022,32,6,12,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
200623,6,6310,15,1,1.0,2022,33,9,37,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
123104,10,10306,23,1,1.0,2023,31,9,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
200113,5,5109,7,1,1.0,2024,18,4,249,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
116823,7,7401,16,1,1.0,2014,34,8,8,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
200932,13,13202,14,1,1.0,2016,17,7,28,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
116806,7,7101,16,1,1.0,2016,52,5,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
107105,5,5401,7,1,1.0,2016,49,5,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
126800,12,12101,26,1,1.0,2014,14,6,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
113818,13,13404,13,1,1.0,2018,19,6,4,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
200149,16,16101,17,1,1.0,2024,28,34,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
119101,8,8111,19,3,3.0,2023,21,6,32,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
113826,13,13109,13,1,1.0,2021,18,35,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
200140,13,13117,10,1,1.0,2020,22,7,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
123102,10,10305,23,2,1.0,2025,26,7,22,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
200739,4,4305,5,1,1.0,2015,3,5,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
200974,8,8303,20,1,1.0,2023,51,35,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
200114,5,5501,7,1,1.0,2016,28,4,158,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
200135,13,13501,10,1,1.0,2019,3,4,168,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
105826,4,4101,5,1,1.0,2021,50,4,34,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
106800,5,5101,6,1,1.0,2023,23,4,154,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
114817,13,13112,14,1,1.0,2025,46,4,173,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
200124,13,13124,10,1,1.0,2023,49,8,10,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
122100,14,14101,22,3,3.0,2021,15,7,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
200172,8,8205,28,1,1.0,2022,29,5,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
122105,14,14204,22,1,1.0,2014,6,6,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
123100,10,10301,23,3,3.0,2021,9,35,13,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
120106,8,8311,20,1,1.0,2025,8,34,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
201069,12,12101,26,1,1.0,2025,40,6,3,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
110891,13,13601,10,1,1.0,2016,35,4,263,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
200757,7,7301,16,1,1.0,2025,35,4,82,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
118806,8,8101,18,1,1.0,2023,20,8,12,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
107102,5,5801,7,3,3.0,2017,19,7,37,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
200479,13,13601,10,1,1.0,2020,6,7,19,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
109805,13,13107,9,1,1.0,2018,30,5,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
200860,6,6102,15,1,1.0,2023,48,35,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
110860,13,13128,10,1,1.0,2025,52,6,4,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
200562,6,6115,15,1,1.0,2020,15,9,2,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
113823,13,13105,13,1,1.0,2015,23,7,76,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
114809,13,13112,14,1,1.0,2022,32,5,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
115109,6,6305,15,1,1.0,2021,48,35,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
116832,7,7102,16,1,1.0,2014,15,8,25,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
122102,14,14104,22,1,1.0,2015,45,8,11,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
200950,3,3202,4,1,1.0,2022,48,5,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
200851,6,6107,15,1,1.0,2016,52,6,2,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
110130,13,13601,10,3,2.0,2018,18,6,10,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
113130,13,13130,13,3,3.0,2018,39,6,22,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
123101,10,10303,23,3,2.0,2024,1,9,7,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
118100,8,8101,18,3,3.0,2025,1,7,11,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
119803,8,8110,19,1,1.0,2024,16,6,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
125101,11,11201,25,3,2.0,2022,19,9,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
103102,2,2301,3,1,1.0,2023,45,9,46,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
118818,8,8108,18,1,1.0,2020,4,8,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
200156,9,9101,21,1,1.0,2025,51,8,6,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
112813,13,13118,12,1,1.0,2024,35,34,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
116802,7,7301,16,1,1.0,2022,48,4,462,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
114819,13,13112,14,1,1.0,2019,11,8,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
200147,6,6115,15,1,1.0,2020,21,8,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
116102,7,7304,16,1,1.0,2021,21,8,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
114819,13,13112,14,1,1.0,2025,36,8,9,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
108100,5,5701,8,3,3.0,2014,11,7,16,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
103806,2,2201,3,1,1.0,2019,4,7,7,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
200179,8,8301,20,1,1.0,2026,10,6,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
124145,10,10402,24,1,1.0,2014,38,4,23,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
200098,2,2101,3,1,1.0,2017,8,4,107,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
107108,5,5107,7,1,1.0,2022,39,4,131,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
106827,5,5602,6,1,1.0,2024,51,4,116,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
200174,9,9201,29,1,1.0,2014,3,8,4,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
200912,2,2103,3,1,1.0,2023,12,8,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
113815,13,13401,13,1,1.0,2021,49,34,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
122200,14,14106,22,1,1.0,2019,45,7,17,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
105102,4,4301,5,3,3.0,2021,40,7,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
200841,16,16207,17,1,1.0,2024,21,5,3,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
115850,6,6101,15,1,1.0,2023,43,4,297,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
200077,8,8106,18,1,1.0,2019,48,8,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
129107,9,9203,29,1,1.0,2020,30,35,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
