EstablecimientoCodigo,RegionCodigo,ComunaCodigo,ServicioSaludCodigo,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,NumTotal,Causa
109824,13,13125,9,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2023,1,35,0,"COVID-19, virus identificado (U07.1)"
200949,3,3302,4,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2020,21,6,0,Neumonía (J12-J18)
122200,14,14106,22,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2018,52,9,8,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
112101,13,13122,12,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2025,52,9,21,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
109811,13,13302,9,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2017,26,4,479,IRA alta (J00-J06)
115114,6,6203,15,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2023,42,4,7,IRA alta (J00-J06)
200077,8,8106,18,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2015,9,7,4,Bronquitis/Bronquiolitis aguda (J20-J21)
116112,7,7202,16,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2018,25,7,18,Bronquitis/Bronquiolitis aguda (J20-J21)
200763,7,7305,16,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2023,51,7,3,Bronquitis/Bronquiolitis aguda (J20-J21)
116108,7,7401,16,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2016,34,6,40,Neumonía (J12-J18)
109104,13,13303,9,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2018,28,6,6,Neumonía (J12-J18)
201069,12,12101,26,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2022,9,34,0,"COVID-19, virus no identificado (U07.2)"
105805,4,4102,5,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2025,17,6,15,Neumonía (J12-J18)
115802,6,6101,15,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2015,45,4,103,IRA alta (J00-J06)
117828,16,16103,17,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2023,2,7,6,Bronquitis/Bronquiolitis aguda (J20-J21)
113820,13,13116,13,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2023,17,7,25,Bronquitis/Bronquiolitis aguda (J20-J21)
200155,9,9105,21,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2025,24,7,15,Bronquitis/Bronquiolitis aguda (J20-J21)
115107,6,6301,15,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2015,18,5,0,Influenza (J09-J11)
113828,13,13401,13,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2018,1,6,4,Neumonía (J12-J18)
111100,13,13101,11,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2024,42,6,27,Neumonía (J12-J18)
116813,7,7109,16,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2014,43,8,4,Crisis obstructiva bronquial (J40-J46)
126800,12,12101,26,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2020,49,34,0,"COVID-19, virus no identificado (U07.2)"
200105,4,4101,5,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2025,5,34,0,"COVID-19, virus no identificado (U07.2)"
129108,9,9205,29,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2019,13,9,4,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
125102,11,11401,25,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2022,51,9,22,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
115100,6,6101,15,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2014,46,4,110,IRA alta (J00-J06)
105108,4,4203,5,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2024,12,4,87,IRA alta (J00-J06)
200175,9,9211,29,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2015,22,7,11,Bronquitis/Bronquiolitis aguda (J20-J21)
200759,7,7308,16,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2025,29,4,0,IRA alta (J00-J06)
200102,3,3101,4,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2023,4,35,0,"COVID-19, virus identificado (U07.1)"
200163,14,14202,22,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2020,29,7,1,Bronquitis/Bronquiolitis aguda (J20-J21)
115109,6,6305,15,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2015,13,5,0,Influenza (J09-J11)
117103,16,16102,17,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2024,3,6,2,Neumonía (J12-J18)
109813,13,13125,9,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2020,52,4,32,IRA alta (J00-J06)
200143,13,13123,12,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2017,3,7,4,Bronquitis/Bronquiolitis aguda (J20-J21)
115110,6,6310,15,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Mediana Complejidad,2023,33,7,11,Bronquitis/Bronquiolitis aguda (J20-J21)
103100,2,2101,3,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2020,11,9,0,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
105825,4,4101,5,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2019,16,4,118,IRA alta (J00-J06)
113829,13,13401,13,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2019,21,4,333,IRA alta (J00-J06)
105100,4,4101,5,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2022,51,4,21,IRA alta (J00-J06)
200508,2,2101,3,Centro de Diagnóstico y Terapeútico (CDT),Servicio de Salud,SECUNDARIO,URGENCIA AMBULATORIA,Alta Complejidad,2024,39,4,91,IRA alta (J00-J06)
107107,5,5404,7,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2015,30,7,6,Bronquitis/Bronquiolitis aguda (J20-J21)
200914,2,2103,3,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2022,32,6,0,Neumonía (J12-J18)
200721,4,4301,5,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2025,43,6,5,Neumonía (J12-J18)
200177,8,8301,20,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2026,6,8,3,Crisis obstructiva bronquial (J40-J46)
200164,14,14203,22,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2017,1,7,6,Bronquitis/Bronquiolitis aguda (J20-J21)
118810,8,8101,18,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2019,46,5,0,Influenza (J09-J11)
122106,14,14107,22,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2023,48,5,4,Influenza (J09-J11)
108101,5,5301,8,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2016,28,6,39,Neumonía (J12-J18)
200738,4,4304,5,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2018,1,4,0,IRA alta (J00-J06)
200165,14,14101,22,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2020,40,4,2,IRA alta (J00-J06)
121111,9,9106,21,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2025,9,4,26,IRA alta (J00-J06)
123101,10,10303,23,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Mediana Complejidad,2016,47,6,6,Neumonía (J12-J18)
122104,14,14201,22,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2020,6,6,2,Neumonía (J12-J18)
200950,3,3202,4,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2015,24,9,2,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
112813,13,13118,12,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2020,48,9,19,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
200750,10,10306,23,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2020,50,9,0,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
200580,8,8103,18,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2021,50,9,48,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
107105,5,5401,7,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2024,3,7,5,Bronquitis/Bronquiolitis aguda (J20-J21)
113890,13,13402,13,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2024,51,7,21,Bronquitis/Bronquiolitis aguda (J20-J21)
128113,8,8202,28,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2021,47,5,0,Influenza (J09-J11)
