EstablecimientoCodigo,RegionCodigo,ComunaCodigo,ServicioSaludCodigo,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,NumTotal,Causa
200854,6,6104,15,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2022,33,8,1,Crisis obstructiva bronquial (J40-J46)
117107,16,16104,17,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2025,10,8,3,Crisis obstructiva bronquial (J40-J46)
116102,7,7304,16,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2019,30,6,7,Neumonía (J12-J18)
107805,5,5103,7,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2015,18,9,6,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
200733,10,10203,33,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2023,28,9,0,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
118812,8,8102,18,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2023,39,4,383,IRA alta (J00-J06)
102100,1,1101,2,Hospital ,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2014,13,7,14,Bronquitis/Bronquiolitis aguda (J20-J21)
112820,13,13120,12,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2020,34,7,1,Bronquitis/Bronquiolitis aguda (J20-J21)
200762,7,7309,16,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2025,41,5,0,Influenza (J09-J11)
124140,10,10404,24,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2026,18,6,1,Neumonía (J12-J18)
103800,2,2101,3,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2016,22,4,385,IRA alta (J00-J06)
107105,5,5401,7,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2018,40,4,107,IRA alta (J00-J06)
105104,4,4204,5,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2022,29,4,23,IRA alta (J00-J06)
200041,13,13107,9,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2023,13,4,145,IRA alta (J00-J06)
201004,5,5503,7,Servicio de Urgencia Rural (SUR),Municipal ,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2023,13,4,54,IRA alta (J00-J06)
128112,8,8204,28,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2021,44,8,2,Crisis obstructiva bronquial (J40-J46)
110891,13,13601,10,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2014,44,7,14,Bronquitis/Bronquiolitis aguda (J20-J21)
124881,10,10101,24,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2017,15,7,41,Bronquitis/Bronquiolitis aguda (J20-J21)
118810,8,8101,18,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2015,12,4,117,IRA alta (J00-J06)
117102,16,16301,17,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2018,35,8,58,Crisis obstructiva bronquial (J40-J46)
200189,13,13102,11,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Servicio de Salud,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2023,27,35,0,"COVID-19, virus identificado (U07.1)"
200076,10,10401,24,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2020,44,34,0,"COVID-19, virus no identificado (U07.2)"
107800,5,5109,7,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2025,3,5,1,Influenza (J09-J11)
118806,8,8101,18,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2021,29,6,1,Neumonía (J12-J18)
103101,2,2201,3,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2023,15,9,15,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
200146,6,6101,15,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2024,7,9,0,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
123102,10,10305,23,Hospital,Servicio de Salud,SECUNDARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2024,33,9,5,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
200159,9,9101,21,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2024,46,34,0,"COVID-19, virus no identificado (U07.2)"
105108,4,4203,5,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2017,51,9,3,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
200745,8,8207,28,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2021,40,9,1,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
106826,5,5603,6,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2022,30,8,2,Crisis obstructiva bronquial (J40-J46)
200172,8,8205,28,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2024,20,8,6,Crisis obstructiva bronquial (J40-J46)
109802,13,13104,9,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2015,46,7,38,Bronquitis/Bronquiolitis aguda (J20-J21)
121109,9,9101,21,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2018,9,7,11,Bronquitis/Bronquiolitis aguda (J20-J21)
200967,13,13403,13,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2023,4,7,5,Bronquitis/Bronquiolitis aguda (J20-J21)
200734,10,10205,33,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2025,13,5,0,Influenza (J09-J11)
116820,7,7403,16,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2020,38,6,0,Neumonía (J12-J18)
113180,13,13401,13,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2020,45,5,0,Influenza (J09-J11)
201015,13,13124,10,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2023,42,5,1,Influenza (J09-J11)
124115,10,10105,24,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2017,23,6,5,Neumonía (J12-J18)
115108,6,6303,15,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2023,3,6,6,Neumonía (J12-J18)
200825,14,14108,22,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2026,24,9,0,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
115101,6,6106,15,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2016,34,4,157,IRA alta (J00-J06)
104102,3,3202,4,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2020,41,4,6,IRA alta (J00-J06)
200777,7,7104,16,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2026,16,4,72,IRA alta (J00-J06)
200877,13,13505,10,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2023,6,8,0,Crisis obstructiva bronquial (J40-J46)
200102,3,3101,4,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2016,33,7,57,Bronquitis/Bronquiolitis aguda (J20-J21)
116100,7,7301,16,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2024,30,5,1,Influenza (J09-J11)
123105,10,10307,23,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2021,7,9,0,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
129103,9,9202,29,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2021,17,4,3,IRA alta (J00-J06)
200130,13,13605,10,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2026,23,4,504,IRA alta (J00-J06)
106811,5,5101,6,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2025,20,35,0,"COVID-19, virus identificado (U07.1)"
115850,6,6101,15,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Servicio de Salud,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2024,46,34,0,"COVID-19, virus no identificado (U07.2)"
114819,13,13112,14,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2017,20,5,3,Influenza (J09-J11)
113822,13,13129,13,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2014,18,9,3,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
118100,8,8101,18,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2024,8,9,32,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
105103,4,4201,5,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Mediana Complejidad,2014,29,8,3,Crisis obstructiva bronquial (J40-J46)
122103,14,14103,22,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2021,17,8,0,Crisis obstructiva bronquial (J40-J46)
121120,9,9109,21,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2020,47,34,0,"COVID-19, virus no identificado (U07.2)"
114826,13,13201,14,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2015,51,7,19,Bronquitis/Bronquiolitis aguda (J20-J21)
200162,9,9120,21,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2024,44,7,17,Bronquitis/Bronquiolitis aguda (J20-J21)
200113,5,5109,7,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2022,27,5,0,Influenza (J09-J11)
109101,13,13108,9,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2021,53,6,0,Neumonía (J12-J18)
107106,5,5402,7,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2020,51,9,1,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
200104,3,3101,4,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2025,6,35,0,"COVID-19, virus identificado (U07.1)"
110100,13,13101,10,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2024,5,34,0,"COVID-19, virus no identificado (U07.2)"
108101,5,5301,8,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2025,37,4,86,IRA alta (J00-J06)
200176,10,10201,33,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2025,50,4,106,IRA alta (J00-J06)
116107,7,7102,16,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Mediana Complejidad,2023,22,7,35,Bronquitis/Bronquiolitis aguda (J20-J21)
200731,5,5101,6,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2024,5,6,1,Neumonía (J12-J18)
119804,8,8107,19,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2015,12,4,167,IRA alta (J00-J06)
109101,13,13108,9,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2017,19,4,263,IRA alta (J00-J06)
116109,7,7406,16,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Mediana Complejidad,2026,6,34,0,"COVID-19, virus no identificado (U07.2)"
105107,4,4106,5,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2026,16,34,0,"COVID-19, virus no identificado (U07.2)"
115103,6,6112,15,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2026,20,34,0,"COVID-19, virus no identificado (U07.2)"
200859,6,6105,15,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2014,43,4,31,IRA alta (J00-J06)
200976,8,8307,20,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2021,8,5,0,Influenza (J09-J11)
200855,6,6302,15,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2023,5,5,0,Influenza (J09-J11)
200824,8,8202,28,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2026,14,5,0,Influenza (J09-J11)
117811,16,16301,17,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2026,15,5,0,Influenza (J09-J11)
116101,7,7308,16,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2015,23,6,13,Neumonía (J12-J18)
125100,11,11101,25,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2015,40,6,43,Neumonía (J12-J18)
201002,5,5506,7,Servicio de Urgencia Rural (SUR),Municipal ,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2021,48,8,0,Crisis obstructiva bronquial (J40-J46)
113823,13,13105,13,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2023,39,8,14,Crisis obstructiva bronquial (J40-J46)
200622,2,2101,3,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2023,30,35,0,"COVID-19, virus identificado (U07.1)"
118818,8,8108,18,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2018,13,6,0,Neumonía (J12-J18)
119805,8,8111,19,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAR),Baja Complejidad,2016,36,9,17,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
122100,14,14101,22,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Alta Complejidad,2020,22,9,4,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
104104,3,3304,4,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2024,9,9,3,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
109102,13,13127,9,Hospital,Servicio de Salud,TERCIARIO,URGENCIA ESPECIALIZADA,Alta Complejidad,2021,21,8,0,Crisis obstructiva bronquial (J40-J46)
114828,13,13131,14,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2016,22,7,14,Bronquitis/Bronquiolitis aguda (J20-J21)
121121,9,9120,21,Hospital,Servicio de Salud,TERCIARIO,URGENCIA HOSPITALARIA (UEH),Mediana Complejidad,2014,32,5,12,Influenza (J09-J11)
200850,6,6307,15,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2014,34,5,0,Influenza (J09-J11)
109890,13,13127,9,Servicio de Atención Primaria de Urgencia (SAPU),Otra Institución,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2023,33,6,4,Neumonía (J12-J18)
200735,10,10206,33,Servicio de Urgencia Rural (SUR),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SUR),Baja Complejidad,2019,13,9,0,"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
112107,5,5201,12,Hospital,Servicio de Salud,PRIMARIO,URGENCIA HOSPITALARIA (UEH),Baja Complejidad,2014,45,8,4,Crisis obstructiva bronquial (J40-J46)
109821,13,13108,9,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2023,49,7,19,Bronquitis/Bronquiolitis aguda (J20-J21)
110110,13,13101,10,Hospital,Servicio de Salud,TERCIARIO,URGENCIA ESPECIALIZADA,Alta Complejidad,2020,3,5,0,Influenza (J09-J11)
200152,9,9101,21,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2021,44,5,0,Influenza (J09-J11)
200146,6,6101,15,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,PRIMARIO,URGENCIA AMBULATORIA (SAPU),Baja Complejidad,2020,40,35,0,"COVID-19, virus identificado (U07.1)"
