fecha,semana,prediccion,ic_inferior,ic_superior
2026-05-11,18,6382.375791126182,4954.756999052755,8221.252725168788
2026-05-18,19,7128.938836495932,4924.687525540823,10319.595358226943
2026-05-25,20,7612.766558257464,4993.264973883462,11606.201761776683
2026-06-01,21,7999.365671678058,5128.448936414294,12477.11444737913
