fecha,semana,prediccion,ic_inferior,ic_superior
2026-05-11,18,3957.2932754808976,2931.7753099196275,5341.4091514009215
2026-05-18,19,4457.2070323966045,2939.3325446448184,6758.646958950163
2026-05-25,20,4915.418484364772,3043.433681490271,7938.463703992281
2026-06-01,21,5274.385846531013,3168.7476499921377,8778.782778559284
