fecha,fold,y_true,pred_seasonal_naive,pred_arima_fourier,lo_arima_fourier,hi_arima_fourier,pred_sarimax,lo_sarimax,hi_sarimax
2025-05-12,0,4649.0,8716.0,4854.680971744597,3598.553507955306,6549.156192220522,4912.036743829739,3645.973413658265,6617.619690459563
2025-05-19,0,5041.0,8882.0,5139.325450173425,3387.79813047516,7796.143623304506,5111.259620157039,3373.9396964087414,7742.900861902374
2025-05-26,0,5013.0,8306.0,5389.972577557694,3333.438455823545,8714.885963113727,5249.957147134106,3252.157776495589,8474.62671575703
2025-06-02,0,5024.0,6563.0,5574.578510027845,3343.0638748668453,9295.196748850129,5442.332541215721,3270.4312305076137,9056.157881830353
2025-06-09,1,5097.0,5408.0,5192.78300130173,3852.7859698979983,6998.709396244647,5237.901363606868,3891.472483099247,7050.067828165839
2025-06-16,1,4805.0,4649.0,5329.424116391867,3517.7154678488014,8073.9414154770575,5350.31937715051,3536.5399885154193,8094.065828014654
2025-06-23,1,4248.0,3878.0,5410.578220744954,3351.055945207248,8735.482719243666,5451.514438862854,3382.272955739417,8786.323427621706
2025-06-30,1,3658.0,3579.0,5432.243265764684,3262.5421112240315,9044.427139870855,5392.32426845374,3245.6291380859,8958.430051145697
2025-07-07,2,3096.0,2937.0,3819.3100853786113,2834.7014601212454,5145.793255105738,3841.9744957889525,2855.4211355048096,5169.264563482982
2025-07-14,2,2924.0,3003.0,4083.020202272322,2694.7389613394757,6186.253755564218,4038.312963549756,2669.093825650436,6109.665123734569
2025-07-21,2,3731.0,3972.0,4364.809881120681,2701.7905930197558,7051.080160156025,4353.767908320829,2699.730283177629,7020.805788406343
2025-07-28,2,5058.0,5476.0,4606.860816515583,2764.1551531118407,7677.549711933971,4575.517244998458,2751.5058493503893,7608.251801848606
2025-08-04,3,5238.0,5440.0,5484.563190452978,4069.7814099131665,7391.04601926649,5608.391104248051,4167.448035206384,7547.4372828122105
2025-08-11,3,5468.0,5955.0,5597.002518890148,3689.114811305183,8491.319020940275,5511.623993464185,3638.2728209422726,8349.300949805891
2025-08-18,3,4782.0,6064.0,5502.608056592751,3399.562443142093,8906.262297646621,5453.8116709028545,3375.5928573564115,8811.12856332156
2025-08-25,3,4418.0,6458.0,5317.015856109136,3183.7228606974477,8879.299442958325,5332.87642186047,3200.634326151784,8885.160874554002
2025-09-01,4,4458.0,6004.0,4363.823893634332,3240.565530132405,5876.310652937189,4366.9652944405125,3247.0841754832427,5872.961320783272
2025-09-08,4,4275.0,5840.0,4384.883767411857,2893.1733949084655,6645.449191706151,4394.991531028824,2904.0419385658065,6651.138574776521
2025-09-15,4,4093.0,5296.0,4438.147260161686,2745.6334011014624,7173.611795479668,4454.877612708724,2760.8924249903407,7187.855409351519
2025-09-22,4,3274.0,4836.0,4488.011426637233,2691.570243590143,7483.01035644329,4431.284264048872,2663.475526541887,7371.987141988077
2025-09-29,5,3978.0,5442.0,3345.2816028965744,2484.948104668624,4503.358133967045,3446.814085662073,2563.853554161837,4633.7371178369085
2025-10-06,5,3561.0,5484.0,3511.389642312558,2317.661510402475,5319.690814108134,3556.624140412392,2351.180969783319,5379.831529136525
2025-10-13,5,4310.0,5419.0,3680.8510642079045,2277.439070241028,5948.699263880184,3732.6433428988576,2313.9189199336115,6020.849185271999
2025-10-20,5,4432.0,5296.0,3786.675354641402,2270.6999635863976,6314.307840877308,3826.076664371799,2299.8026274872063,6364.828872064171
2025-10-27,6,4442.0,5079.0,4311.733508456787,3203.286939229599,5803.620705859092,4335.321808089394,3225.7203895600614,5826.4918657812195
2025-11-03,6,4402.0,4372.0,4061.03284941598,2683.5110656935485,6145.411940928861,4055.3519274555156,2683.953886469165,6127.2210626752385
2025-11-10,6,4548.0,4360.0,3746.2459705025403,2322.161491991868,6043.2859490616465,3816.504148036381,2370.038297794699,6145.394992366695
