fecha,semana,prediccion,ic_inferior,ic_superior
2026-05-11,18,2520.1001723695117,1854.6162464453037,3424.248130531999
2026-05-18,19,2836.194045382607,1820.1836648039794,4419.02100431806
2026-05-25,20,3074.772408852732,1860.3848753560576,5081.439444045713
2026-06-01,21,3180.4091558779783,1886.0511274503651,5362.5877003393225
