fecha,fold,y_true,pred_seasonal_naive,pred_arima_fourier,lo_arima_fourier,hi_arima_fourier,pred_sarimax,lo_sarimax,hi_sarimax
2025-05-12,0,2639.0,3771.0,2987.008475727258,2202.038716628375,4051.672603358525,2990.604034132891,2204.29986543618,4057.2665592599856
2025-05-19,0,2636.0,4358.0,3093.1861145069042,1985.998273647635,4817.31707565194,3100.1320814333294,1990.8046473629392,4827.294882847829
2025-05-26,0,2705.0,3775.0,3176.6387901956314,1920.2559311873863,5254.61853423427,3164.61504891154,1914.4652933584036,5230.6889648911765
2025-06-02,0,2669.0,3856.0,3192.8974567209,1890.3068008929433,5392.615123274571,3176.8009850927724,1883.1729288564181,5358.6031161458895
2025-06-09,1,2494.0,4238.0,2734.063456486969,2016.9248988032884,3706.0617025671877,2732.6148821313227,2015.9464225324946,3703.9324862219814
2025-06-16,1,2444.0,3691.0,2778.0518927683465,1784.5801451092984,4324.277386093797,2786.1641872459118,1786.436214972969,4345.048346560799
2025-06-23,1,2260.0,2913.0,2765.1280399427633,1672.2404659855692,4571.842032511293,2761.342787440614,1664.380958993617,4580.857162541531
2025-06-30,1,1982.0,2252.0,2704.0103337166247,1601.6853662015208,4564.513019474142,2691.5554073157573,1587.9600343234993,4561.6412652675435
2025-07-07,2,1756.0,1690.0,2007.5555934941513,1482.3237081558182,2718.7674721806934,2014.2069061775828,1487.3430987931072,2727.577085484473
2025-07-14,2,1565.0,1525.0,2111.1046892678005,1357.3714059126264,3283.069584363717,2110.447207363367,1356.1955782534174,3283.868725567067
2025-07-21,2,1251.0,1538.0,2210.5587465240556,1337.301125964337,3653.6274933474006,2211.5445357097797,1336.418052714006,3659.301513476003
2025-07-28,2,1425.0,1446.0,2284.4364535208065,1352.7833448128931,3857.239062472481,2293.1623116951478,1356.0462411998278,3877.409263157456
2025-08-04,3,2000.0,1900.0,1698.339928965734,1252.8768789099886,2302.062001340698,1709.1977427026602,1261.4015129783663,2315.835245424327
2025-08-11,3,2860.0,2747.0,1975.2513978099325,1269.3060718328716,3073.51068206777,1974.4687304342665,1266.7436840817647,3077.2852669072186
2025-08-18,3,3057.0,3190.0,2212.279765635174,1337.0083899253616,3660.118538459502,2220.0205560454483,1337.7587764108787,3683.7058613511276
2025-08-25,3,3284.0,3540.0,2403.988964835652,1421.0185104768843,4066.4378556728975,2412.0128687147417,1421.055949462394,4093.51618748488
2025-09-01,4,3014.0,3446.0,3221.5519960965903,2378.0259621671316,4364.165211600391,3215.302565679534,2373.2937990973696,4355.917496027425
2025-09-08,4,3343.0,3321.0,3121.193605988375,2005.7430142052558,4856.668791803571,3118.464937999749,1999.5466997070153,4863.201121041016
2025-09-15,4,3304.0,3122.0,3069.3875106166533,1854.7079930682205,5079.1524273028,3072.631002792281,1849.9276375946022,5103.039374334011
2025-09-22,4,3072.0,2441.0,3070.754999989701,1815.169777246003,5194.372645320511,3066.1155322324394,1805.0145210310804,5207.816196389595
2025-09-29,5,3685.0,2646.0,3023.8644575893604,2233.81364010291,4093.2138631147964,3028.76267473355,2237.356827594145,4099.982359937204
2025-10-06,5,3954.0,2342.0,3045.312218333289,1957.1169292366712,4738.25637075427,3057.4014144999146,1965.3662074808005,4755.906000840335
2025-10-13,5,4495.0,2941.0,3067.918210458849,1853.7684131482088,5076.86250602563,3076.933720384238,1860.4726794381543,5088.344631121731
2025-10-20,5,4065.0,3020.0,3052.3417248172996,1804.879162206622,5161.524649278605,3067.035270282747,1815.4458455043152,5181.009936049353
2025-10-27,6,3449.0,2809.0,3571.61756404888,2638.285487684158,4835.004410477767,3564.7241589080327,2633.4605370159243,4825.183045361577
2025-11-03,6,2822.0,2347.0,3151.612865357822,2024.3163861539083,4906.365558669002,3153.5228495506053,2024.2978962157752,4912.358388872142
2025-11-10,6,2637.0,2284.0,2808.9707168208283,1695.3709051355572,4653.6043707107765,2810.854548457077,1694.134775299743,4663.246239819291
2025-11-17,6,2302.0,2306.0,2518.486867851788,1486.856351651436,4265.41595489504,2524.423328787499,1487.4901584486947,4283.7196223527835
2025-11-24,7,2220.0,2529.0,2096.019949468506,1550.7531570797755,2832.8867225148633,2094.7631734681117,1548.6974667093502,2833.2456341440893
2025-12-01,7,2243.0,2463.0,1923.7029169621674,1238.2903389549751,2988.1956728126033,1926.6584297154798,1238.9725911277103,2995.733192524604
2025-12-08,7,2001.0,2620.0,1756.5697194834295,1062.6495356886978,2903.2003171137985,1753.641434769461,1060.0713663997885,2900.5640814586086
2025-12-15,7,1762.0,2334.0,1594.0595115566969,943.2794333773911,2693.345291740211,1592.5129412884396,941.9865518147166,2691.80987005281
2025-12-22,8,1587.0,1960.0,1540.0113447315432,1140.3170086420632,2079.6804302485175,1541.1721694488192,1140.5713207918595,2082.3520927739805
2025-12-29,8,1449.0,1727.0,1362.9918051032548,878.669067640612,2113.9699504370096,1361.7204449790138,876.8520756590608,2114.398553645413
2026-01-05,8,749.0,743.0,1232.358509065342,747.1125907904601,2032.3479620715955,1231.6780502374002,745.6474913618789,2034.0904451115632
2026-01-12,8,1139.0,1562.0,1204.894126984604,714.8656957392727,2030.3595890277043,1204.911255120121,713.849456219871,2033.3051849200835
2026-01-19,9,1013.0,1242.0,1241.8508732137789,915.061789272681,1685.2162696193996,1246.6242685677018,918.2299793126418,1692.3371958593234
2026-01-26,9,1074.0,1103.0,1215.0954797091122,780.9129167354268,1890.3720238098356,1224.5202358403199,785.8410536275342,1907.771589293643
2026-02-02,9,953.0,847.0,1162.100018967944,703.4081624740827,1919.4798101313959,1169.0038619162199,706.4044625936123,1934.115071058402
2026-02-09,9,888.0,828.0,1130.749891679969,670.0386265936337,1907.7691327391815,1133.4321424025186,670.6934573934947,1914.9577505934362
2026-02-16,10,813.0,871.0,936.7975511629564,690.0466244244354,1271.6554415915618,943.736715232655,695.3163792845368,1280.7843837389782
2026-02-23,10,893.0,908.0,1037.8549827733314,666.8857575239833,1614.874665801995,1048.0571939530178,672.9933415829854,1631.8365998391364
2026-03-02,10,929.0,1026.0,1168.5623202225017,707.4249310959294,1929.8693989187325,1180.633473247539,714.1560442048541,1951.381828292413
2026-03-09,10,996.0,1192.0,1321.579047047893,783.4489566515871,2228.8650802680927,1334.3543817796094,790.6643429866776,2251.4335480498085
2026-03-16,11,1760.0,1872.0,1193.6371875948971,879.9853894503747,1618.956502201489,1194.3634875421865,880.4946447358527,1619.9898447848186
2026-03-23,11,3060.0,2435.0,1458.7970992440737,938.2223473306408,2267.906374532014,1460.811829384494,939.429164086973,2271.253888045965
2026-03-30,11,2631.0,2278.0,1754.7012140491781,1062.7885073957211,2896.6499854844706,1763.47842718438,1068.0702928793341,2911.2351829773193
2026-04-06,11,2054.0,2459.0,2057.599758145575,1219.8063775499236,3470.3391428557784,2062.602447334573,1222.864178344496,3478.5160574154484
2026-04-13,12,1985.0,2649.0,2068.3341990441454,1520.9323469612086,2812.6231126723133,2063.469047463999,1517.422505717143,2805.881768341529
2026-04-20,12,2068.0,3157.0,2298.2589204669184,1476.3861009011503,3577.34122043119,2288.195436708219,1466.7347722723098,3569.410571749727
2026-04-27,12,2157.0,3292.0,2598.3862024334985,1575.1153198565182,4286.0014295760775,2598.6202958568415,1570.2387023045176,4300.081479675169
2026-05-04,12,2223.0,2971.0,2884.1731926792045,1713.6760377195899,4853.692180118995,2883.1480198570243,1707.6356857878209,4867.39287604471
