region,anio,semana,humedad_relativa_promedio_porcentaje
Los Lagos,2019,50,80.86
Los Lagos,2019,51,81.14
Los Lagos,2019,52,81.0
Los Lagos,2020,1,80.71
Los Lagos,2020,2,83.71
Los Lagos,2020,3,79.29
Los Lagos,2020,4,85.14
Los Lagos,2020,5,77.29
Los Lagos,2020,6,79.57
Los Lagos,2020,7,84.14
Los Lagos,2020,8,72.71
Los Lagos,2020,9,87.0
Los Lagos,2020,10,86.57
Los Lagos,2020,11,83.29
Los Lagos,2020,12,80.71
Los Lagos,2020,13,87.86
Los Lagos,2020,14,82.29
Los Lagos,2020,15,84.43
Los Lagos,2020,16,86.14
Los Lagos,2020,17,82.86
Los Lagos,2020,18,88.0
Los Lagos,2020,19,89.14
Los Lagos,2020,20,91.57
Los Lagos,2020,21,88.57
Los Lagos,2020,22,88.43
Los Lagos,2020,23,83.71
Los Lagos,2020,24,83.29
Los Lagos,2020,25,85.43
Los Lagos,2020,26,82.71
Los Lagos,2020,27,85.43
Los Lagos,2020,28,87.0
Los Lagos,2020,29,88.29
Los Lagos,2020,30,84.0
Los Lagos,2020,31,83.57
Los Lagos,2020,32,87.71
Los Lagos,2020,33,88.43
Los Lagos,2020,34,87.14
Los Lagos,2020,35,85.71
Los Lagos,2020,36,88.14
Los Lagos,2020,37,81.71
Los Lagos,2020,38,80.29
Los Lagos,2020,39,85.71
Los Lagos,2020,40,75.57
Los Lagos,2020,41,83.71
Los Lagos,2020,42,84.29
Los Lagos,2020,43,78.29
Los Lagos,2020,44,85.71
Los Lagos,2020,45,84.0
Los Lagos,2020,46,83.43
Los Lagos,2020,47,83.43
Los Lagos,2020,48,78.43
Los Lagos,2020,49,78.29
Los Lagos,2020,50,83.14
Los Lagos,2020,51,77.29
Los Lagos,2020,52,85.29
Los Lagos,2020,53,78.86
Los Lagos,2021,1,74.0
Los Lagos,2021,2,78.43
Los Lagos,2021,3,83.86
Los Lagos,2021,4,78.0
Los Lagos,2021,5,84.0
Los Lagos,2021,6,75.43
Los Lagos,2021,7,74.14
Los Lagos,2021,8,84.86
Los Lagos,2021,9,86.14
Los Lagos,2021,10,84.0
Los Lagos,2021,11,78.71
Los Lagos,2021,12,82.29
Los Lagos,2021,13,90.14
Los Lagos,2021,14,83.86
Los Lagos,2021,15,87.71
Los Lagos,2021,16,90.86
Los Lagos,2021,17,89.57
Los Lagos,2021,18,88.57
Los Lagos,2021,19,90.57
Los Lagos,2021,20,82.71
Los Lagos,2021,21,92.14
Los Lagos,2021,22,91.29
Los Lagos,2021,23,86.43
Los Lagos,2021,24,73.29
Los Lagos,2021,25,88.57
Los Lagos,2021,26,87.14
Los Lagos,2021,27,88.14
Los Lagos,2021,28,90.14
Los Lagos,2021,29,87.43
Los Lagos,2021,30,85.57
Los Lagos,2021,31,88.29
Los Lagos,2021,32,85.57
Los Lagos,2021,33,87.29
Los Lagos,2021,34,87.14
Los Lagos,2021,35,87.57
Los Lagos,2021,36,86.86
Los Lagos,2021,37,85.57
Los Lagos,2021,38,84.43
Los Lagos,2021,39,82.86
Los Lagos,2021,40,82.29
Los Lagos,2021,41,85.71
Los Lagos,2021,42,82.86
Los Lagos,2021,43,81.29
Los Lagos,2021,44,81.14
Los Lagos,2021,45,86.29
Los Lagos,2021,46,80.57
Los Lagos,2021,47,79.29
Los Lagos,2021,48,76.29
Los Lagos,2021,49,84.0
Los Lagos,2021,50,81.43
Los Lagos,2021,51,80.57
Los Lagos,2021,52,80.14
Los Lagos,2022,1,84.0
Los Lagos,2022,2,78.43
Los Lagos,2022,3,76.0
Los Lagos,2022,4,81.14
Los Lagos,2022,5,81.86
Los Lagos,2022,6,76.29
Los Lagos,2022,7,80.0
Los Lagos,2022,8,77.14
Los Lagos,2022,9,85.43
Los Lagos,2022,10,84.86
Los Lagos,2022,11,82.71
Los Lagos,2022,12,83.86
Los Lagos,2022,13,81.71
Los Lagos,2022,14,91.14
Los Lagos,2022,15,90.0
Los Lagos,2022,16,88.71
Los Lagos,2022,17,86.14
Los Lagos,2022,18,88.57
Los Lagos,2022,19,86.71
Los Lagos,2022,20,78.57
Los Lagos,2022,21,83.29
Los Lagos,2022,22,82.86
Los Lagos,2022,23,87.43
Los Lagos,2022,24,89.86
Los Lagos,2022,25,70.57
Los Lagos,2022,26,89.14
Los Lagos,2022,27,86.43
Los Lagos,2022,28,84.57
Los Lagos,2022,29,88.29
Los Lagos,2022,30,85.29
Los Lagos,2022,31,85.29
Los Lagos,2022,32,87.14
Los Lagos,2022,33,89.71
Los Lagos,2022,34,85.14
Los Lagos,2022,35,89.71
Los Lagos,2022,36,85.86
Los Lagos,2022,37,80.29
Los Lagos,2022,38,84.57
Los Lagos,2022,39,87.57
Los Lagos,2022,40,82.71
Los Lagos,2022,41,82.57
Los Lagos,2022,42,81.29
Los Lagos,2022,43,81.43
Los Lagos,2022,44,86.0
Los Lagos,2022,45,88.57
Los Lagos,2022,46,84.0
Los Lagos,2022,47,80.14
Los Lagos,2022,48,77.0
Los Lagos,2022,49,83.14
Los Lagos,2022,50,80.29
Los Lagos,2022,51,75.86
Los Lagos,2022,52,73.43
Los Lagos,2023,1,86.43
Los Lagos,2023,2,78.14
Los Lagos,2023,3,83.14
Los Lagos,2023,4,79.0
Los Lagos,2023,5,80.43
Los Lagos,2023,6,81.29
Los Lagos,2023,7,75.43
Los Lagos,2023,8,79.71
Los Lagos,2023,9,79.86
Los Lagos,2023,10,84.86
Los Lagos,2023,11,78.29
Los Lagos,2023,12,82.71
Los Lagos,2023,13,82.71
Los Lagos,2023,14,87.71
Los Lagos,2023,15,87.43
Los Lagos,2023,16,90.71
Los Lagos,2023,17,88.14
Los Lagos,2023,18,86.57
Los Lagos,2023,19,93.0
Los Lagos,2023,20,86.0
Los Lagos,2023,21,84.43
Los Lagos,2023,22,85.0
Los Lagos,2023,23,86.86
Los Lagos,2023,24,83.71
Los Lagos,2023,25,85.86
Los Lagos,2023,26,85.86
Los Lagos,2023,27,88.43
Los Lagos,2023,28,85.57
Los Lagos,2023,29,82.86
Los Lagos,2023,30,86.43
Los Lagos,2023,31,80.57
Los Lagos,2023,32,86.14
Los Lagos,2023,33,88.71
Los Lagos,2023,34,80.86
Los Lagos,2023,35,84.57
Los Lagos,2023,36,81.86
Los Lagos,2023,37,87.29
Los Lagos,2023,38,84.14
Los Lagos,2023,39,80.57
Los Lagos,2023,40,82.43
Los Lagos,2023,41,76.14
Los Lagos,2023,42,81.43
Los Lagos,2023,43,79.43
Los Lagos,2023,44,79.57
Los Lagos,2023,45,82.29
Los Lagos,2023,46,82.71
Los Lagos,2023,47,83.14
Los Lagos,2023,48,76.71
Los Lagos,2023,49,82.43
Los Lagos,2023,50,78.0
Los Lagos,2023,51,79.29
Los Lagos,2023,52,80.71
Los Lagos,2024,1,83.71
Los Lagos,2024,2,74.0
Los Lagos,2024,3,76.43
Los Lagos,2024,4,79.43
Los Lagos,2024,5,71.0
Los Lagos,2024,6,76.29
Los Lagos,2024,7,74.43
Los Lagos,2024,8,78.71
Los Lagos,2024,9,77.14
Los Lagos,2024,10,76.29
Los Lagos,2024,11,80.29
Los Lagos,2024,12,85.0
Los Lagos,2024,13,84.0
Los Lagos,2024,14,84.86
Los Lagos,2024,15,76.57
Los Lagos,2024,16,85.57
Los Lagos,2024,17,86.0
Los Lagos,2024,18,87.57
Los Lagos,2024,19,89.29
Los Lagos,2024,20,84.14
Los Lagos,2024,21,83.71
Los Lagos,2024,22,86.57
Los Lagos,2024,23,83.29
Los Lagos,2024,24,83.71
Los Lagos,2024,25,86.71
Los Lagos,2024,26,89.86
Los Lagos,2024,27,88.43
Los Lagos,2024,28,86.71
Los Lagos,2024,29,85.86
Los Lagos,2024,30,86.71
Los Lagos,2024,31,79.57
Los Lagos,2024,32,86.14
Los Lagos,2024,33,85.43
Los Lagos,2024,34,80.86
Los Lagos,2024,35,86.29
Los Lagos,2024,36,85.86
Los Lagos,2024,37,83.0
Los Lagos,2024,38,83.43
Los Lagos,2024,39,84.71
Los Lagos,2024,40,82.71
Los Lagos,2024,41,87.29
Los Lagos,2024,42,86.0
Los Lagos,2024,43,81.57
Los Lagos,2024,44,79.43
Los Lagos,2024,45,82.43
Los Lagos,2024,46,79.0
Los Lagos,2024,47,80.14
Los Lagos,2024,48,81.43
Los Lagos,2024,49,74.71
Los Lagos,2024,50,76.0
Los Lagos,2024,51,77.43
Los Lagos,2024,52,78.86
Los Lagos,2025,1,78.0
Los Lagos,2025,2,75.29
Los Lagos,2025,3,73.14
Los Lagos,2025,4,77.14
Los Lagos,2025,5,72.43
Los Lagos,2025,6,75.43
Los Lagos,2025,7,76.29
Los Lagos,2025,8,78.29
Los Lagos,2025,9,82.0
Los Lagos,2025,10,80.43
Los Lagos,2025,11,77.14
Los Lagos,2025,12,79.71
Los Lagos,2025,13,82.29
Los Lagos,2025,14,79.57
Los Lagos,2025,15,86.0
Los Lagos,2025,16,87.71
Los Lagos,2025,17,90.71
Los Lagos,2025,18,86.43
Los Lagos,2025,19,88.71
Los Lagos,2025,20,87.57
Los Lagos,2025,21,86.29
Los Lagos,2025,22,87.71
Los Lagos,2025,23,87.71
Los Lagos,2025,24,84.43
Los Lagos,2025,25,85.57
Los Lagos,2025,26,80.86
Los Lagos,2025,27,74.0
Los Lagos,2025,28,83.71
Los Lagos,2025,29,80.71
Los Lagos,2025,30,72.0
Los Lagos,2025,31,87.57
Los Lagos,2025,32,87.29
Los Lagos,2025,33,84.43
Los Lagos,2025,34,91.57
Los Lagos,2025,35,84.0
Los Lagos,2025,36,79.57
Los Lagos,2025,37,79.86
Los Lagos,2025,38,86.71
Los Lagos,2025,39,75.71
Los Lagos,2025,40,80.29
Los Lagos,2025,41,84.43
Los Lagos,2025,42,78.29
Los Lagos,2025,43,82.14
Los Lagos,2025,44,69.29
Los Lagos,2025,45,78.43
Los Lagos,2025,46,77.57
Los Lagos,2025,47,77.14
Los Lagos,2025,48,83.14
Los Lagos,2025,49,78.57
Los Lagos,2025,50,81.29
Los Lagos,2025,51,81.71
Los Lagos,2025,52,77.86
Los Lagos,2026,1,77.71
Los Lagos,2026,2,80.14
Los Lagos,2026,3,74.29
Los Lagos,2026,4,79.71
Los Lagos,2026,5,84.29
Los Lagos,2026,6,79.43
Los Lagos,2026,7,77.43
Los Lagos,2026,8,79.14
Los Lagos,2026,9,81.71
Los Lagos,2026,10,77.29
Los Lagos,2026,11,83.57
Los Lagos,2026,12,87.86
Los Lagos,2026,13,80.86
Los Lagos,2026,14,80.29
Los Lagos,2026,15,84.0
Los Lagos,2026,16,83.29
Los Lagos,2026,17,84.0
Los Lagos,2026,18,84.29
Los Lagos,2026,19,86.29
Los Lagos,2026,20,86.57
Los Lagos,2026,21,81.0
Los Lagos,2026,22,87.0
Los Lagos,2026,23,87.0
Los Lagos,2026,24,85.43
Los Lagos,2026,25,89.67
Los Ríos,2014,1,65.4
Los Ríos,2014,2,61.57
Los Ríos,2014,3,61.0
Los Ríos,2014,4,74.0
Los Ríos,2014,5,73.14
Los Ríos,2014,6,78.86
Los Ríos,2014,7,58.0
Los Ríos,2014,8,60.57
Los Ríos,2014,9,62.0
Los Ríos,2014,10,74.14
Los Ríos,2014,11,81.0
Los Ríos,2014,12,69.57
Los Ríos,2014,13,78.0
Los Ríos,2014,14,87.43
Los Ríos,2014,15,81.71
Los Ríos,2014,16,83.86
Los Ríos,2014,17,88.0
Los Ríos,2014,18,87.43
Los Ríos,2014,19,89.57
Los Ríos,2014,20,90.71
Los Ríos,2014,21,84.29
Los Ríos,2014,22,89.57
Los Ríos,2014,23,88.57
Los Ríos,2014,24,90.43
Los Ríos,2014,25,86.14
Los Ríos,2014,26,89.86
Los Ríos,2014,27,88.43
Los Ríos,2014,28,84.14
Los Ríos,2014,29,92.71
Los Ríos,2014,30,89.14
Los Ríos,2014,31,92.0
Los Ríos,2014,32,86.14
Los Ríos,2014,33,85.14
Los Ríos,2014,34,90.43
Los Ríos,2014,35,84.57
Los Ríos,2014,36,86.86
Los Ríos,2014,37,82.86
Los Ríos,2014,38,87.29
Los Ríos,2014,39,83.43
Los Ríos,2014,40,82.57
Los Ríos,2014,41,75.43
Los Ríos,2014,42,84.29
Los Ríos,2014,43,80.86
Los Ríos,2014,44,76.14
Los Ríos,2014,45,79.71
Los Ríos,2014,46,73.43
Los Ríos,2014,47,78.43
Los Ríos,2014,48,72.71
Los Ríos,2014,49,74.0
Los Ríos,2014,50,62.43
Los Ríos,2014,51,66.86
Los Ríos,2014,52,70.71
Los Ríos,2015,1,68.29
Los Ríos,2015,2,58.14
Los Ríos,2015,3,62.43
Los Ríos,2015,4,67.43
Los Ríos,2015,5,64.14
Los Ríos,2015,6,70.14
Los Ríos,2015,7,59.43
Los Ríos,2015,8,58.57
Los Ríos,2015,9,62.43
Los Ríos,2015,10,77.57
Los Ríos,2015,11,62.14
Los Ríos,2015,12,64.14
Los Ríos,2015,13,67.14
Los Ríos,2015,14,85.57
Los Ríos,2015,15,86.43
Los Ríos,2015,16,83.86
Los Ríos,2015,17,83.29
Los Ríos,2015,18,87.14
Los Ríos,2015,19,89.57
Los Ríos,2015,20,93.43
Los Ríos,2015,21,84.29
Los Ríos,2015,22,89.86
Los Ríos,2015,23,91.14
Los Ríos,2015,24,86.14
Los Ríos,2015,25,86.71
Los Ríos,2015,26,85.29
Los Ríos,2015,27,89.14
Los Ríos,2015,28,85.29
Los Ríos,2015,29,85.29
Los Ríos,2015,30,91.0
Los Ríos,2015,31,88.14
Los Ríos,2015,32,81.86
Los Ríos,2015,33,82.0
Los Ríos,2015,34,87.14
Los Ríos,2015,35,91.43
Los Ríos,2015,36,78.29
Los Ríos,2015,37,76.57
Los Ríos,2015,38,75.29
Los Ríos,2015,39,86.86
Los Ríos,2015,40,84.29
Los Ríos,2015,41,71.0
Los Ríos,2015,42,77.57
Los Ríos,2015,43,77.0
Los Ríos,2015,44,72.14
Los Ríos,2015,45,75.14
Los Ríos,2015,46,80.71
Los Ríos,2015,47,78.0
Los Ríos,2015,48,77.43
Los Ríos,2015,49,72.0
Los Ríos,2015,50,74.57
Los Ríos,2015,51,66.43
Los Ríos,2015,52,79.14
Los Ríos,2015,53,67.29
Los Ríos,2016,1,61.29
Los Ríos,2016,2,67.86
Los Ríos,2016,3,61.29
Los Ríos,2016,4,68.0
Los Ríos,2016,5,60.57
Los Ríos,2016,6,69.57
Los Ríos,2016,7,71.86
Los Ríos,2016,8,69.29
Los Ríos,2016,9,59.0
Los Ríos,2016,10,64.57
Los Ríos,2016,11,65.86
Los Ríos,2016,12,70.57
Los Ríos,2016,13,75.29
Los Ríos,2016,14,75.29
Los Ríos,2016,15,78.57
Los Ríos,2016,16,85.86
Los Ríos,2016,17,78.43
Los Ríos,2016,18,89.71
Los Ríos,2016,19,87.29
Los Ríos,2016,20,85.0
Los Ríos,2016,21,84.86
Los Ríos,2016,22,90.29
Los Ríos,2016,23,86.43
Los Ríos,2016,24,89.86
Los Ríos,2016,25,87.86
Los Ríos,2016,26,87.43
Los Ríos,2016,27,93.71
Los Ríos,2016,28,87.0
Los Ríos,2016,29,86.71
Los Ríos,2016,30,87.29
Los Ríos,2016,31,90.14
Los Ríos,2016,32,90.71
Los Ríos,2016,33,86.0
Los Ríos,2016,34,87.43
Los Ríos,2016,35,70.14
Los Ríos,2016,36,82.0
Los Ríos,2016,37,84.57
Los Ríos,2016,38,79.0
Los Ríos,2016,39,83.0
Los Ríos,2016,40,80.71
Los Ríos,2016,41,82.43
Los Ríos,2016,42,82.71
Los Ríos,2016,43,77.0
Los Ríos,2016,44,85.43
Los Ríos,2016,45,70.0
Los Ríos,2016,46,71.71
Los Ríos,2016,47,74.43
Los Ríos,2016,48,71.71
Los Ríos,2016,49,74.71
Los Ríos,2016,50,71.43
Los Ríos,2016,51,78.86
Los Ríos,2016,52,75.29
Los Ríos,2017,1,77.29
Los Ríos,2017,2,72.29
Los Ríos,2017,3,70.14
Los Ríos,2017,4,64.0
Los Ríos,2017,5,64.57
Los Ríos,2017,6,62.86
Los Ríos,2017,7,76.14
Los Ríos,2017,8,83.29
Los Ríos,2017,9,77.14
Los Ríos,2017,10,79.29
Los Ríos,2017,11,73.57
Los Ríos,2017,12,72.14
Los Ríos,2017,13,85.29
Los Ríos,2017,14,86.71
Los Ríos,2017,15,78.71
Los Ríos,2017,16,82.57
Los Ríos,2017,17,88.57
Los Ríos,2017,18,85.0
Los Ríos,2017,19,83.14
Los Ríos,2017,20,83.57
Los Ríos,2017,21,87.29
Los Ríos,2017,22,89.86
Los Ríos,2017,23,89.43
Los Ríos,2017,24,87.29
Los Ríos,2017,25,87.57
Los Ríos,2017,26,93.71
Los Ríos,2017,27,88.43
Los Ríos,2017,28,83.57
Los Ríos,2017,29,89.29
Los Ríos,2017,30,81.71
Los Ríos,2017,31,84.43
Los Ríos,2017,32,87.57
Los Ríos,2017,33,86.14
Los Ríos,2017,34,85.0
Los Ríos,2017,35,86.0
Los Ríos,2017,36,81.43
Los Ríos,2017,37,80.71
Los Ríos,2017,38,85.43
Los Ríos,2017,39,78.57
Los Ríos,2017,40,85.0
Los Ríos,2017,41,76.86
Los Ríos,2017,42,77.86
Los Ríos,2017,43,84.86
Los Ríos,2017,44,84.86
Los Ríos,2017,45,81.43
Los Ríos,2017,46,78.57
Los Ríos,2017,47,67.29
Los Ríos,2017,48,64.86
Los Ríos,2017,49,67.57
Los Ríos,2017,50,79.0
Los Ríos,2017,51,68.43
Los Ríos,2017,52,78.71
Los Ríos,2018,1,81.43
Los Ríos,2018,2,69.29
Los Ríos,2018,3,65.14
Los Ríos,2018,4,63.0
Los Ríos,2018,5,62.0
Los Ríos,2018,6,67.57
Los Ríos,2018,7,74.0
Los Ríos,2018,8,70.71
Los Ríos,2018,9,69.86
Los Ríos,2018,10,74.0
Los Ríos,2018,11,79.14
Los Ríos,2018,12,79.86
Los Ríos,2018,13,82.0
Los Ríos,2018,14,80.14
Los Ríos,2018,15,83.71
Los Ríos,2018,16,88.43
Los Ríos,2018,17,79.43
Los Ríos,2018,18,85.57
Los Ríos,2018,19,91.0
Los Ríos,2018,20,89.14
Los Ríos,2018,21,89.0
Los Ríos,2018,22,81.86
Los Ríos,2018,23,89.29
Los Ríos,2018,24,92.43
Los Ríos,2018,25,88.14
Los Ríos,2018,26,90.57
Los Ríos,2018,27,80.71
Los Ríos,2018,28,89.57
Los Ríos,2018,29,85.0
Los Ríos,2018,30,88.0
Los Ríos,2018,31,88.86
Los Ríos,2018,32,86.43
Los Ríos,2018,33,84.14
Los Ríos,2018,34,85.0
Los Ríos,2018,35,82.71
Los Ríos,2018,36,79.86
Los Ríos,2018,37,83.86
Los Ríos,2018,38,86.57
Los Ríos,2018,39,82.86
Los Ríos,2018,40,78.86
Los Ríos,2018,41,77.57
Los Ríos,2018,42,82.14
Los Ríos,2018,43,84.14
Los Ríos,2018,44,81.14
Los Ríos,2018,45,80.57
Los Ríos,2018,46,79.43
Los Ríos,2018,47,76.14
Los Ríos,2018,48,68.29
Los Ríos,2018,49,67.57
Los Ríos,2018,50,80.0
Los Ríos,2018,51,72.0
Los Ríos,2018,52,73.86
Los Ríos,2019,1,72.86
Los Ríos,2019,2,74.43
Los Ríos,2019,3,69.29
Los Ríos,2019,4,66.0
Los Ríos,2019,5,60.29
Los Ríos,2019,6,65.71
Los Ríos,2019,7,62.71
Los Ríos,2019,8,76.71
Los Ríos,2019,9,72.43
Los Ríos,2019,10,73.43
Los Ríos,2019,11,75.29
Los Ríos,2019,12,75.29
Los Ríos,2019,13,75.29
Los Ríos,2019,14,82.14
Los Ríos,2019,15,85.57
Los Ríos,2019,16,85.71
Los Ríos,2019,17,87.71
Los Ríos,2019,18,92.29
Los Ríos,2019,19,88.57
Los Ríos,2019,20,85.57
Los Ríos,2019,21,88.71
Los Ríos,2019,22,88.14
Los Ríos,2019,23,90.43
Los Ríos,2019,24,84.86
Los Ríos,2019,25,90.14
Los Ríos,2019,26,84.14
Los Ríos,2019,27,86.71
Los Ríos,2019,28,88.43
Los Ríos,2019,29,89.14
Los Ríos,2019,30,88.43
Los Ríos,2019,31,88.71
Los Ríos,2019,32,87.29
Los Ríos,2019,33,84.43
Los Ríos,2019,34,89.43
Los Ríos,2019,35,83.57
Los Ríos,2019,36,72.86
Los Ríos,2019,37,82.57
Los Ríos,2019,38,80.43
Los Ríos,2019,39,80.14
Los Ríos,2019,40,79.43
Los Ríos,2019,41,80.86
Los Ríos,2019,42,72.86
Los Ríos,2019,43,79.57
Los Ríos,2019,44,83.71
Los Ríos,2019,45,72.0
Los Ríos,2019,46,85.71
Los Ríos,2019,47,77.0
Los Ríos,2019,48,80.57
Los Ríos,2019,49,69.14
Los Ríos,2019,50,77.71
Los Ríos,2019,51,76.0
Los Ríos,2019,52,74.71
Los Ríos,2020,1,64.14
Los Ríos,2020,2,77.43
Los Ríos,2020,3,64.14
Los Ríos,2020,4,65.14
Los Ríos,2020,5,70.57
Los Ríos,2020,6,65.43
Los Ríos,2020,7,73.43
Los Ríos,2020,8,61.71
Los Ríos,2020,9,69.14
Los Ríos,2020,10,72.71
Los Ríos,2020,11,75.57
Los Ríos,2020,12,77.0
Los Ríos,2020,13,80.57
Los Ríos,2020,14,70.14
Los Ríos,2020,15,75.86
Los Ríos,2020,16,89.14
Los Ríos,2020,17,84.0
Los Ríos,2020,18,90.71
Los Ríos,2020,19,84.57
Los Ríos,2020,20,93.43
Los Ríos,2020,21,90.0
Los Ríos,2020,22,87.43
Los Ríos,2020,23,88.14
Los Ríos,2020,24,84.86
Los Ríos,2020,25,88.57
Los Ríos,2020,26,89.14
Los Ríos,2020,27,90.14
Los Ríos,2020,28,86.71
Los Ríos,2020,29,90.86
Los Ríos,2020,30,83.29
Los Ríos,2020,31,88.29
Los Ríos,2020,32,89.71
Los Ríos,2020,33,82.86
Los Ríos,2020,34,84.86
Los Ríos,2020,35,84.29
Los Ríos,2020,36,83.14
Los Ríos,2020,37,80.71
Los Ríos,2020,38,80.14
Los Ríos,2020,39,79.86
Los Ríos,2020,40,78.14
Los Ríos,2020,41,81.14
Los Ríos,2020,42,77.43
Los Ríos,2020,43,75.71
Los Ríos,2020,44,77.29
Los Ríos,2020,45,76.43
Los Ríos,2020,46,77.43
Los Ríos,2020,47,78.86
Los Ríos,2020,48,78.0
Los Ríos,2020,49,65.57
Los Ríos,2020,50,80.71
Los Ríos,2020,51,71.29
Los Ríos,2020,52,77.57
Los Ríos,2020,53,70.29
Los Ríos,2021,1,64.14
Los Ríos,2021,2,67.14
Los Ríos,2021,3,60.71
Los Ríos,2021,4,70.43
Los Ríos,2021,5,61.57
Los Ríos,2021,6,59.71
Los Ríos,2021,7,67.57
Los Ríos,2021,8,69.71
Los Ríos,2021,9,68.43
Los Ríos,2021,10,74.29
Los Ríos,2021,11,73.29
Los Ríos,2021,12,68.86
Los Ríos,2021,13,78.86
Los Ríos,2021,14,84.57
Los Ríos,2021,15,84.57
Los Ríos,2021,16,85.43
Los Ríos,2021,17,90.57
Los Ríos,2021,18,83.29
Los Ríos,2021,19,89.86
Los Ríos,2021,20,90.29
Los Ríos,2021,21,90.86
Los Ríos,2021,22,92.0
Los Ríos,2021,23,88.43
Los Ríos,2021,24,80.14
Los Ríos,2021,25,87.43
Los Ríos,2021,26,88.29
Los Ríos,2021,27,90.14
Los Ríos,2021,28,90.29
Los Ríos,2021,29,88.86
Los Ríos,2021,30,84.71
Los Ríos,2021,31,86.86
Los Ríos,2021,32,85.57
Los Ríos,2021,33,87.0
Los Ríos,2021,34,85.86
Los Ríos,2021,35,88.43
Los Ríos,2021,36,86.71
Los Ríos,2021,37,85.86
Los Ríos,2021,38,80.14
Los Ríos,2021,39,81.71
Los Ríos,2021,40,73.14
Los Ríos,2021,41,81.14
Los Ríos,2021,42,80.71
Los Ríos,2021,43,78.29
Los Ríos,2021,44,76.57
Los Ríos,2021,45,81.43
Los Ríos,2021,46,74.29
Los Ríos,2021,47,72.86
Los Ríos,2021,48,63.57
Los Ríos,2021,49,72.86
Los Ríos,2021,50,70.86
Los Ríos,2021,51,63.86
Los Ríos,2021,52,76.71
Los Ríos,2022,1,78.86
Los Ríos,2022,2,74.43
Los Ríos,2022,3,75.0
Los Ríos,2022,4,75.86
Los Ríos,2022,5,69.57
Los Ríos,2022,6,60.29
Los Ríos,2022,7,73.71
Los Ríos,2022,8,75.29
Los Ríos,2022,9,83.86
Los Ríos,2022,10,76.71
Los Ríos,2022,11,76.29
Los Ríos,2022,12,80.29
Los Ríos,2022,13,79.14
Los Ríos,2022,14,90.0
Los Ríos,2022,15,85.71
Los Ríos,2022,16,87.86
Los Ríos,2022,17,84.29
Los Ríos,2022,18,92.29
Los Ríos,2022,19,84.86
Los Ríos,2022,20,82.57
Los Ríos,2022,21,85.57
Los Ríos,2022,22,88.57
Los Ríos,2022,23,88.14
Los Ríos,2022,24,91.29
Los Ríos,2022,25,75.57
Los Ríos,2022,26,90.0
Los Ríos,2022,27,85.14
Los Ríos,2022,28,87.14
Los Ríos,2022,29,92.14
Los Ríos,2022,30,87.0
Los Ríos,2022,31,87.86
Los Ríos,2022,32,86.71
Los Ríos,2022,33,85.43
Los Ríos,2022,34,83.86
Los Ríos,2022,35,83.0
Los Ríos,2022,36,83.0
Los Ríos,2022,37,85.14
Los Ríos,2022,38,85.43
Los Ríos,2022,39,78.71
Los Ríos,2022,40,82.29
Los Ríos,2022,41,76.86
Los Ríos,2022,42,76.29
Los Ríos,2022,43,81.43
Los Ríos,2022,44,77.86
Los Ríos,2022,45,85.71
Los Ríos,2022,46,83.0
Los Ríos,2022,47,67.29
Los Ríos,2022,48,72.29
Los Ríos,2022,49,83.29
Los Ríos,2022,50,72.86
Los Ríos,2022,51,69.57
Los Ríos,2022,52,64.43
Los Ríos,2023,1,75.43
Los Ríos,2023,2,66.57
Los Ríos,2023,3,70.43
Los Ríos,2023,4,71.0
Los Ríos,2023,5,57.0
Los Ríos,2023,6,71.57
Los Ríos,2023,7,63.86
Los Ríos,2023,8,65.43
Los Ríos,2023,9,68.29
Los Ríos,2023,10,85.43
Los Ríos,2023,11,82.0
Los Ríos,2023,12,73.57
Los Ríos,2023,13,79.29
Los Ríos,2023,14,81.57
Los Ríos,2023,15,81.57
Los Ríos,2023,16,87.57
Los Ríos,2023,17,88.57
Los Ríos,2023,18,85.57
Los Ríos,2023,19,92.29
Los Ríos,2023,20,88.29
Los Ríos,2023,21,85.14
Los Ríos,2023,22,88.29
Los Ríos,2023,23,87.43
Los Ríos,2023,24,85.57
Los Ríos,2023,25,90.29
Los Ríos,2023,26,89.57
Los Ríos,2023,27,88.0
Los Ríos,2023,28,88.57
Los Ríos,2023,29,90.29
Los Ríos,2023,30,92.71
Los Ríos,2023,31,81.0
Los Ríos,2023,32,86.57
Los Ríos,2023,33,89.71
Los Ríos,2023,34,82.14
Los Ríos,2023,35,80.71
Los Ríos,2023,36,86.0
Los Ríos,2023,37,87.29
Los Ríos,2023,38,79.43
Los Ríos,2023,39,78.57
Los Ríos,2023,40,80.14
Los Ríos,2023,41,73.29
Los Ríos,2023,42,71.71
Los Ríos,2023,43,76.29
Los Ríos,2023,44,78.14
Los Ríos,2023,45,79.71
Los Ríos,2023,46,85.29
Los Ríos,2023,47,76.57
Los Ríos,2023,48,78.29
Los Ríos,2023,49,76.71
Los Ríos,2023,50,75.86
Los Ríos,2023,51,70.71
Los Ríos,2023,52,66.86
Los Ríos,2024,1,74.43
Los Ríos,2024,2,65.14
Los Ríos,2024,3,59.86
Los Ríos,2024,4,63.29
Los Ríos,2024,5,64.86
Los Ríos,2024,6,75.14
Los Ríos,2024,7,62.14
Los Ríos,2024,8,68.57
Los Ríos,2024,9,68.57
Los Ríos,2024,10,71.0
