fecha,semana,prediccion,ic_inferior,ic_superior
2026-05-11,18,18023.487633734178,13703.704449136101,23704.88549825427
2026-05-18,19,19399.12396961271,13156.611032664856,28603.342315788548
2026-05-25,20,20525.778166920918,13114.976104334264,32123.83909411392
2026-06-01,21,21256.780565788464,13154.55890760242,34348.98374125106
