fecha,semana,prediccion,ic_inferior,ic_superior
2026-05-11,18,5964.498682174738,4613.0677789276615,7711.755042211197
2026-05-18,19,6564.760977619595,4589.640973154789,9389.674955268092
2026-05-25,20,7163.43967097648,4732.30160177466,10843.26899393368
2026-06-01,21,7609.37580993347,4885.233396044917,11852.265137785102
