fecha,semana,prediccion,ic_inferior,ic_superior
2026-05-11,18,1231.2844393717044,851.5628692289004,1780.1295733428599
2026-05-18,19,1430.349509798363,875.304448939775,2336.9561996732687
2026-05-25,20,1625.0859917637713,948.1280233146713,2784.8788147210057
2026-06-01,21,1764.646078463019,1017.965121842187,3058.4826138461913
