fecha,semana,prediccion,ic_inferior,ic_superior
2026-05-11,18,24083.423247466584,18567.177647404045,31238.438472531256
2026-05-18,19,27035.47547420331,18348.5316558761,39834.9489373189
2026-05-25,20,29363.281871482184,18772.340813890216,45929.08023323576
2026-06-01,21,30831.88486443955,19277.2712419691,49311.86509726914
