fecha,semana,prediccion,ic_inferior,ic_superior
2026-05-11,18,2744.0619010779133,2035.4829946720356,3699.185496497614
2026-05-18,19,2825.317864084419,1862.606753721734,4285.350998079429
2026-05-25,20,2887.745734390917,1779.2639264354605,4686.424035305944
2026-06-01,21,2925.316816214421,1738.1625758055575,4922.823814971914
