fecha,semana,prediccion,ic_inferior,ic_superior
2026-05-11,18,5709.483404756724,4426.823371276746,7363.706760332918
2026-05-18,19,5955.785988726487,4123.574866323515,8601.898593308022
2026-05-25,20,6201.5088636004975,4012.233990968757,9585.06358104631
2026-06-01,21,6383.274160967347,3964.291904490571,10277.92965868088
