region,anio,semana,radiacion_solar_media_MJ_m2
Los Lagos,2024,40,15.03
Los Lagos,2024,41,16.36
Los Lagos,2024,42,16.81
Los Lagos,2024,43,18.22
Los Lagos,2024,44,21.11
Los Lagos,2024,45,15.58
Los Lagos,2024,46,19.73
Los Lagos,2024,47,22.42
Los Lagos,2024,48,20.92
Los Lagos,2024,49,22.02
Los Lagos,2024,50,27.22
Los Lagos,2024,51,22.22
Los Lagos,2024,52,28.14
Los Lagos,2025,1,25.01
Los Lagos,2025,2,25.69
Los Lagos,2025,3,22.21
Los Lagos,2025,4,23.74
Los Lagos,2025,5,27.12
Los Lagos,2025,6,22.21
Los Lagos,2025,7,19.31
Los Lagos,2025,8,15.17
Los Lagos,2025,9,13.26
Los Lagos,2025,10,15.52
Los Lagos,2025,11,19.29
Los Lagos,2025,12,15.64
Los Lagos,2025,13,12.05
Los Lagos,2025,14,14.37
Los Lagos,2025,15,7.69
Los Lagos,2025,16,9.54
Los Lagos,2025,17,5.84
Los Lagos,2025,18,7.22
Los Lagos,2025,19,5.47
Los Lagos,2025,20,4.29
Los Lagos,2025,21,5.64
Los Lagos,2025,22,4.84
Los Lagos,2025,23,5.34
Los Lagos,2025,24,3.67
Los Lagos,2025,25,3.6
Los Lagos,2025,26,4.32
Los Lagos,2025,27,4.66
Los Lagos,2025,28,6.5
Los Lagos,2025,29,4.9
Los Lagos,2025,30,5.12
Los Lagos,2025,31,4.79
Los Lagos,2025,32,6.35
Los Lagos,2025,33,9.21
Los Lagos,2025,34,5.49
Los Lagos,2025,35,11.34
Los Lagos,2025,36,12.55
Los Lagos,2025,37,11.77
Los Lagos,2025,38,8.49
Los Lagos,2025,39,14.8
Los Lagos,2025,40,12.12
Los Lagos,2025,41,10.6
Los Lagos,2025,42,18.33
Los Lagos,2025,43,15.96
Los Lagos,2025,44,21.58
Los Lagos,2025,45,23.68
Los Lagos,2025,46,21.58
Los Lagos,2025,47,22.25
Los Lagos,2025,48,23.61
Los Lagos,2025,49,19.35
Los Lagos,2025,50,19.19
Los Lagos,2025,51,18.28
Los Lagos,2025,52,20.93
Los Lagos,2026,1,26.8
Los Lagos,2026,2,23.82
Los Lagos,2026,3,23.72
Los Lagos,2026,4,23.34
Los Lagos,2026,5,17.67
Los Lagos,2026,6,20.3
Los Lagos,2026,7,19.01
Los Lagos,2026,8,22.6
Los Lagos,2026,9,16.21
Los Lagos,2026,10,17.78
Los Lagos,2026,11,13.36
Los Lagos,2026,12,7.94
Los Lagos,2026,13,11.24
Los Lagos,2026,14,13.81
Los Lagos,2026,15,12.14
Los Lagos,2026,16,9.67
Los Lagos,2026,17,8.45
Los Lagos,2026,18,6.07
Los Lagos,2026,19,6.28
Los Lagos,2026,20,6.51
Los Lagos,2026,21,8.2
Los Lagos,2026,22,6.28
Los Lagos,2026,23,5.61
Los Lagos,2026,24,4.72
Los Lagos,2026,25,6.81
Los Ríos,2014,1,28.08
Los Ríos,2014,2,30.6
Los Ríos,2014,3,31.17
Los Ríos,2014,4,23.84
Los Ríos,2014,5,23.44
Los Ríos,2014,6,21.78
Los Ríos,2014,7,26.49
Los Ríos,2014,8,24.65
Los Ríos,2014,9,23.93
Los Ríos,2014,10,18.02
Los Ríos,2014,11,12.38
Los Ríos,2014,12,18.21
Los Ríos,2014,13,13.31
Los Ríos,2014,14,14.37
Los Ríos,2014,15,11.3
Los Ríos,2014,16,11.84
Los Ríos,2014,17,10.7
Los Ríos,2014,18,8.0
Los Ríos,2014,19,7.09
Los Ríos,2014,20,4.55
Los Ríos,2014,21,7.49
Los Ríos,2014,22,3.81
Los Ríos,2014,23,4.8
Los Ríos,2014,24,4.02
Los Ríos,2014,25,6.04
Los Ríos,2014,26,6.51
Los Ríos,2014,27,5.11
Los Ríos,2014,28,6.5
Los Ríos,2014,29,5.08
Los Ríos,2014,30,5.44
Los Ríos,2014,31,5.11
Los Ríos,2014,32,8.15
Los Ríos,2014,33,8.88
Los Ríos,2014,34,8.11
Los Ríos,2014,35,11.53
Los Ríos,2014,36,10.63
Los Ríos,2014,37,13.71
Los Ríos,2014,38,11.63
Los Ríos,2014,39,12.28
Los Ríos,2014,40,17.46
Los Ríos,2014,41,20.96
Los Ríos,2014,42,18.04
Los Ríos,2014,43,21.55
Los Ríos,2014,44,22.08
Los Ríos,2014,45,24.48
Los Ríos,2014,46,27.07
Los Ríos,2014,47,24.78
Los Ríos,2014,48,23.4
Los Ríos,2014,49,26.75
Los Ríos,2014,50,32.48
Los Ríos,2014,51,27.54
Los Ríos,2014,52,31.2
Los Ríos,2015,1,28.38
Los Ríos,2015,2,32.1
Los Ríos,2015,3,28.32
Los Ríos,2015,4,29.3
Los Ríos,2015,5,28.61
Los Ríos,2015,6,25.01
Los Ríos,2015,7,26.86
Los Ríos,2015,8,26.01
Los Ríos,2015,9,23.96
Los Ríos,2015,10,19.19
Los Ríos,2015,11,22.19
Los Ríos,2015,12,19.43
Los Ríos,2015,13,18.3
Los Ríos,2015,14,10.36
Los Ríos,2015,15,12.14
Los Ríos,2015,16,9.72
Los Ríos,2015,17,11.91
Los Ríos,2015,18,9.28
Los Ríos,2015,19,7.58
Los Ríos,2015,20,5.42
Los Ríos,2015,21,6.08
Los Ríos,2015,22,5.77
Los Ríos,2015,23,3.84
Los Ríos,2015,24,5.87
Los Ríos,2015,25,5.25
Los Ríos,2015,26,5.5
Los Ríos,2015,27,5.95
Los Ríos,2015,28,5.57
Los Ríos,2015,29,5.1
Los Ríos,2015,30,4.11
Los Ríos,2015,31,6.85
Los Ríos,2015,32,5.92
Los Ríos,2015,33,10.88
Los Ríos,2015,34,7.9
Los Ríos,2015,35,6.82
Los Ríos,2015,36,14.55
Los Ríos,2015,37,13.72
Los Ríos,2015,38,16.41
Los Ríos,2015,39,11.57
Los Ríos,2015,40,12.66
Los Ríos,2015,41,23.11
Los Ríos,2015,42,19.93
Los Ríos,2015,43,21.48
Los Ríos,2015,44,23.21
Los Ríos,2015,45,25.88
Los Ríos,2015,46,23.46
Los Ríos,2015,47,21.7
Los Ríos,2015,48,24.16
Los Ríos,2015,49,27.52
Los Ríos,2015,50,22.39
Los Ríos,2015,51,30.38
Los Ríos,2015,52,25.78
Los Ríos,2015,53,29.88
Los Ríos,2016,1,29.55
Los Ríos,2016,2,29.13
Los Ríos,2016,3,29.82
Los Ríos,2016,4,25.85
Los Ríos,2016,5,28.67
Los Ríos,2016,6,22.6
Los Ríos,2016,7,23.74
Los Ríos,2016,8,20.32
Los Ríos,2016,9,22.85
Los Ríos,2016,10,21.15
Los Ríos,2016,11,20.49
Los Ríos,2016,12,16.67
Los Ríos,2016,13,15.26
Los Ríos,2016,14,14.73
Los Ríos,2016,15,11.74
Los Ríos,2016,16,9.57
Los Ríos,2016,17,11.36
Los Ríos,2016,18,8.19
Los Ríos,2016,19,7.53
Los Ríos,2016,20,8.91
Los Ríos,2016,21,6.06
Los Ríos,2016,22,6.57
Los Ríos,2016,23,6.75
Los Ríos,2016,24,7.17
Los Ríos,2016,25,7.21
Los Ríos,2016,26,7.82
Los Ríos,2016,27,3.96
Los Ríos,2016,28,5.37
Los Ríos,2016,29,5.56
Los Ríos,2016,30,6.16
Los Ríos,2016,31,7.24
Los Ríos,2016,32,7.09
Los Ríos,2016,33,9.0
Los Ríos,2016,34,10.37
Los Ríos,2016,35,14.51
Los Ríos,2016,36,12.54
Los Ríos,2016,37,12.23
Los Ríos,2016,38,17.58
Los Ríos,2016,39,15.29
Los Ríos,2016,40,17.03
Los Ríos,2016,41,15.15
Los Ríos,2016,42,20.17
Los Ríos,2016,43,25.1
Los Ríos,2016,44,14.87
Los Ríos,2016,45,24.17
Los Ríos,2016,46,24.84
Los Ríos,2016,47,27.1
Los Ríos,2016,48,29.5
Los Ríos,2016,49,25.31
Los Ríos,2016,50,29.37
Los Ríos,2016,51,23.86
Los Ríos,2016,52,30.4
Los Ríos,2017,1,20.82
Los Ríos,2017,2,27.26
Los Ríos,2017,3,28.03
Los Ríos,2017,4,27.5
Los Ríos,2017,5,26.77
Los Ríos,2017,6,25.59
Los Ríos,2017,7,17.13
Los Ríos,2017,8,19.24
Los Ríos,2017,9,19.55
Los Ríos,2017,10,16.8
Los Ríos,2017,11,20.52
Los Ríos,2017,12,17.25
Los Ríos,2017,13,14.7
Los Ríos,2017,14,8.92
Los Ríos,2017,15,13.69
Los Ríos,2017,16,10.98
Los Ríos,2017,17,8.95
Los Ríos,2017,18,6.63
Los Ríos,2017,19,6.4
Los Ríos,2017,20,6.38
Los Ríos,2017,21,8.78
Los Ríos,2017,22,4.7
Los Ríos,2017,23,4.29
Los Ríos,2017,24,3.17
Los Ríos,2017,25,3.77
Los Ríos,2017,26,4.37
Los Ríos,2017,27,5.05
Los Ríos,2017,28,6.68
Los Ríos,2017,29,5.24
Los Ríos,2017,30,7.91
Los Ríos,2017,31,8.61
Los Ríos,2017,32,5.07
Los Ríos,2017,33,7.93
Los Ríos,2017,34,6.81
Los Ríos,2017,35,9.65
Los Ríos,2017,36,11.95
Los Ríos,2017,37,14.55
Los Ríos,2017,38,13.96
Los Ríos,2017,39,14.94
Los Ríos,2017,40,12.03
Los Ríos,2017,41,22.3
Los Ríos,2017,42,16.82
Los Ríos,2017,43,14.43
Los Ríos,2017,44,14.18
Los Ríos,2017,45,24.58
Los Ríos,2017,46,17.92
Los Ríos,2017,47,30.08
Los Ríos,2017,48,30.5
Los Ríos,2017,49,30.21
Los Ríos,2017,50,20.77
Los Ríos,2017,51,27.86
Los Ríos,2017,52,19.8
Los Ríos,2018,1,18.98
Los Ríos,2018,2,30.03
Los Ríos,2018,3,27.84
Los Ríos,2018,4,29.74
Los Ríos,2018,5,29.7
Los Ríos,2018,6,24.0
Los Ríos,2018,7,23.6
Los Ríos,2018,8,19.86
Los Ríos,2018,9,22.89
Los Ríos,2018,10,17.25
Los Ríos,2018,11,13.53
Los Ríos,2018,12,14.79
Los Ríos,2018,13,14.41
Los Ríos,2018,14,11.29
Los Ríos,2018,15,10.69
Los Ríos,2018,16,8.17
Los Ríos,2018,17,10.92
Los Ríos,2018,18,7.71
Los Ríos,2018,19,6.54
Los Ríos,2018,20,5.94
Los Ríos,2018,21,6.51
Los Ríos,2018,22,7.87
Los Ríos,2018,23,3.84
Los Ríos,2018,24,4.19
Los Ríos,2018,25,4.46
Los Ríos,2018,26,2.19
Los Ríos,2018,27,5.04
Los Ríos,2018,28,5.03
Los Ríos,2018,29,7.73
Los Ríos,2018,30,7.98
Los Ríos,2018,31,6.3
Los Ríos,2018,32,7.11
Los Ríos,2018,33,10.12
Los Ríos,2018,34,8.87
Los Ríos,2018,35,9.43
Los Ríos,2018,36,14.38
Los Ríos,2018,37,13.07
Los Ríos,2018,38,11.43
Los Ríos,2018,39,11.8
Los Ríos,2018,40,15.35
Los Ríos,2018,41,17.9
Los Ríos,2018,42,17.08
Los Ríos,2018,43,15.04
Los Ríos,2018,44,14.37
Los Ríos,2018,45,22.21
Los Ríos,2018,46,21.06
Los Ríos,2018,47,23.3
Los Ríos,2018,48,29.75
Los Ríos,2018,49,28.3
Los Ríos,2018,50,22.24
Los Ríos,2018,51,30.43
Los Ríos,2018,52,26.48
Los Ríos,2019,1,25.91
Los Ríos,2019,2,23.26
Los Ríos,2019,3,27.01
Los Ríos,2019,4,28.03
Los Ríos,2019,5,28.31
Los Ríos,2019,6,25.89
Los Ríos,2019,7,26.94
Los Ríos,2019,8,18.94
Los Ríos,2019,9,20.86
Los Ríos,2019,10,18.81
Los Ríos,2019,11,18.88
Los Ríos,2019,12,15.35
Los Ríos,2019,13,16.33
Los Ríos,2019,14,14.13
Los Ríos,2019,15,9.63
Los Ríos,2019,16,12.06
Los Ríos,2019,17,9.45
Los Ríos,2019,18,5.75
Los Ríos,2019,19,6.62
Los Ríos,2019,20,7.06
Los Ríos,2019,21,8.11
Los Ríos,2019,22,4.35
Los Ríos,2019,23,3.42
Los Ríos,2019,24,5.4
Los Ríos,2019,25,5.57
Los Ríos,2019,26,6.01
Los Ríos,2019,27,5.65
Los Ríos,2019,28,4.79
Los Ríos,2019,29,4.02
Los Ríos,2019,30,6.72
Los Ríos,2019,31,6.98
Los Ríos,2019,32,6.68
Los Ríos,2019,33,8.61
Los Ríos,2019,34,5.46
Los Ríos,2019,35,9.66
Los Ríos,2019,36,10.79
Los Ríos,2019,37,11.01
Los Ríos,2019,38,13.17
Los Ríos,2019,39,14.82
Los Ríos,2019,40,15.77
Los Ríos,2019,41,19.03
Los Ríos,2019,42,17.26
Los Ríos,2019,43,19.37
Los Ríos,2019,44,16.73
Los Ríos,2019,45,25.91
Los Ríos,2019,46,20.5
Los Ríos,2019,47,24.36
Los Ríos,2019,48,21.36
Los Ríos,2019,49,30.62
Los Ríos,2019,50,25.53
Los Ríos,2019,51,25.99
Los Ríos,2019,52,26.39
Los Ríos,2020,1,30.44
Los Ríos,2020,2,23.08
Los Ríos,2020,3,29.24
Los Ríos,2020,4,29.18
Los Ríos,2020,5,26.25
Los Ríos,2020,6,25.04
Los Ríos,2020,7,22.33
Los Ríos,2020,8,25.73
Los Ríos,2020,9,22.47
Los Ríos,2020,10,21.66
Los Ríos,2020,11,18.64
Los Ríos,2020,12,16.68
Los Ríos,2020,13,13.62
Los Ríos,2020,14,17.32
Los Ríos,2020,15,15.03
Los Ríos,2020,16,6.76
Los Ríos,2020,17,9.13
Los Ríos,2020,18,7.03
Los Ríos,2020,19,7.62
Los Ríos,2020,20,5.06
Los Ríos,2020,21,6.33
Los Ríos,2020,22,7.79
Los Ríos,2020,23,5.26
Los Ríos,2020,24,5.19
Los Ríos,2020,25,3.36
Los Ríos,2020,26,3.68
Los Ríos,2020,27,3.3
Los Ríos,2020,28,4.03
Los Ríos,2020,29,4.03
Los Ríos,2020,30,5.48
Los Ríos,2020,31,6.94
Los Ríos,2020,32,6.52
Los Ríos,2020,33,7.87
Los Ríos,2020,34,10.93
Los Ríos,2020,35,7.5
Los Ríos,2020,36,14.01
Los Ríos,2020,37,11.54
Los Ríos,2020,38,14.16
Los Ríos,2020,39,16.06
Los Ríos,2020,40,14.5
Los Ríos,2020,41,17.08
Los Ríos,2020,42,21.58
Los Ríos,2020,43,23.11
Los Ríos,2020,44,21.54
Los Ríos,2020,45,23.07
Los Ríos,2020,46,22.87
Los Ríos,2020,47,23.26
Los Ríos,2020,48,21.22
Los Ríos,2020,49,31.27
Los Ríos,2020,50,22.08
Los Ríos,2020,51,26.62
Los Ríos,2020,52,28.81
Los Ríos,2020,53,28.09
Los Ríos,2021,1,28.08
Los Ríos,2021,2,28.8
Los Ríos,2021,3,30.8
Los Ríos,2021,4,22.05
Los Ríos,2021,5,28.54
Los Ríos,2021,6,27.01
Los Ríos,2021,7,23.56
Los Ríos,2021,8,23.34
Los Ríos,2021,9,21.9
Los Ríos,2021,10,19.82
Los Ríos,2021,11,16.43
Los Ríos,2021,12,18.15
Los Ríos,2021,13,15.96
Los Ríos,2021,14,9.26
Los Ríos,2021,15,11.66
Los Ríos,2021,16,8.94
Los Ríos,2021,17,6.57
Los Ríos,2021,18,9.99
Los Ríos,2021,19,8.93
Los Ríos,2021,20,4.82
Los Ríos,2021,21,3.87
Los Ríos,2021,22,4.49
Los Ríos,2021,23,3.26
Los Ríos,2021,24,7.72
Los Ríos,2021,25,5.03
Los Ríos,2021,26,4.95
Los Ríos,2021,27,3.27
Los Ríos,2021,28,6.55
Los Ríos,2021,29,5.66
Los Ríos,2021,30,8.88
Los Ríos,2021,31,8.27
Los Ríos,2021,32,10.38
Los Ríos,2021,33,6.22
Los Ríos,2021,34,7.74
Los Ríos,2021,35,8.92
Los Ríos,2021,36,10.59
Los Ríos,2021,37,12.42
Los Ríos,2021,38,17.57
Los Ríos,2021,39,12.28
Los Ríos,2021,40,21.6
Los Ríos,2021,41,16.83
Los Ríos,2021,42,17.59
Los Ríos,2021,43,22.92
Los Ríos,2021,44,22.64
Los Ríos,2021,45,16.73
Los Ríos,2021,46,27.45
Los Ríos,2021,47,23.81
Los Ríos,2021,48,28.63
Los Ríos,2021,49,27.24
Los Ríos,2021,50,28.85
Los Ríos,2021,51,31.11
Los Ríos,2021,52,22.69
Los Ríos,2022,1,23.35
Los Ríos,2022,2,28.5
Los Ríos,2022,3,25.1
Los Ríos,2022,4,25.91
Los Ríos,2022,5,26.14
Los Ríos,2022,6,27.04
Los Ríos,2022,7,23.45
Los Ríos,2022,8,18.43
Los Ríos,2022,9,13.24
Los Ríos,2022,10,18.19
Los Ríos,2022,11,17.05
Los Ríos,2022,12,15.78
Los Ríos,2022,13,12.7
Los Ríos,2022,14,7.94
Los Ríos,2022,15,11.15
Los Ríos,2022,16,6.52
Los Ríos,2022,17,9.29
Los Ríos,2022,18,7.35
Los Ríos,2022,19,8.1
Los Ríos,2022,20,6.3
Los Ríos,2022,21,6.65
Los Ríos,2022,22,5.89
Los Ríos,2022,23,5.15
Los Ríos,2022,24,3.2
Los Ríos,2022,25,5.93
Los Ríos,2022,26,3.21
Los Ríos,2022,27,3.24
Los Ríos,2022,28,6.25
Los Ríos,2022,29,3.42
Los Ríos,2022,30,7.51
Los Ríos,2022,31,5.23
Los Ríos,2022,32,6.76
Los Ríos,2022,33,9.69
Los Ríos,2022,34,9.96
Los Ríos,2022,35,13.36
Los Ríos,2022,36,13.2
Los Ríos,2022,37,10.2
Los Ríos,2022,38,13.49
Los Ríos,2022,39,19.03
Los Ríos,2022,40,15.08
Los Ríos,2022,41,19.04
Los Ríos,2022,42,20.36
Los Ríos,2022,43,15.96
Los Ríos,2022,44,23.58
Los Ríos,2022,45,17.25
Los Ríos,2022,46,21.32
Los Ríos,2022,47,28.57
Los Ríos,2022,48,29.62
Los Ríos,2022,49,23.11
Los Ríos,2022,50,25.04
Los Ríos,2022,51,28.63
Los Ríos,2022,52,31.33
Los Ríos,2023,1,27.71
Los Ríos,2023,2,25.04
Los Ríos,2023,3,26.4
Los Ríos,2023,4,27.09
Los Ríos,2023,5,27.57
Los Ríos,2023,6,25.08
Los Ríos,2023,7,20.48
Los Ríos,2023,8,24.61
Los Ríos,2023,9,21.54
Los Ríos,2023,10,9.27
Los Ríos,2023,11,12.57
Los Ríos,2023,12,19.47
Los Ríos,2023,13,13.24
Los Ríos,2023,14,12.55
Los Ríos,2023,15,11.23
Los Ríos,2023,16,8.31
Los Ríos,2023,17,6.7
Los Ríos,2023,18,9.46
Los Ríos,2023,19,6.29
Los Ríos,2023,20,5.16
Los Ríos,2023,21,5.64
Los Ríos,2023,22,5.68
Los Ríos,2023,23,3.93
Los Ríos,2023,24,6.46
Los Ríos,2023,25,2.91
Los Ríos,2023,26,4.2
Los Ríos,2023,27,5.02
Los Ríos,2023,28,7.45
Los Ríos,2023,29,4.47
Los Ríos,2023,30,3.77
Los Ríos,2023,31,8.6
Los Ríos,2023,32,6.18
Los Ríos,2023,33,6.12
Los Ríos,2023,34,12.49
Los Ríos,2023,35,11.07
Los Ríos,2023,36,10.01
Los Ríos,2023,37,9.68
Los Ríos,2023,38,13.93
Los Ríos,2023,39,15.88
Los Ríos,2023,40,15.77
Los Ríos,2023,41,19.87
Los Ríos,2023,42,23.15
Los Ríos,2023,43,18.6
Los Ríos,2023,44,22.08
Los Ríos,2023,45,18.2
Los Ríos,2023,46,10.78
Los Ríos,2023,47,27.32
Los Ríos,2023,48,22.07
Los Ríos,2023,49,27.69
Los Ríos,2023,50,22.12
Los Ríos,2023,51,28.5
Los Ríos,2023,52,31.36
Los Ríos,2024,1,28.76
Los Ríos,2024,2,26.33
Los Ríos,2024,3,30.75
Los Ríos,2024,4,28.36
Los Ríos,2024,5,27.78
Los Ríos,2024,6,17.5
Los Ríos,2024,7,26.96
Los Ríos,2024,8,22.74
Los Ríos,2024,9,20.99
Los Ríos,2024,10,20.84
Los Ríos,2024,11,15.56
Los Ríos,2024,12,13.44
Los Ríos,2024,13,15.54
Los Ríos,2024,14,9.96
Los Ríos,2024,15,14.23
Los Ríos,2024,16,8.61
Los Ríos,2024,17,7.02
Los Ríos,2024,18,6.64
Los Ríos,2024,19,6.56
Los Ríos,2024,20,8.6
Los Ríos,2024,21,7.03
Los Ríos,2024,22,5.23
Los Ríos,2024,23,2.97
Los Ríos,2024,24,2.54
Los Ríos,2024,25,4.19
Los Ríos,2024,26,5.19
Los Ríos,2024,27,5.83
Los Ríos,2024,28,7.4
Los Ríos,2024,29,7.27
Los Ríos,2024,30,7.39
Los Ríos,2024,31,4.98
Los Ríos,2024,32,8.26
Los Ríos,2024,33,9.9
Los Ríos,2024,34,9.69
Los Ríos,2024,35,11.13
Los Ríos,2024,36,8.91
Los Ríos,2024,37,12.0
Los Ríos,2024,38,12.02
Los Ríos,2024,39,11.89
Los Ríos,2024,40,18.42
Los Ríos,2024,41,19.35
Los Ríos,2024,42,15.94
Los Ríos,2024,43,21.13
Los Ríos,2024,44,22.71
Los Ríos,2024,45,18.19
Los Ríos,2024,46,23.93
Los Ríos,2024,47,23.69
Los Ríos,2024,48,24.59
Los Ríos,2024,49,25.95
Los Ríos,2024,50,28.87
Los Ríos,2024,51,24.6
Los Ríos,2024,52,31.41
Los Ríos,2025,1,27.17
Los Ríos,2025,2,30.67
Los Ríos,2025,3,26.87
Los Ríos,2025,4,26.38
Los Ríos,2025,5,27.06
Los Ríos,2025,6,25.44
Los Ríos,2025,7,24.84
Los Ríos,2025,8,20.34
Los Ríos,2025,9,17.01
Los Ríos,2025,10,16.35
Los Ríos,2025,11,20.5
Los Ríos,2025,12,18.3
Los Ríos,2025,13,12.3
Los Ríos,2025,14,14.61
Los Ríos,2025,15,10.92
Los Ríos,2025,16,10.36
Los Ríos,2025,17,5.71
Los Ríos,2025,18,7.99
Los Ríos,2025,19,7.28
Los Ríos,2025,20,4.79
Los Ríos,2025,21,5.8
Los Ríos,2025,22,6.48
Los Ríos,2025,23,5.38
Los Ríos,2025,24,4.4
Los Ríos,2025,25,4.32
Los Ríos,2025,26,5.61
Los Ríos,2025,27,5.47
Los Ríos,2025,28,6.69
Los Ríos,2025,29,5.99
Los Ríos,2025,30,5.55
Los Ríos,2025,31,4.92
Los Ríos,2025,32,6.19
Los Ríos,2025,33,9.4
Los Ríos,2025,34,7.35
Los Ríos,2025,35,10.93
Los Ríos,2025,36,13.08
Los Ríos,2025,37,12.51
Los Ríos,2025,38,9.07
Los Ríos,2025,39,15.81
Los Ríos,2025,40,14.79
Los Ríos,2025,41,13.31
Los Ríos,2025,42,18.97
Los Ríos,2025,43,18.33
Los Ríos,2025,44,24.5
Los Ríos,2025,45,22.86
Los Ríos,2025,46,24.19
Los Ríos,2025,47,23.68
Los Ríos,2025,48,23.28
Los Ríos,2025,49,25.48
Los Ríos,2025,50,25.63
Los Ríos,2025,51,23.54
Los Ríos,2025,52,25.67
Los Ríos,2026,1,30.58
Los Ríos,2026,2,27.46
Los Ríos,2026,3,26.83
Los Ríos,2026,4,27.98
Los Ríos,2026,5,21.98
Los Ríos,2026,6,19.44
Los Ríos,2026,7,20.89
Los Ríos,2026,8,26.09
Los Ríos,2026,9,16.47
Los Ríos,2026,10,18.67
Los Ríos,2026,11,14.53
Los Ríos,2026,12,9.99
Los Ríos,2026,13,13.12
Los Ríos,2026,14,14.35
Los Ríos,2026,15,13.91
Los Ríos,2026,16,9.86
Los Ríos,2026,17,10.59
Los Ríos,2026,18,6.72
Los Ríos,2026,19,6.58
Los Ríos,2026,20,9.35
Los Ríos,2026,21,8.36
Los Ríos,2026,22,6.74
Los Ríos,2026,23,5.77
Los Ríos,2026,24,4.8
Los Ríos,2026,25,7.62
Magallanes,2014,1,18.61
Magallanes,2014,2,20.33
Magallanes,2014,3,20.88
Magallanes,2014,4,18.88
Magallanes,2014,5,19.36
Magallanes,2014,6,14.74
Magallanes,2014,7,17.64
Magallanes,2014,8,12.31
Magallanes,2014,9,11.2
Magallanes,2014,10,11.39
Magallanes,2014,11,11.21
Magallanes,2014,12,10.25
Magallanes,2014,13,7.71
Magallanes,2014,14,7.08
Magallanes,2014,15,7.74
Magallanes,2014,16,5.93
Magallanes,2014,17,5.17
Magallanes,2014,18,4.57
Magallanes,2014,19,4.23
Magallanes,2014,20,4.15
Magallanes,2014,21,3.04
Magallanes,2014,22,2.7
Magallanes,2014,23,2.68
Magallanes,2014,24,2.56
Magallanes,2014,25,2.08
Magallanes,2014,26,2.24
Magallanes,2014,27,2.18
Magallanes,2014,28,2.52
Magallanes,2014,29,2.94
Magallanes,2014,30,4.2
Magallanes,2014,31,3.77
Magallanes,2014,32,5.27
Magallanes,2014,33,4.38
Magallanes,2014,34,5.47
Magallanes,2014,35,3.47
Magallanes,2014,36,3.63
Magallanes,2014,37,8.34
Magallanes,2014,38,10.03
Magallanes,2014,39,12.39
Magallanes,2014,40,10.33
Magallanes,2014,41,13.78
Magallanes,2014,42,15.92
Magallanes,2014,43,15.88
Magallanes,2014,44,15.61
Magallanes,2014,45,18.19
Magallanes,2014,46,19.4
Magallanes,2014,47,17.14
Magallanes,2014,48,19.66
Magallanes,2014,49,20.89
Magallanes,2014,50,22.38
Magallanes,2014,51,24.7
Magallanes,2014,52,21.77
Magallanes,2015,1,17.46
Magallanes,2015,2,22.97
Magallanes,2015,3,20.31
Magallanes,2015,4,20.86
Magallanes,2015,5,18.02
Magallanes,2015,6,16.87
Magallanes,2015,7,13.19
Magallanes,2015,8,12.4
Magallanes,2015,9,13.29
Magallanes,2015,10,13.84
Magallanes,2015,11,11.57
Magallanes,2015,12,10.4
Magallanes,2015,13,7.13
Magallanes,2015,14,8.44
Magallanes,2015,15,7.08
Magallanes,2015,16,6.23
Magallanes,2015,17,4.15
Magallanes,2015,18,5.38
Magallanes,2015,19,2.99
Magallanes,2015,20,2.4
Magallanes,2015,21,2.65
Magallanes,2015,22,2.15
Magallanes,2015,23,1.5
Magallanes,2015,24,2.64
Magallanes,2015,25,2.54
Magallanes,2015,26,2.35
Magallanes,2015,27,2.23
Magallanes,2015,28,2.27
Magallanes,2015,29,3.59
Magallanes,2015,30,3.16
Magallanes,2015,31,3.92
Magallanes,2015,32,5.74
Magallanes,2015,33,5.29
Magallanes,2015,34,8.37
Magallanes,2015,35,6.57
Magallanes,2015,36,8.09
Magallanes,2015,37,10.87
Magallanes,2015,38,12.36
Magallanes,2015,39,11.19
Magallanes,2015,40,11.21
Magallanes,2015,41,14.99
Magallanes,2015,42,13.44
Magallanes,2015,43,18.75
Magallanes,2015,44,18.32
Magallanes,2015,45,15.95
Magallanes,2015,46,20.18
Magallanes,2015,47,19.75
Magallanes,2015,48,16.06
Magallanes,2015,49,23.64
Magallanes,2015,50,27.29
Magallanes,2015,51,21.01
Magallanes,2015,52,23.86
Magallanes,2015,53,20.35
Magallanes,2016,1,18.99
Magallanes,2016,2,26.33
Magallanes,2016,3,20.29
Magallanes,2016,4,17.47
Magallanes,2016,5,17.37
Magallanes,2016,6,16.77
Magallanes,2016,7,17.18
Magallanes,2016,8,15.2
Magallanes,2016,9,14.13
Magallanes,2016,10,10.82
Magallanes,2016,11,9.72
Magallanes,2016,12,9.03
Magallanes,2016,13,9.44
Magallanes,2016,14,7.46
Magallanes,2016,15,5.52
Magallanes,2016,16,4.85
Magallanes,2016,17,5.44
Magallanes,2016,18,4.23
Magallanes,2016,19,3.61
Magallanes,2016,20,2.56
Magallanes,2016,21,2.86
Magallanes,2016,22,1.82
Magallanes,2016,23,2.25
Magallanes,2016,24,2.2
Magallanes,2016,25,1.28
Magallanes,2016,26,2.62
Magallanes,2016,27,1.98
Magallanes,2016,28,2.69
Magallanes,2016,29,3.57
Magallanes,2016,30,3.35
Magallanes,2016,31,4.19
Magallanes,2016,32,4.92
Magallanes,2016,33,7.12
Magallanes,2016,34,6.41
Magallanes,2016,35,8.07
Magallanes,2016,36,8.69
