region,anio,semana,radiacion_solar_media_MJ_m2
Aysén,2018,13,11.01
Aysén,2018,14,8.6
Aysén,2018,15,8.73
Aysén,2018,16,5.51
Aysén,2018,17,6.7
Aysén,2018,18,6.69
Aysén,2018,19,4.95
Aysén,2018,20,3.57
Aysén,2018,21,2.81
Aysén,2018,22,5.9
Aysén,2018,23,3.62
Aysén,2018,24,3.59
Aysén,2018,25,3.39
Aysén,2018,26,3.12
Aysén,2018,27,6.23
Aysén,2018,28,3.78
Aysén,2018,29,4.26
Aysén,2018,30,5.26
Aysén,2018,31,4.45
Aysén,2018,32,6.64
Aysén,2018,33,6.75
Aysén,2018,34,7.7
Aysén,2018,35,9.42
Aysén,2018,36,9.64
Aysén,2018,37,8.32
Aysén,2018,38,9.64
Aysén,2018,39,10.56
Aysén,2018,40,15.17
Aysén,2018,41,15.69
Aysén,2018,42,12.35
Aysén,2018,43,17.93
Aysén,2018,44,23.31
Aysén,2018,45,23.23
Aysén,2018,46,18.33
Aysén,2018,47,15.27
Aysén,2018,48,29.18
Aysén,2018,49,28.67
Aysén,2018,50,21.49
Aysén,2018,51,27.98
Aysén,2018,52,22.44
Aysén,2019,1,22.49
Aysén,2019,2,22.89
Aysén,2019,3,26.56
Aysén,2019,4,22.17
Aysén,2019,5,23.39
Aysén,2019,6,24.12
Aysén,2019,7,24.96
Aysén,2019,8,19.59
Aysén,2019,9,16.65
Aysén,2019,10,17.08
Aysén,2019,11,16.32
Aysén,2019,12,14.24
Aysén,2019,13,15.65
Aysén,2019,14,7.89
Aysén,2019,15,8.5
Aysén,2019,16,7.1
Aysén,2019,17,7.91
Aysén,2019,18,5.8
Aysén,2019,19,6.29
Aysén,2019,20,4.73
Aysén,2019,21,4.99
Aysén,2019,22,4.0
Aysén,2019,23,2.94
Aysén,2019,24,3.67
Aysén,2019,25,3.71
Aysén,2019,26,3.95
Aysén,2019,27,3.74
Aysén,2019,28,3.04
Aysén,2019,29,4.67
Aysén,2019,30,4.24
Aysén,2019,31,3.71
Aysén,2019,32,4.99
Aysén,2019,33,8.55
Aysén,2019,34,7.97
Aysén,2019,35,8.06
Aysén,2019,36,10.74
Aysén,2019,37,10.03
Aysén,2019,38,10.87
Aysén,2019,39,12.86
Aysén,2019,40,14.0
Aysén,2019,41,17.88
Aysén,2019,42,16.92
Aysén,2019,43,21.4
Aysén,2019,44,14.15
Aysén,2019,45,19.24
Aysén,2019,46,22.85
Aysén,2019,47,21.49
Aysén,2019,48,21.06
Aysén,2019,49,27.87
Aysén,2019,50,20.13
Aysén,2019,51,20.49
Aysén,2019,52,23.31
Aysén,2020,1,27.89
Aysén,2020,2,21.16
Aysén,2020,3,28.99
Aysén,2020,4,26.81
Aysén,2020,5,19.42
Aysén,2020,6,22.24
Aysén,2020,7,21.38
Aysén,2020,8,24.35
Aysén,2020,9,18.79
Aysén,2020,10,18.11
Aysén,2020,11,14.12
Aysén,2020,12,11.43
Aysén,2020,13,13.45
Aysén,2020,14,11.64
Aysén,2020,15,10.67
Aysén,2020,16,6.88
Aysén,2020,17,7.61
Aysén,2020,18,6.16
Aysén,2020,19,5.08
Aysén,2020,20,4.31
Aysén,2020,21,4.92
Aysén,2020,22,5.37
Aysén,2020,23,3.63
Aysén,2020,24,3.38
Aysén,2020,25,3.66
Aysén,2020,26,4.26
Aysén,2020,27,2.41
Aysén,2020,28,4.09
Aysén,2020,29,1.73
Aysén,2020,30,4.52
Aysén,2020,31,4.69
Aysén,2020,32,5.83
Aysén,2020,33,5.31
Aysén,2020,34,7.91
Aysén,2020,35,6.52
Aysén,2020,36,11.13
Aysén,2020,37,9.01
Aysén,2020,38,13.85
Aysén,2020,39,11.58
Aysén,2020,40,17.73
Aysén,2020,41,13.03
Aysén,2020,42,15.83
Aysén,2020,43,21.01
Aysén,2020,44,22.51
Aysén,2020,45,23.22
Aysén,2020,46,22.48
Aysén,2020,47,25.06
Aysén,2020,48,18.29
Aysén,2020,49,24.56
Aysén,2020,50,20.52
Aysén,2020,51,22.3
Aysén,2020,52,24.01
Aysén,2020,53,19.52
Aysén,2021,1,23.18
Aysén,2021,2,23.03
Aysén,2021,3,23.57
Aysén,2021,4,23.23
Aysén,2021,5,28.59
Aysén,2021,6,25.15
Aysén,2021,7,19.31
Aysén,2021,8,19.85
Aysén,2021,9,17.45
Aysén,2021,10,15.83
Aysén,2021,11,16.52
Aysén,2021,12,14.6
Aysén,2021,13,10.25
Aysén,2021,14,9.35
Aysén,2021,15,8.12
Aysén,2021,16,5.95
Aysén,2021,17,6.47
Aysén,2021,18,8.16
Aysén,2021,19,6.37
Aysén,2021,20,4.07
Aysén,2021,21,3.33
Aysén,2021,22,3.31
Aysén,2021,23,2.84
Aysén,2021,24,4.93
Aysén,2021,25,4.42
Aysén,2021,26,3.5
Aysén,2021,27,2.96
Aysén,2021,28,3.45
Aysén,2021,29,4.2
Aysén,2021,30,5.74
Aysén,2021,31,6.31
Aysén,2021,32,7.5
Aysén,2021,33,6.59
Aysén,2021,34,6.79
Aysén,2021,35,7.93
Aysén,2021,36,9.78
Aysén,2021,37,9.16
Aysén,2021,38,11.61
Aysén,2021,39,12.66
Aysén,2021,40,18.38
Aysén,2021,41,14.07
Aysén,2021,42,14.6
Aysén,2021,43,18.88
Aysén,2021,44,19.16
Aysén,2021,45,23.94
Aysén,2021,46,18.26
Aysén,2021,47,21.01
Aysén,2021,48,24.81
Aysén,2021,49,27.12
Aysén,2021,50,27.84
Aysén,2021,51,29.52
Aysén,2021,52,22.82
Aysén,2022,1,23.04
Aysén,2022,2,23.22
Aysén,2022,3,23.55
Aysén,2022,4,26.65
Aysén,2022,5,20.48
Aysén,2022,6,24.98
Aysén,2022,7,16.98
Aysén,2022,8,18.85
Aysén,2022,9,11.82
Aysén,2022,10,12.88
Aysén,2022,11,13.09
Aysén,2022,12,8.49
Aysén,2022,13,9.98
Aysén,2022,14,7.26
Aysén,2022,15,8.75
Aysén,2022,16,5.68
Aysén,2022,17,6.33
Aysén,2022,18,4.84
Aysén,2022,19,5.09
Aysén,2022,20,6.21
Aysén,2022,21,4.64
Aysén,2022,22,5.49
Aysén,2022,23,3.87
Aysén,2022,24,3.38
Aysén,2022,25,5.94
Aysén,2022,26,3.13
Aysén,2022,27,3.29
Aysén,2022,28,4.03
Aysén,2022,29,3.89
Aysén,2022,30,5.24
Aysén,2022,31,5.21
Aysén,2022,32,5.02
Aysén,2022,33,6.24
Aysén,2022,34,8.03
Aysén,2022,35,7.14
Aysén,2022,36,7.18
Aysén,2022,37,8.5
Aysén,2022,38,11.47
Aysén,2022,39,16.09
Aysén,2022,40,12.99
Aysén,2022,41,15.77
Aysén,2022,42,20.97
Aysén,2022,43,17.3
Aysén,2022,44,26.86
Aysén,2022,45,16.39
Aysén,2022,46,20.67
Aysén,2022,47,21.6
Aysén,2022,48,25.68
Aysén,2022,49,18.98
Aysén,2022,50,22.2
Aysén,2022,51,25.98
Aysén,2022,52,19.64
Aysén,2023,1,19.02
Aysén,2023,2,21.07
Aysén,2023,3,27.41
Aysén,2023,4,20.18
Aysén,2023,5,28.39
Aysén,2023,6,19.43
Aysén,2023,7,17.46
Aysén,2023,8,15.36
Aysén,2023,9,12.9
Aysén,2023,10,10.04
Aysén,2023,11,14.51
Aysén,2023,12,16.11
Aysén,2023,13,9.23
Aysén,2023,14,8.57
Aysén,2023,15,11.77
Aysén,2023,16,6.64
Aysén,2023,17,7.7
Aysén,2023,18,4.59
Aysén,2023,19,4.55
Aysén,2023,20,4.24
Aysén,2023,21,5.48
Aysén,2023,22,3.58
Aysén,2023,23,2.56
Aysén,2023,24,4.82
Aysén,2023,25,3.33
Aysén,2023,26,3.3
Aysén,2023,27,4.16
Aysén,2023,28,4.04
Aysén,2023,29,5.01
Aysén,2023,30,3.14
Aysén,2023,31,2.66
Aysén,2023,32,5.21
Aysén,2023,33,5.49
Aysén,2023,34,6.82
Aysén,2023,35,8.38
Aysén,2023,36,10.03
Aysén,2023,37,10.22
Aysén,2023,38,17.19
Aysén,2023,39,14.22
Aysén,2023,40,10.72
Aysén,2023,41,18.02
Aysén,2023,42,22.44
Aysén,2023,43,16.78
Aysén,2023,44,20.13
Aysén,2023,45,17.63
Aysén,2023,46,14.17
Aysén,2023,47,20.81
Aysén,2023,48,17.8
Aysén,2023,49,25.66
Aysén,2023,50,17.2
Aysén,2023,51,27.51
Aysén,2023,52,30.58
Aysén,2024,1,25.0
Aysén,2024,2,21.05
Aysén,2024,3,24.71
Aysén,2024,4,22.31
Aysén,2024,5,21.12
Aysén,2024,6,21.1
Aysén,2024,7,23.4
Aysén,2024,8,16.23
Aysén,2024,9,15.35
Aysén,2024,10,13.29
Aysén,2024,11,6.9
Aysén,2024,12,9.09
Aysén,2024,13,8.84
Aysén,2024,14,5.35
Aysén,2024,15,13.12
Aysén,2024,16,7.32
Aysén,2024,17,5.17
Aysén,2024,18,4.78
Aysén,2024,19,4.65
Aysén,2024,20,6.9
Aysén,2024,21,5.94
Aysén,2024,22,3.22
Aysén,2024,23,2.27
Aysén,2024,24,1.86
Aysén,2024,25,2.59
Aysén,2024,26,2.51
Aysén,2024,27,3.75
Aysén,2024,28,5.82
Aysén,2024,29,3.62
Aysén,2024,30,4.44
Aysén,2024,31,4.35
Aysén,2024,32,4.32
Aysén,2024,33,7.92
Aysén,2024,34,7.92
Aysén,2024,35,8.45
Aysén,2024,36,5.8
Aysén,2024,37,6.39
Aysén,2024,38,8.88
Aysén,2024,39,10.1
Aysén,2024,40,15.81
Aysén,2024,41,17.13
Aysén,2024,42,20.43
Aysén,2024,43,16.08
Aysén,2024,44,19.66
Aysén,2024,45,15.58
Aysén,2024,46,16.46
Aysén,2024,47,22.79
Aysén,2024,48,18.8
Aysén,2024,49,20.86
Aysén,2024,50,22.98
Aysén,2024,51,21.91
Aysén,2024,52,30.53
Aysén,2025,1,22.89
Aysén,2025,2,26.51
Aysén,2025,3,22.11
Aysén,2025,4,13.44
Aysén,2025,5,19.78
Aysén,2025,6,17.12
Aysén,2025,7,20.37
Aysén,2025,8,13.21
Aysén,2025,9,15.66
Aysén,2025,10,12.22
Aysén,2025,11,17.45
Aysén,2025,12,12.94
Aysén,2025,13,12.23
Aysén,2025,14,12.97
Aysén,2025,15,7.08
Aysén,2025,16,6.18
Aysén,2025,17,6.01
Aysén,2025,18,5.32
Aysén,2025,19,4.32
Aysén,2025,20,4.53
Aysén,2025,21,3.37
Aysén,2025,22,2.88
Aysén,2025,23,3.9
Aysén,2025,24,2.81
Aysén,2025,25,3.18
Aysén,2025,26,3.67
Aysén,2025,27,4.44
Aysén,2025,28,1.94
Aysén,2025,29,2.58
Aysén,2025,30,6.0
Aysén,2025,31,4.27
Aysén,2025,32,6.21
Aysén,2025,33,7.46
Aysén,2025,34,6.84
Aysén,2025,35,8.46
Aysén,2025,36,13.1
Aysén,2025,37,9.01
Aysén,2025,38,8.36
Aysén,2025,39,10.69
Aysén,2025,40,9.61
Aysén,2025,41,11.36
Aysén,2025,42,18.98
Aysén,2025,43,17.74
Aysén,2025,44,21.07
Aysén,2025,45,27.54
Aysén,2025,46,15.44
Aysén,2025,47,20.03
Aysén,2025,48,25.5
Aysén,2025,49,16.73
Aysén,2025,50,19.08
Aysén,2025,51,17.15
Aysén,2025,52,17.17
Aysén,2026,1,26.32
Aysén,2026,2,24.81
Aysén,2026,3,20.88
Aysén,2026,4,26.66
Aysén,2026,5,23.96
Aysén,2026,6,19.03
Aysén,2026,7,20.12
Aysén,2026,8,17.04
Aysén,2026,9,14.99
Aysén,2026,10,15.67
Aysén,2026,11,13.77
Aysén,2026,12,11.03
Aysén,2026,13,7.78
Aysén,2026,14,11.76
Aysén,2026,15,9.05
Aysén,2026,16,8.18
Aysén,2026,17,5.54
Aysén,2026,18,4.68
Aysén,2026,19,5.85
Aysén,2026,20,5.77
Aysén,2026,21,6.68
Aysén,2026,22,2.01
Aysén,2026,23,4.17
Aysén,2026,24,3.02
Aysén,2026,25,3.49
Bío Bío,2014,1,33.34
Bío Bío,2014,2,31.93
Bío Bío,2014,3,30.85
Bío Bío,2014,4,26.07
Bío Bío,2014,5,28.26
Bío Bío,2014,6,27.21
Bío Bío,2014,7,28.28
Bío Bío,2014,8,27.71
Bío Bío,2014,9,25.86
Bío Bío,2014,10,24.52
Bío Bío,2014,11,20.98
Bío Bío,2014,12,21.87
Bío Bío,2014,13,16.77
Bío Bío,2014,14,16.94
Bío Bío,2014,15,13.46
Bío Bío,2014,16,15.83
Bío Bío,2014,17,13.08
Bío Bío,2014,18,8.61
Bío Bío,2014,19,8.98
Bío Bío,2014,20,7.53
Bío Bío,2014,21,9.16
Bío Bío,2014,22,8.73
Bío Bío,2014,23,5.65
Bío Bío,2014,24,5.91
Bío Bío,2014,25,7.3
Bío Bío,2014,26,9.3
Bío Bío,2014,27,7.41
Bío Bío,2014,28,7.78
Bío Bío,2014,29,8.31
Bío Bío,2014,30,7.66
Bío Bío,2014,31,6.88
Bío Bío,2014,32,11.01
Bío Bío,2014,33,13.11
Bío Bío,2014,34,10.52
Bío Bío,2014,35,10.99
Bío Bío,2014,36,10.15
Bío Bío,2014,37,17.5
Bío Bío,2014,38,17.15
Bío Bío,2014,39,13.94
Bío Bío,2014,40,22.09
Bío Bío,2014,41,24.72
Bío Bío,2014,42,22.31
Bío Bío,2014,43,27.37
Bío Bío,2014,44,25.86
Bío Bío,2014,45,28.87
Bío Bío,2014,46,31.15
Bío Bío,2014,47,28.61
Bío Bío,2014,48,29.17
Bío Bío,2014,49,30.0
Bío Bío,2014,50,31.95
Bío Bío,2014,51,32.43
Bío Bío,2014,52,33.15
Bío Bío,2015,1,28.47
Bío Bío,2015,2,33.48
Bío Bío,2015,3,32.64
Bío Bío,2015,4,31.03
Bío Bío,2015,5,31.45
Bío Bío,2015,6,29.93
Bío Bío,2015,7,29.03
Bío Bío,2015,8,27.07
Bío Bío,2015,9,24.17
Bío Bío,2015,10,24.2
Bío Bío,2015,11,24.07
Bío Bío,2015,12,21.06
Bío Bío,2015,13,18.78
Bío Bío,2015,14,18.18
Bío Bío,2015,15,14.2
Bío Bío,2015,16,13.45
Bío Bío,2015,17,15.07
Bío Bío,2015,18,12.58
Bío Bío,2015,19,11.08
Bío Bío,2015,20,8.52
Bío Bío,2015,21,7.6
Bío Bío,2015,22,8.21
Bío Bío,2015,23,5.18
Bío Bío,2015,24,8.0
Bío Bío,2015,25,9.42
Bío Bío,2015,26,7.23
Bío Bío,2015,27,9.13
Bío Bío,2015,28,5.79
Bío Bío,2015,29,6.75
Bío Bío,2015,30,7.63
Bío Bío,2015,31,7.5
Bío Bío,2015,32,7.04
Bío Bío,2015,33,12.95
Bío Bío,2015,34,10.76
Bío Bío,2015,35,8.04
Bío Bío,2015,36,15.95
Bío Bío,2015,37,16.58
Bío Bío,2015,38,17.15
Bío Bío,2015,39,13.75
Bío Bío,2015,40,12.93
Bío Bío,2015,41,24.1
Bío Bío,2015,42,21.24
Bío Bío,2015,43,24.25
Bío Bío,2015,44,28.47
Bío Bío,2015,45,27.94
Bío Bío,2015,46,28.35
Bío Bío,2015,47,28.18
Bío Bío,2015,48,29.78
Bío Bío,2015,49,31.74
Bío Bío,2015,50,31.7
Bío Bío,2015,51,32.84
Bío Bío,2015,52,31.55
Bío Bío,2015,53,30.47
Bío Bío,2016,1,30.99
Bío Bío,2016,2,30.37
Bío Bío,2016,3,31.03
Bío Bío,2016,4,25.73
Bío Bío,2016,5,30.09
Bío Bío,2016,6,28.33
Bío Bío,2016,7,27.55
Bío Bío,2016,8,26.63
Bío Bío,2016,9,24.45
Bío Bío,2016,10,23.62
Bío Bío,2016,11,21.05
Bío Bío,2016,12,19.85
Bío Bío,2016,13,17.2
Bío Bío,2016,14,16.86
Bío Bío,2016,15,11.7
Bío Bío,2016,16,11.68
Bío Bío,2016,17,11.64
Bío Bío,2016,18,9.4
Bío Bío,2016,19,7.89
Bío Bío,2016,20,9.06
Bío Bío,2016,21,6.41
Bío Bío,2016,22,8.41
Bío Bío,2016,23,9.03
Bío Bío,2016,24,9.05
Bío Bío,2016,25,8.44
Bío Bío,2016,26,7.31
Bío Bío,2016,27,7.28
Bío Bío,2016,28,5.87
Bío Bío,2016,29,5.5
Bío Bío,2016,30,8.53
Bío Bío,2016,31,9.48
Bío Bío,2016,32,10.37
Bío Bío,2016,33,12.2
Bío Bío,2016,34,13.22
Bío Bío,2016,35,16.11
Bío Bío,2016,36,15.8
Bío Bío,2016,37,15.76
Bío Bío,2016,38,20.97
Bío Bío,2016,39,18.62
Bío Bío,2016,40,22.13
Bío Bío,2016,41,11.99
Bío Bío,2016,42,22.23
Bío Bío,2016,43,27.29
Bío Bío,2016,44,25.65
Bío Bío,2016,45,31.01
Bío Bío,2016,46,29.38
Bío Bío,2016,47,28.37
Bío Bío,2016,48,29.61
Bío Bío,2016,49,29.01
Bío Bío,2016,50,31.9
Bío Bío,2016,51,30.38
Bío Bío,2016,52,30.51
Bío Bío,2017,1,31.46
Bío Bío,2017,2,32.33
Bío Bío,2017,3,32.14
Bío Bío,2017,4,30.68
Bío Bío,2017,5,27.01
Bío Bío,2017,6,28.67
Bío Bío,2017,7,23.4
Bío Bío,2017,8,24.78
Bío Bío,2017,9,22.28
Bío Bío,2017,10,20.92
Bío Bío,2017,11,21.93
Bío Bío,2017,12,15.56
Bío Bío,2017,13,17.18
Bío Bío,2017,14,15.48
Bío Bío,2017,15,14.6
Bío Bío,2017,16,11.96
Bío Bío,2017,17,13.18
Bío Bío,2017,18,8.8
Bío Bío,2017,19,8.85
Bío Bío,2017,20,8.37
Bío Bío,2017,21,10.8
Bío Bío,2017,22,8.09
Bío Bío,2017,23,7.73
Bío Bío,2017,24,6.03
Bío Bío,2017,25,4.73
Bío Bío,2017,26,6.58
Bío Bío,2017,27,6.25
Bío Bío,2017,28,8.52
Bío Bío,2017,29,9.6
Bío Bío,2017,30,11.24
Bío Bío,2017,31,10.55
Bío Bío,2017,32,7.88
Bío Bío,2017,33,12.04
Bío Bío,2017,34,8.64
Bío Bío,2017,35,14.85
Bío Bío,2017,36,15.32
Bío Bío,2017,37,18.39
Bío Bío,2017,38,16.78
Bío Bío,2017,39,16.88
Bío Bío,2017,40,14.43
Bío Bío,2017,41,23.82
Bío Bío,2017,42,21.16
Bío Bío,2017,43,23.95
Bío Bío,2017,44,17.02
Bío Bío,2017,45,27.67
Bío Bío,2017,46,28.76
Bío Bío,2017,47,31.97
Bío Bío,2017,48,30.45
Bío Bío,2017,49,31.59
Bío Bío,2017,50,25.65
Bío Bío,2017,51,33.15
Bío Bío,2017,52,29.9
Bío Bío,2018,1,27.33
Bío Bío,2018,2,30.03
Bío Bío,2018,3,29.12
Bío Bío,2018,4,31.31
Bío Bío,2018,5,29.54
Bío Bío,2018,6,28.69
Bío Bío,2018,7,27.32
Bío Bío,2018,8,24.86
Bío Bío,2018,9,24.97
Bío Bío,2018,10,22.21
Bío Bío,2018,11,19.16
Bío Bío,2018,12,19.36
Bío Bío,2018,13,19.85
Bío Bío,2018,14,14.1
Bío Bío,2018,15,12.99
Bío Bío,2018,16,12.56
Bío Bío,2018,17,11.41
Bío Bío,2018,18,8.83
Bío Bío,2018,19,8.88
Bío Bío,2018,20,7.94
Bío Bío,2018,21,8.4
Bío Bío,2018,22,8.75
Bío Bío,2018,23,5.91
Bío Bío,2018,24,8.33
Bío Bío,2018,25,8.23
Bío Bío,2018,26,2.88
Bío Bío,2018,27,4.65
Bío Bío,2018,28,7.64
Bío Bío,2018,29,10.11
Bío Bío,2018,30,9.86
Bío Bío,2018,31,9.17
Bío Bío,2018,32,9.78
Bío Bío,2018,33,12.98
Bío Bío,2018,34,12.93
Bío Bío,2018,35,12.47
Bío Bío,2018,36,16.96
Bío Bío,2018,37,16.3
Bío Bío,2018,38,12.57
Bío Bío,2018,39,14.78
Bío Bío,2018,40,19.4
Bío Bío,2018,41,22.54
Bío Bío,2018,42,20.78
Bío Bío,2018,43,19.92
Bío Bío,2018,44,18.37
Bío Bío,2018,45,25.61
Bío Bío,2018,46,25.05
Bío Bío,2018,47,30.01
Bío Bío,2018,48,31.82
Bío Bío,2018,49,27.22
Bío Bío,2018,50,29.82
Bío Bío,2018,51,33.45
Bío Bío,2018,52,31.06
Bío Bío,2019,1,32.83
Bío Bío,2019,2,24.74
Bío Bío,2019,3,31.38
Bío Bío,2019,4,31.32
Bío Bío,2019,5,29.64
Bío Bío,2019,6,26.48
Bío Bío,2019,7,26.42
Bío Bío,2019,8,22.78
Bío Bío,2019,9,25.56
Bío Bío,2019,10,23.84
Bío Bío,2019,11,22.57
Bío Bío,2019,12,21.87
Bío Bío,2019,13,17.07
Bío Bío,2019,14,18.73
Bío Bío,2019,15,15.36
Bío Bío,2019,16,12.12
Bío Bío,2019,17,11.48
Bío Bío,2019,18,10.27
Bío Bío,2019,19,10.66
Bío Bío,2019,20,9.78
Bío Bío,2019,21,8.47
Bío Bío,2019,22,5.7
Bío Bío,2019,23,6.58
Bío Bío,2019,24,6.15
Bío Bío,2019,25,7.64
Bío Bío,2019,26,5.22
Bío Bío,2019,27,8.06
Bío Bío,2019,28,6.39
Bío Bío,2019,29,6.6
Bío Bío,2019,30,9.0
Bío Bío,2019,31,10.22
Bío Bío,2019,32,11.13
Bío Bío,2019,33,11.08
Bío Bío,2019,34,10.24
Bío Bío,2019,35,13.6
Bío Bío,2019,36,12.95
Bío Bío,2019,37,15.44
Bío Bío,2019,38,20.26
Bío Bío,2019,39,17.3
Bío Bío,2019,40,17.94
Bío Bío,2019,41,21.49
Bío Bío,2019,42,21.09
Bío Bío,2019,43,24.28
Bío Bío,2019,44,22.99
Bío Bío,2019,45,28.85
Bío Bío,2019,46,26.44
Bío Bío,2019,47,27.07
Bío Bío,2019,48,29.69
Bío Bío,2019,49,31.94
Bío Bío,2019,50,30.35
Bío Bío,2019,51,30.49
Bío Bío,2019,52,29.82
Bío Bío,2020,1,32.6
Bío Bío,2020,2,28.72
Bío Bío,2020,3,31.92
Bío Bío,2020,4,30.56
Bío Bío,2020,5,29.84
Bío Bío,2020,6,29.45
Bío Bío,2020,7,28.04
Bío Bío,2020,8,26.32
Bío Bío,2020,9,24.3
Bío Bío,2020,10,23.78
Bío Bío,2020,11,21.36
Bío Bío,2020,12,20.42
Bío Bío,2020,13,15.87
Bío Bío,2020,14,19.65
Bío Bío,2020,15,17.66
Bío Bío,2020,16,12.41
Bío Bío,2020,17,9.87
Bío Bío,2020,18,10.58
Bío Bío,2020,19,9.73
Bío Bío,2020,20,10.76
Bío Bío,2020,21,8.76
Bío Bío,2020,22,9.74
Bío Bío,2020,23,8.28
Bío Bío,2020,24,6.41
Bío Bío,2020,25,4.52
Bío Bío,2020,26,4.47
Bío Bío,2020,27,6.26
Bío Bío,2020,28,5.83
Bío Bío,2020,29,7.47
Bío Bío,2020,30,7.81
Bío Bío,2020,31,9.36
Bío Bío,2020,32,9.94
Bío Bío,2020,33,12.43
Bío Bío,2020,34,13.9
Bío Bío,2020,35,10.6
Bío Bío,2020,36,15.48
Bío Bío,2020,37,13.38
Bío Bío,2020,38,19.28
Bío Bío,2020,39,19.25
Bío Bío,2020,40,20.76
Bío Bío,2020,41,24.17
Bío Bío,2020,42,23.79
Bío Bío,2020,43,24.28
Bío Bío,2020,44,26.15
Bío Bío,2020,45,27.14
Bío Bío,2020,46,28.1
Bío Bío,2020,47,26.83
Bío Bío,2020,48,31.52
Bío Bío,2020,49,32.82
Bío Bío,2020,50,27.95
Bío Bío,2020,51,29.88
Bío Bío,2020,52,33.18
Bío Bío,2020,53,30.23
Bío Bío,2021,1,29.8
Bío Bío,2021,2,32.14
Bío Bío,2021,3,31.33
Bío Bío,2021,4,23.38
Bío Bío,2021,5,23.99
Bío Bío,2021,6,25.51
Bío Bío,2021,7,25.92
Bío Bío,2021,8,25.93
Bío Bío,2021,9,23.76
Bío Bío,2021,10,20.37
Bío Bío,2021,11,17.7
Bío Bío,2021,12,20.91
Bío Bío,2021,13,16.41
Bío Bío,2021,14,12.6
Bío Bío,2021,15,15.64
Bío Bío,2021,16,12.16
Bío Bío,2021,17,9.81
Bío Bío,2021,18,11.24
Bío Bío,2021,19,11.54
Bío Bío,2021,20,8.15
Bío Bío,2021,21,6.53
Bío Bío,2021,22,5.19
Bío Bío,2021,23,7.03
Bío Bío,2021,24,8.41
Bío Bío,2021,25,5.67
Bío Bío,2021,26,8.54
Bío Bío,2021,27,7.12
Bío Bío,2021,28,10.39
Bío Bío,2021,29,8.3
Bío Bío,2021,30,12.16
Bío Bío,2021,31,9.98
Bío Bío,2021,32,10.84
Bío Bío,2021,33,8.43
Bío Bío,2021,34,10.58
Bío Bío,2021,35,13.35
Bío Bío,2021,36,13.06
Bío Bío,2021,37,20.12
Bío Bío,2021,38,18.86
Bío Bío,2021,39,21.25
Bío Bío,2021,40,23.42
Bío Bío,2021,41,21.94
Bío Bío,2021,42,23.82
Bío Bío,2021,43,26.4
Bío Bío,2021,44,25.06
Bío Bío,2021,45,24.9
Bío Bío,2021,46,30.87
Bío Bío,2021,47,30.02
Bío Bío,2021,48,30.09
Bío Bío,2021,49,26.58
Bío Bío,2021,50,32.76
Bío Bío,2021,51,32.94
Bío Bío,2021,52,25.98
Bío Bío,2022,1,27.79
Bío Bío,2022,2,31.13
Bío Bío,2022,3,29.82
Bío Bío,2022,4,26.17
Bío Bío,2022,5,28.94
Bío Bío,2022,6,28.03
Bío Bío,2022,7,26.5
Bío Bío,2022,8,22.87
Bío Bío,2022,9,23.19
Bío Bío,2022,10,22.21
Bío Bío,2022,11,19.46
Bío Bío,2022,12,19.39
Bío Bío,2022,13,18.23
Bío Bío,2022,14,14.28
Bío Bío,2022,15,14.64
Bío Bío,2022,16,6.87
Bío Bío,2022,17,11.07
Bío Bío,2022,18,11.04
Bío Bío,2022,19,9.02
Bío Bío,2022,20,7.31
Bío Bío,2022,21,8.54
Bío Bío,2022,22,6.2
Bío Bío,2022,23,7.0
Bío Bío,2022,24,6.66
Bío Bío,2022,25,4.33
Bío Bío,2022,26,5.2
Bío Bío,2022,27,6.46
Bío Bío,2022,28,4.61
Bío Bío,2022,29,6.49
Bío Bío,2022,30,8.98
Bío Bío,2022,31,8.5
Bío Bío,2022,32,10.09
Bío Bío,2022,33,11.38
Bío Bío,2022,34,13.64
Bío Bío,2022,35,15.72
Bío Bío,2022,36,17.32
Bío Bío,2022,37,13.68
Bío Bío,2022,38,19.15
Bío Bío,2022,39,19.3
Bío Bío,2022,40,16.28
Bío Bío,2022,41,24.43
Bío Bío,2022,42,24.07
Bío Bío,2022,43,19.17
Bío Bío,2022,44,25.17
Bío Bío,2022,45,22.6
Bío Bío,2022,46,29.67
Bío Bío,2022,47,29.95
Bío Bío,2022,48,30.69
Bío Bío,2022,49,27.0
Bío Bío,2022,50,32.78
Bío Bío,2022,51,29.1
Bío Bío,2022,52,31.29
Bío Bío,2023,1,29.87
Bío Bío,2023,2,32.25
Bío Bío,2023,3,30.13
Bío Bío,2023,4,30.95
Bío Bío,2023,5,28.39
Bío Bío,2023,6,28.74
Bío Bío,2023,7,28.15
Bío Bío,2023,8,26.15
Bío Bío,2023,9,25.42
Bío Bío,2023,10,14.19
Bío Bío,2023,11,19.99
Bío Bío,2023,12,21.57
Bío Bío,2023,13,17.15
Bío Bío,2023,14,17.52
Bío Bío,2023,15,11.41
Bío Bío,2023,16,13.41
Bío Bío,2023,17,8.1
Bío Bío,2023,18,12.12
Bío Bío,2023,19,10.95
Bío Bío,2023,20,8.13
Bío Bío,2023,21,7.55
Bío Bío,2023,22,7.69
Bío Bío,2023,23,7.07
Bío Bío,2023,24,9.22
Bío Bío,2023,25,2.73
Bío Bío,2023,26,6.59
Bío Bío,2023,27,7.01
