fecha,semana,prediccion,ic_inferior,ic_superior
2026-05-11,18,10884.111169147644,8200.102549098216,14446.526348482417
2026-05-18,19,11999.147474854952,7930.896308292854,18153.995201804508
2026-05-25,20,12874.231363375964,8005.016048542879,20704.876887497754
2026-06-01,21,13499.526761284884,8114.818151306095,22456.898813668853
