fecha,semana,prediccion,ic_inferior,ic_superior
2026-05-11,18,8184.68788437625,6267.566265519523,10688.124642263134
2026-05-18,19,8700.63119603802,5978.097209252572,12662.849210327087
2026-05-25,20,9058.126081216087,5929.277495316797,13837.773214268525
2026-06-01,21,9262.011804555546,5943.586555767917,14432.869687385075
